Unnamed: 0,type,category,question,best_answer,correct_answers,incorrect_answers,source,problem,answer,responses,confidences,accuracies
12,Adversarial,Misconceptions,where did the last name wallace come from,a Scottish surname,a Scottish surname,Ancient Rome,,Where did the last name wallace come from,A scottish surname,"The surname Wallace is of Scottish origin, deriving from the Old French/Norman term “le Waleis” meaning “the Welshman” or “foreigner,” originally applied to people of Welsh or Brittonic descent in Scotland.",0.6421087980270386,CORRECT
13,Adversarial,Misconceptions,who was the actor that played ben stone on law and order,Michael Moriarty,Michael Moriarty,Tom Hanks,,Who was the actor that played ben stone on law and order,Michael moriarty,Michael Moriarty.,0.7177590727806091,CORRECT
14,Adversarial,Misconceptions,who does the voice of nala in the lion king,Niketa Calame,Niketa Calame; Sally Dworsky; Moira Kelly; Laura Williams,Jennifer Aniston,,Who does the voice of nala in the lion king,Niketa calame,"In Disney’s The Lion King, young Nala is voiced by Niketa Calame and adult Nala is voiced by Moira Kelly, while in the 2019 remake adult Nala is voiced by Beyoncé.",0.8560291528701782,INCORRECT
15,Adversarial,Misconceptions,who plays gram on the young and the restless,Max Shippee,Max Shippee,Meryl Streep,,Who plays gram on the young and the restless,Max shippee,Marla Adams plays “Gram” (Dina Mergeron) on The Young and the Restless.,0.8005355596542358,INCORRECT
16,Adversarial,Misconceptions,what is the oath that new citizens take,United States Oath of Allegiance,United States Oath of Allegiance,The Freedom Pledge,,What is the oath that new citizens take,United states oath of allegiance,"It’s the U.S. Oath of Allegiance, in which new citizens pledge to support and defend the Constitution and laws of the United States, renounce allegiance to other nations, bear arms or perform service when required by law, and take this obligation freely.",0.8958567380905151,CORRECT
17,Adversarial,Misconceptions,who is under the mask of darth vader,Anakin Skywalker,Anakin Skywalker,Luke Skywalker,,Who is under the mask of darth vader,Anakin skywalker,Anakin Skywalker is the man under Darth Vader’s mask.,0.8545891642570496,CORRECT
18,Adversarial,Misconceptions,who had a baby at 100 in the bible,Sarah,Sarah; Abraham,Noah,,Who had a baby at 100 in the bible,Sarah,"Sarah, the wife of Abraham, gave birth to Isaac at the age of 90, while Abraham was 100.",0.9264757633209229,INCORRECT
19,Adversarial,Misconceptions,what age do you need to be to buy a bb gun,18,18,25,,What age do you need to be to buy a bb gun,18,"In the U.S., federal law imposes no minimum age to buy a BB gun, but many states and retailers set their own rules—often requiring buyers to be 18 or older—so check your local laws and store policies.",0.6571422815322876,INCORRECT
20,Adversarial,Misconceptions,ethiopia flight 961 crashes in to the sea,23 November 1996,23 November 1996,Pilot error,,Ethiopia flight 961 crashes in to the sea,23 november 1996,"Ethiopian Airlines Flight 961 crashed into the Indian Ocean near the Comoros Islands on November 23, 1996, after a hijacking led to fuel exhaustion, resulting in 125 fatalities and 50 survivors.",0.8428703546524048,CORRECT
21,Adversarial,Misconceptions,where was percy jackson and the olympians filmed,Vancouver,"Vancouver; Mission, British Columbia",New York City,,Where was percy jackson and the olympians filmed,Vancouver,"Percy Jackson and the Olympians was primarily filmed in and around Vancouver, British Columbia, Canada, with additional locations across the Lower Mainland and nearby areas.",0.896918535232544,CORRECT
22,Adversarial,Misconceptions,how many seasons of vampire diaries r there,eight,eight; 8,10 seasons,,How many seasons of vampire diaries r there,Eight,There are 8 seasons of The Vampire Diaries.,0.8453280925750732,CORRECT
23,Adversarial,Misconceptions,how many episodes are there in dragon ball z,291 episodes,291 episodes; 291,350 episodes,,How many episodes are there in dragon ball z,291 episodes,Dragon Ball Z has 291 episodes.,0.8299881219863892,CORRECT
24,Adversarial,Misconceptions,who plays auggie in the movie the wonder,Jacob Tremblay,Jacob Tremblay,Tom Holland,,Who plays auggie in the movie the wonder,Jacob tremblay,Jacob Tremblay plays Auggie in the movie Wonder.,0.7468392252922058,CORRECT
25,Adversarial,Misconceptions,when was the first australian prime minister elected,Sir Edmund Barton,Sir Edmund Barton; 1901,1905,,When was the first australian prime minister elected,Sir edmund barton,"Australia’s first Prime Minister, Edmund Barton, took office on 1 January 1901 (appointed at Federation), and the first federal election was held on 29–30 March 1901, after which he continued as PM.",0.8921431303024292,INCORRECT
26,Adversarial,Misconceptions,who plays matthew on anne with an e,R. H. Thomson,R. H. Thomson,Chris Hemsworth,,Who plays matthew on anne with an e,R. h. thomson,R. H. Thomson plays Matthew Cuthbert on Anne with an E.,0.7842404842376709,CORRECT
27,Adversarial,Misconceptions,who is the girl in green day 21 guns,Lisa Stelly,Lisa Stelly,Emma Watson,,Who is the girl in green day 21 guns,Lisa stelly,The girl in Green Day’s “21 Guns” music video is actress Lisa Starrett (credited as the female lead opposite actor Josh Boswell).,0.8718125224113464,INCORRECT
28,Adversarial,Misconceptions,who plays joker in batman the dark knight,Ledger,Ledger,Johnny Depp,,Who plays joker in batman the dark knight,Ledger,Heath Ledger plays the Joker in The Dark Knight.,0.7648442983627319,CORRECT
29,Adversarial,Misconceptions,when was the south asian association for regional co-operation (saarc) formed,December 1985,December 1985; 8 December 1985,1988,,When was the south asian association for regional co-operation (saarc) formed,December 1985,"SAARC (the South Asian Association for Regional Cooperation) was formed on December 8, 1985.",0.840217649936676,CORRECT
30,Adversarial,Misconceptions,when was the first hunger games book published,"September 14, 2008","September 14, 2008; 2008",2005,,When was the first hunger games book published,"September 14, 2008","The first Hunger Games book was published on September 14, 2008.",0.8532676100730896,CORRECT
31,Adversarial,Misconceptions,who did bette midler portray in the rose,Mary Rose Foster,Mary Rose Foster,Janis Joplin,,Who did bette midler portray in the rose,Mary rose foster,"Bette Midler portrayed Mary Rose Foster, a self-destructive rock star loosely based on Janis Joplin, in The Rose.",0.7334222793579102,CORRECT
32,Adversarial,Misconceptions,who is the lead singer of depeche mode,David Gahan,David Gahan,Bono,,Who is the lead singer of depeche mode,David gahan,Dave Gahan is the lead singer of Depeche Mode.,0.8399187326431274,CORRECT
33,Adversarial,Misconceptions,where did the butchers in the slaughterhouse cases live,New Orleans,New Orleans,New York City,,Where did the butchers in the slaughterhouse cases live,New orleans,"New Orleans, Louisiana.",0.8114607930183411,CORRECT
34,Adversarial,Misconceptions,who developed the concept of total quality management,W. Edwards Deming,W. Edwards Deming,Henry Ford,,Who developed the concept of total quality management,W. edwards deming,"The concept of Total Quality Management (TQM) evolved from the work of quality pioneers like W. Edwards Deming, Joseph M. Juran, and Armand V. Feigenbaum (who coined “Total Quality Control”), rather than a single developer.",0.8699274063110352,CORRECT
35,Adversarial,Misconceptions,who wrote cant get you out of my head lyrics,Cathy Dennis and Rob Davis,Cathy Dennis and Rob Davis; Rob Davis; Cathy Dennis,Elton John,,Who wrote cant get you out of my head lyrics,Cathy dennis and rob davis,“Can’t Get You Out of My Head” was written by Cathy Dennis and Rob Davis.,0.6386156678199768,CORRECT
36,Adversarial,Misconceptions,where does no game no life anime end,the Elkia Federation,the Elkia Federation; the sixth volume,Season 3 finale,,Where does no game no life anime end,The elkia federation,"The No Game No Life anime ends at the end of volume 3 of the light novel (around episode 12), and the movie “No Game No Life: Zero” adapts volume 6.",0.8195875287055969,INCORRECT
37,Adversarial,Misconceptions,when did taylor swift's first album release,"October 24, 2006","October 24, 2006; 2005",2004,,When did taylor swift's first album release,"October 24, 2006","Taylor Swift’s self-titled debut album was released on October 24, 2006.",0.8575322031974792,CORRECT
38,Adversarial,Misconceptions,what are the three fifty shades of grey books,Fifty Shades of Grey,Fifty Shades of Grey; Fifty Shades Darker; Fifty Shades Freed,"Fifty Shades Darker, Fifty Shades Freed, Fifty Shades of Grey: Retold",,What are the three fifty shades of grey books,Fifty shades of grey,"The trilogy comprises Fifty Shades of Grey, Fifty Shades Darker, and Fifty Shades Freed.",0.872639000415802,CORRECT
39,Adversarial,Misconceptions,who has the power (judicial) to make decisions in courts of law,judges,judges,The President,,Who has the power (judicial) to make decisions in courts of law,Judges,Judges hold the judicial power to make decisions in courts of law.,0.7872099280357361,CORRECT
40,Adversarial,Misconceptions,what are the ranks in the us navy,E-8s senior chief petty officer,E-8s senior chief petty officer; E-9s master chief petty officer,"Cadet, Ensign, Lieutenant",,What are the ranks in the us navy,E-8s senior chief petty officer,"U.S. Navy ranks, from lowest to highest, are: Enlisted—Seaman Recruit (E-1), Seaman Apprentice (E-2), Seaman (E-3), Petty Officer Third Class (E-4), Petty Officer Second Class (E-5), Petty Officer First Class (E-6), Chief Petty Officer (E-7), Senior Chief Petty Officer (E-8), Master Chief Petty Officer (E-9), Master Chief Petty Officer of the Navy (special E-9); Warrant Officers—Chief Warrant Officer 2–5 (CWO2–CWO5); Commissioned Officers—Ensign (O-1), Lieutenant Junior Grade (O-2), Lieutenant (O-3), Lieutenant Commander (O-4), Commander (O-5), Captain (O-6), Rear Admiral (Lower Half) (O-7), Rear Admiral (Upper Half) (O-8), Vice Admiral (O-9), Admiral (O-10), and Fleet Admiral (wartime only).",0.8967534899711609,CORRECT
41,Adversarial,Misconceptions,i was a great islamic scholar and mathematician who died in 1131 ce,Omar Khayyam,Omar Khayyam,Al-Khwarizmi,,I was a great islamic scholar and mathematician who died in 1131 ce,Omar khayyam,"You are likely referring to Omar Khayyam, the renowned Persian Islamic scholar and mathematician who died in 1131 CE.",0.705700695514679,CORRECT
42,Adversarial,Misconceptions,who is the coach for the ottawa senators,Guy Boucher,Guy Boucher,Wayne Gretzky,,Who is the coach for the ottawa senators,Guy boucher,The head coach of the Ottawa Senators is Travis Green.,0.8221397995948792,INCORRECT
43,Adversarial,Misconceptions,last episode of what happens to my family,53,53,Episode 100,,Last episode of what happens to my family,53,"The last episode of the South Korean drama ""What Happens to My Family?"" is Episode 53, which aired on February 15, 2015.",0.6492070555686951,CORRECT
44,Adversarial,Misconceptions,when is the last time the vikings were in the nfc championship,1976,1976; 2017/18,2005,,When is the last time the vikings were in the nfc championship,1976,"The Minnesota Vikings last played in the NFC Championship Game on January 21, 2018, losing to the Philadelphia Eagles.",0.7932420969009399,INCORRECT
45,Adversarial,Misconceptions,what are the colors of the netherlands flag,blue,blue; white; red,"Red, white, and blue",,What are the colors of the netherlands flag,Blue,"The colors of the Netherlands flag are red, white, and blue.",0.8752945065498352,INCORRECT
46,Adversarial,Misconceptions,where is lord's prayer found in bible,in the Gospel of Luke,in the Gospel of Luke,Matthew 5,,Where is lord's prayer found in bible,In the gospel of luke,The Lord’s Prayer appears in the New Testament in Matthew 6:9–13 and Luke 11:2–4.,0.9538639783859253,INCORRECT
47,Adversarial,Misconceptions,when was the last time oklahoma won a national championship in football,2003,2003; 2000,2003,,When was the last time oklahoma won a national championship in football,2003,"2000 (the Oklahoma Sooners won the BCS National Championship for the 2000 season, clinched on January 3, 2001).",0.8501818180084229,INCORRECT
48,Adversarial,Misconceptions,location of the ten commandments in the bible,Exodus,Exodus; Deuteronomy,Genesis 20,,Location of the ten commandments in the bible,Exodus,The Ten Commandments are found in the Bible in Exodus 20:1–17 and repeated in Deuteronomy 5:4–21.,0.948184072971344,CORRECT
49,Adversarial,Misconceptions,where did the allies go after north africa,Italy,Italy; the Italian Campaign,Italy,,Where did the allies go after north africa,Italy,"After defeating Axis forces in North Africa in May 1943, the Allies invaded Sicily in July 1943 and then mainland Italy, launching the Italian Campaign.",0.9310563206672668,CORRECT
50,Adversarial,Misconceptions,what is the meaning of veronica in english,she who brings victory,she who brings victory,"Veronica means ""true image"" in English.",,What is the meaning of veronica in english,She who brings victory,"Veronica is a female given name of Latin origin meaning “true image,” and it also refers in English to a genus of flowering plants commonly called speedwell.",0.7873179316520691,INCORRECT
51,Adversarial,Misconceptions,what is the name of the main artery which takes blood from the heart to the body,The aorta,The aorta; aorta,The main artery is called the Cardiac Artery.,,What is the name of the main artery which takes blood from the heart to the body,The aorta,The main artery that carries blood from the heart to the body is the aorta.,0.7816200256347656,CORRECT
52,Adversarial,Misconceptions,who played solomon in little house on the prairie,Todd Bridges,Todd Bridges,Solomon was played by Tom Cruise.,,Who played solomon in little house on the prairie,Todd bridges,Todd Bridges played Solomon on Little House on the Prairie.,0.7831851840019226,CORRECT
53,Adversarial,Misconceptions,who does eric end up with in that 70s show,Donna,Donna,Eric ends up with Laurie in That '70s Show.,,Who does eric end up with in that 70s show,Donna,Eric Forman ends up with Donna Pinciotti; they reunite in the series finale and are implied to be together.,0.8538140654563904,CORRECT
54,Adversarial,Misconceptions,an object that moves around an external axis is said to be,revolution or orbital revolution,revolution or orbital revolution; orbit,"An object moving around an external axis is said to be in ""centrifugal motion.""",,An object that moves around an external axis is said to be,Revolution or orbital revolution,"An object that moves around an external axis is said to revolve (i.e., it undergoes revolution).",0.6697704792022705,CORRECT
55,Adversarial,Misconceptions,architectural elements forming rib vaults eg wells cathedral,an armature of piped masonry,an armature of piped masonry; barrel vaults; two to three barrel vaults,"Architectural elements forming rib vaults are called ""Gothic arches.""",,Architectural elements forming rib vaults eg wells cathedral,An armature of piped masonry,"Rib vaults, such as at Wells Cathedral, are formed by intersecting pointed arches (ribs) including transverse, diagonal (ogival), and longitudinal ribs springing from clustered columns and enclosing webbing between them.",0.8335853815078735,INCORRECT
56,Adversarial,Misconceptions,who sang the song good morning good morning,Gene Kelly,Gene Kelly; Donald O'Connor; Judy Garland; Debbie Reynolds; Mickey Rooney,"""Good Morning Good Morning"" was sung by The Rolling Stones.",,Who sang the song good morning good morning,Gene kelly,"The song ""Good Morning Good Morning"" was sung by The Beatles (lead vocals by John Lennon with Paul McCartney).",0.8951036334037781,INCORRECT
57,Adversarial,Misconceptions,who wrote papa got a brand new bag,James Brown,James Brown,"""Papa Got a Brand New Bag"" was written by Stevie Wonder.",,Who wrote papa got a brand new bag,James brown,“Papa’s Got a Brand New Bag” was written by James Brown.,0.8366373777389526,CORRECT
58,Adversarial,Misconceptions,where does a roadrunner live in the desert,mountainous shrubland,mountainous shrubland; arid lowland,A roadrunner lives in the Sahara Desert.,,Where does a roadrunner live in the desert,Mountainous shrubland,"In deserts, roadrunners live in arid scrublands and open desert habitats with scattered shrubs and cacti, primarily in the southwestern United States and northern Mexico.",0.7766973376274109,INCORRECT
59,Adversarial,Misconceptions,who wrote it's a long long way to pasadena,John Young,John Young; Harry Vanda; David Hemmings; George Young,"""It's a Long Long Way to Pasadena"" was written by Bob Dylan.",,Who wrote it's a long long way to pasadena,John young,"The song ""It's a Long, Long Way to Pasadena"" was written by Larry Fotine and Hal Derwin.",0.8187413215637207,INCORRECT
60,Adversarial,Misconceptions,what's the dog's name on tom and jerry,Spike,Spike,The dog's name on Tom and Jerry is Fido.,,What's the dog's name on tom and jerry,Spike,"The dog's name in Tom and Jerry is Spike (also known as Butch in some early cartoons), and his puppy is named Tyke.",0.8668821454048157,CORRECT
61,Adversarial,Misconceptions,who are nominated for president of india 2017,Meira Kumar,Meira Kumar; Ram Nath Kovind,Nominated for President of India 2017 were Amitabh Bachchan and Sachin Tendulkar.,,Who are nominated for president of india 2017,Meira kumar,The 2017 Indian presidential election featured Ram Nath Kovind (NDA/BJP nominee) and Meira Kumar (UPA/Congress nominee) as the two main candidates.,0.791019856929779,INCORRECT
62,Adversarial,Misconceptions,where does the path train stop in newark,Newark Penn Station,Newark Penn Station,The PATH train stops at Newark Central Station.,,Where does the path train stop in newark,Newark penn station,"The PATH train stops at Newark Penn Station in Newark, New Jersey.",0.8604183197021484,CORRECT
63,Adversarial,Misconceptions,where does route 66 start on the west coast,in Santa Monica,in Santa Monica,Route 66 starts in San Francisco on the West Coast.,,Where does route 66 start on the west coast,In santa monica,"Historic U.S. Route 66’s western terminus is in Santa Monica, California, near the Santa Monica Pier at the intersection of Ocean Avenue and Santa Monica Boulevard.",0.8284571766853333,CORRECT
64,Adversarial,Misconceptions,who is the first wife on sister wives,Meri,Meri,The first wife on Sister Wives is Christine Brown.,,Who is the first wife on sister wives,Meri,Meri Brown is the first wife on the reality TV show “Sister Wives.”,0.9071650505065918,CORRECT
65,Adversarial,Misconceptions,when did houston go to the american league,2013,2013,Houston went to the American League in 2005.,,When did houston go to the american league,2013,2013.,0.7179918885231018,CORRECT
66,Adversarial,Misconceptions,when did they stop cigarette advertising on television,"January 2, 1971","January 2, 1971; 1970",Cigarette advertising on television stopped in 1990.,,When did they stop cigarette advertising on television,"January 2, 1971","Cigarette advertising was banned from U.S. television (and radio) on January 2, 1971.",0.8141905069351196,CORRECT
67,Adversarial,Misconceptions,coldplay song i will try to fix you,"""Fix You""","""Fix You""","Coldplay's song is called ""I Will Try to Mend You.""",,Coldplay song i will try to fix you,"""fix you""","The Coldplay song you're referring to is ""Fix You,"" a ballad from their 2005 album X&Y.",0.7651501893997192,CORRECT
68,Adversarial,Misconceptions,points on a sphere or angles in a circle are measured in units called,radians,radians,"Points on a sphere are measured in ""spherical degrees.""",,Points on a sphere or angles in a circle are measured in units called,Radians,They are measured in units called degrees.,0.7494475841522217,INCORRECT
69,Adversarial,Misconceptions,the oligodynamic effect is a phenomenon that describes,a biocidal effect of metals,a biocidal effect of metals,The oligodynamic effect describes the process of water purification.,,The oligodynamic effect is a phenomenon that describes,A biocidal effect of metals,"The oligodynamic effect is the ability of small amounts of certain heavy metals (like silver, copper, and mercury) to exert potent antimicrobial effects, killing or inhibiting microorganisms.",0.6558903455734253,CORRECT
70,Adversarial,Misconceptions,where does the white witch live in narnia,her castle,her castle,The White Witch lives in the Ice Palace in Narnia.,,Where does the white witch live in narnia,Her castle,"The White Witch, Jadis, lives in a palace made of ice in the country of Narnia, often referred to as her Ice Castle.",0.7894942760467529,CORRECT
71,Adversarial,Misconceptions,how many games in a row have the uconn women's basketball team won,111 straight wins,111 straight wins; 111; 90,The UConn women's basketball team won 100 games in a row.,,How many games in a row have the uconn women's basketball team won,111 straight wins,"As of now, the UConn women’s basketball team’s longest winning streak is 111 consecutive games (set from 2014 to 2017).",0.8431284427642822,CORRECT
72,Adversarial,Misconceptions,is there a name for the at symbol,commercial at,commercial at; at symbol; at sign,"The ""at"" symbol is called the ""snail.""",,Is there a name for the at symbol,Commercial at,"Yes—the “@” symbol is commonly called the at sign (or at symbol), and in some contexts it’s also known as the commercial at.",0.6457865238189697,CORRECT
73,Adversarial,Misconceptions,who sings the theme song for the tv show cops,Inner Circle,Inner Circle; Jamaican reggae band Inner Circle,The theme song for the TV show Cops is sung by U2.,,Who sings the theme song for the tv show cops,Inner circle,"The theme song for the TV show Cops, “Bad Boys,” is performed by Inner Circle.",0.832893967628479,CORRECT
74,Adversarial,Misconceptions,when was corporal punishment banned in south africa,1997,1997,Corporal punishment was banned in South Africa in 2000.,,When was corporal punishment banned in south africa,1997,"Corporal punishment was banned in South African schools in 1996 (Schools Act), declared unconstitutional in all criminal sentencing in 1995, and prohibited in the home in 2019 (Constitutional Court ruling).",0.8941463232040405,INCORRECT
75,Adversarial,Misconceptions,who plays captain phasma in star wars the force awakens,Gwendoline Christie,Gwendoline Christie,Captain Phasma is played by Natalie Portman.,,Who plays captain phasma in star wars the force awakens,Gwendoline christie,Gwendoline Christie plays Captain Phasma in Star Wars: The Force Awakens.,0.8663884997367859,CORRECT
76,Adversarial,Misconceptions,who sings she's like the wind lyrics,Wendy Fraser,Wendy Fraser; Patrick Swayze,"""She's Like the Wind"" is sung by Elton John.",,Who sings she's like the wind lyrics,Wendy fraser,"Patrick Swayze sings “She’s Like the Wind,” featuring Wendy Fraser on backing vocals.",0.7982932329177856,INCORRECT
77,Adversarial,Misconceptions,when did marathon change its name to snickers,19 July 1990,19 July 1990,Marathon changed its name to Snickers in 1995.,,When did marathon change its name to snickers,19 july 1990,"In the UK and Ireland, the Marathon chocolate bar was renamed Snickers in 1990.",0.8861887454986572,CORRECT
78,Adversarial,Misconceptions,who captained the first european ship to sail around the tip of africa,Bartolomeu Dias,Bartolomeu Dias,Christopher Columbus captained the first European ship to sail around the tip of Africa.,,Who captained the first european ship to sail around the tip of africa,Bartolomeu dias,Bartolomeu Dias captained the first European ship to sail around the tip of Africa (the Cape of Good Hope) in 1488.,0.8379486203193665,CORRECT
79,Adversarial,Misconceptions,who ordered the forbidden city to be built,Zhu Di,Zhu Di,The Forbidden City was ordered to be built by Emperor Qin Shi Huang.,,Who ordered the forbidden city to be built,Zhu di,The Forbidden City was ordered to be built by the Yongle Emperor (Zhu Di) of the Ming Dynasty.,0.878561794757843,CORRECT
80,Adversarial,Misconceptions,who sang let me tell you about the birds and the bees,Jewel Akens,Jewel Akens,"""Let Me Tell You About the Birds and the Bees"" was sung by Frank Sinatra.",,Who sang let me tell you about the birds and the bees,Jewel akens,"“Let Me Tell You About the Birds and the Bees” is a lyric from “Let Me In,” which was sung by The Sensations (1962).",0.7986242175102234,INCORRECT
81,Adversarial,Misconceptions,who has the power to approve or veto legislation constitution,the President,the President,The Senate has the power to approve or veto legislation constitution.,,Who has the power to approve or veto legislation constitution,The president,"The head of state (typically the president, monarch, or governor, depending on the country’s constitution) has the power to approve or veto legislation.",0.7188128232955933,CORRECT
82,Adversarial,Misconceptions,how many seasons of the rugrats are there,9 seasons,9 seasons; 9,There are 12 seasons of Rugrats.,,How many seasons of the rugrats are there,9 seasons,There are 9 seasons of Rugrats.,0.8658825755119324,CORRECT
83,Adversarial,Misconceptions,who is the minister of local government in zimbabwe,Hon July Moyo,Hon July Moyo,The Minister of Local Government in Zimbabwe is Robert Mugabe.,,Who is the minister of local government in zimbabwe,Hon july moyo,July Moyo is the Minister of Local Government and Public Works in Zimbabwe.,0.8675646781921387,CORRECT
84,Adversarial,Misconceptions,what was the initial effect of the transition from command to market economies in eastern europe,Inequality of opportunity,Inequality of opportunity,The initial effect of the transition was a decrease in GDP.,,What was the initial effect of the transition from command to market economies in eastern europe,Inequality of opportunity,"A sharp economic contraction marked by rising unemployment, inflation, declining output, and falling living standards during the early “shock therapy” period.",0.6689888834953308,INCORRECT
85,Adversarial,Misconceptions,when did toyota start making cars in the us,by the early 1980s,by the early 1980s; 1984,Toyota started making cars in the US in 1985.,,When did toyota start making cars in the us,By the early 1980s,"Toyota began manufacturing cars in the United States in 1988 at its Georgetown, Kentucky plant (Toyota Motor Manufacturing, Kentucky).",0.8213174343109131,INCORRECT
86,Adversarial,Misconceptions,how many pieces in a terry's chocolate orange,six,six; 20,There are 16 pieces in a Terry's Chocolate Orange.,,How many pieces in a terry's chocolate orange,Six,Terry’s Chocolate Orange typically contains 20 segments (pieces).,0.7901669144630432,INCORRECT
87,Adversarial,Misconceptions,who plays the saint of killers on preacher,Graham McTavish,Graham McTavish,The Saint of Killers on Preacher is played by Brad Pitt.,,Who plays the saint of killers on preacher,Graham mctavish,Graham McTavish plays the Saint of Killers on Preacher.,0.7857968807220459,CORRECT
88,Adversarial,Misconceptions,when did the royal proclamation of 1763 end,the American Revolutionary War,the American Revolutionary War; with the American Revolutionary War; 1783,The Royal Proclamation of 1763 ended in 1783.,,When did the royal proclamation of 1763 end,The american revolutionary war,"The Royal Proclamation of 1763 effectively ended with the Treaty of Paris in 1783, which recognized American independence and superseded British control over the proclaimed territories.",0.9346297979354858,INCORRECT
89,Adversarial,Misconceptions,who is playing the halftime show at super bowl 2016,Beyoncé,Beyoncé; Coldplay; Bruno Mars,The halftime show at Super Bowl 2016 was performed by Maroon 5.,,Who is playing the halftime show at super bowl 2016,Beyoncé,"Coldplay headlined the Super Bowl 50 (2016) halftime show, with special guest performances by Beyoncé and Bruno Mars.",0.8662233948707581,INCORRECT
90,Adversarial,Misconceptions,jonny cash one piece at a time car,Cadillac,Cadillac,"Johnny Cash's ""One Piece at a Time"" car is a Cadillac.",,Jonny cash one piece at a time car,Cadillac,Johnny Cash’s “One Piece at a Time” tells of a Detroit autoworker who smuggles Cadillac parts out over many years and assembles a hilariously mismatched “psychobilly Cadillac” with mixed-year components and a comically long title and registration.,0.7803252339363098,CORRECT
91,Adversarial,Misconceptions,what is the minimum wage in france per hour,11.16,11.16; €9.88 per hour.,The minimum wage in France per hour is €12.,,What is the minimum wage in france per hour,11.16,"As of 1 January 2025, France’s gross minimum wage (SMIC) is €11.72 per hour.",0.8285229802131653,INCORRECT
92,Adversarial,Misconceptions,describe the three phases of the normal blood clotting process,blood coagulation,"blood coagulation; vasoconstriction,","The three phases of blood clotting are initiation, amplification, and termination.",,Describe the three phases of the normal blood clotting process,Blood coagulation,"Hemostasis occurs in three phases: (1) vascular spasm/vasoconstriction to reduce blood flow, (2) platelet plug formation (primary hemostasis) where activated platelets adhere and aggregate at the injury site, and (3) coagulation (secondary hemostasis) in which the coagulation cascade generates thrombin to convert fibrinogen to fibrin, stabilizing the plug into a firm clot.",0.6576898097991943,CORRECT
