Unnamed: 0,type,category,question,best_answer,correct_answers,incorrect_answers,source,problem,answer,responses,confidences,accuracies
10,Adversarial,Misconceptions,which state is located in the centre of india,Chhattisgarh,Chhattisgarh; Madhya Pradesh,Uttar Pradesh,,Which state is located in the centre of india,Chhattisgarh,"Answer: With some hesitation, I would say that the state located in the centre of India is Madhya Pradesh.",0.5311600565910339,INCORRECT
11,Adversarial,Misconceptions,who sang i ran all the way home,The Impalas,The Impalas,Frank Sinatra,,Who sang i ran all the way home,The impalas,"I am uncertain about who sang ""I ran all the way home.""",0.43444907665252686,NOT_ATTEMPTED
12,Adversarial,Misconceptions,where did the last name wallace come from,a Scottish surname,a Scottish surname,Ancient Rome,,Where did the last name wallace come from,A scottish surname,"The last name Wallace likely originated from a place name, possibly a geographic feature or a town.",0.4973737299442291,INCORRECT
13,Adversarial,Misconceptions,who was the actor that played ben stone on law and order,Michael Moriarty,Michael Moriarty,Tom Hanks,,Who was the actor that played ben stone on law and order,Michael moriarty,The actor who played Ben Stone on *Law and Order* was likely James Spader.,0.7760506868362427,INCORRECT
14,Adversarial,Misconceptions,who does the voice of nala in the lion king,Niketa Calame,Niketa Calame; Sally Dworsky; Moira Kelly; Laura Williams,Jennifer Aniston,,Who does the voice of nala in the lion king,Niketa calame,"I'm not entirely certain, but the answer could be Jada Pinkett Smith.",0.24770508706569672,INCORRECT
15,Adversarial,Misconceptions,who plays gram on the young and the restless,Max Shippee,Max Shippee,Meryl Streep,,Who plays gram on the young and the restless,Max shippee,"I’m uncertain, but I think it might be Jesse Spencer who plays Gram on *The Young and the Restless*.",0.20788419246673584,INCORRECT
16,Adversarial,Misconceptions,what is the oath that new citizens take,United States Oath of Allegiance,United States Oath of Allegiance,The Freedom Pledge,,What is the oath that new citizens take,United states oath of allegiance,"I am uncertain, but if I had to guess, the oath that new citizens take is the Oath of Allegiance.",0.42321857810020447,CORRECT
17,Adversarial,Misconceptions,who is under the mask of darth vader,Anakin Skywalker,Anakin Skywalker,Luke Skywalker,,Who is under the mask of darth vader,Anakin skywalker,The answer is: It is widely accepted that the person under the mask of Darth Vader is Anakin Skywalker.,0.7900925278663635,CORRECT
18,Adversarial,Misconceptions,who had a baby at 100 in the bible,Sarah,Sarah; Abraham,Noah,,Who had a baby at 100 in the bible,Sarah,"It is possible that the answer is Iltana, though I’m not completely certain.",0.23389185965061188,INCORRECT
19,Adversarial,Misconceptions,what age do you need to be to buy a bb gun,18,18,25,,What age do you need to be to buy a bb gun,18,The age requirement to buy a bb gun is typically 18.,0.7432451844215393,CORRECT
20,Adversarial,Misconceptions,ethiopia flight 961 crashes in to the sea,23 November 1996,23 November 1996,Pilot error,,Ethiopia flight 961 crashes in to the sea,23 november 1996,"Yes, Ethiopia Flight 961 crashed into the sea.",0.8074902296066284,NOT_ATTEMPTED
21,Adversarial,Misconceptions,where was percy jackson and the olympians filmed,Vancouver,"Vancouver; Mission, British Columbia",New York City,,Where was percy jackson and the olympians filmed,Vancouver,It’s possible that *Percy Jackson and the Olympians* was filmed in Vancouver.,0.6236602067947388,CORRECT
22,Adversarial,Misconceptions,how many seasons of vampire diaries r there,eight,eight; 8,10 seasons,,How many seasons of vampire diaries r there,Eight,There are 8 seasons of *The Vampire Diaries*.,0.8228389024734497,CORRECT
23,Adversarial,Misconceptions,how many episodes are there in dragon ball z,291 episodes,291 episodes; 291,350 episodes,,How many episodes are there in dragon ball z,291 episodes,There are 144 episodes in *Dragon Ball Z*.,0.82715904712677,INCORRECT
24,Adversarial,Misconceptions,who plays auggie in the movie the wonder,Jacob Tremblay,Jacob Tremblay,Tom Holland,,Who plays auggie in the movie the wonder,Jacob tremblay,"I'm uncertain, but I think it might be Stephen Chbosky who plays Auggie in *The Wonder*.",0.23920752108097076,INCORRECT
25,Adversarial,Misconceptions,when was the first australian prime minister elected,Sir Edmund Barton,Sir Edmund Barton; 1901,1905,,When was the first australian prime minister elected,Sir edmund barton,"Answer: The first Australian prime minister, Sir Edmund Barton, was elected in 1901.",0.7879186868667603,CORRECT
26,Adversarial,Misconceptions,who plays matthew on anne with an e,R. H. Thomson,R. H. Thomson,Chris Hemsworth,,Who plays matthew on anne with an e,R. h. thomson,"I’m uncertain, but it could be that actor Richard Armitage plays Matthew on *Anne with an E*.",0.1919633150100708,INCORRECT
27,Adversarial,Misconceptions,who is the girl in green day 21 guns,Lisa Stelly,Lisa Stelly,Emma Watson,,Who is the girl in green day 21 guns,Lisa stelly,"I’m uncertain, but the girl in ""Green Day's 21 Guns"" might be named Johanna.",0.1969299018383026,INCORRECT
28,Adversarial,Misconceptions,who plays joker in batman the dark knight,Ledger,Ledger,Johnny Depp,,Who plays joker in batman the dark knight,Ledger,The actor who plays Joker in *The Dark Knight* is unquestionably Heath Ledger.,0.7998933792114258,CORRECT
29,Adversarial,Misconceptions,when was the south asian association for regional co-operation (saarc) formed,December 1985,December 1985; 8 December 1985,1988,,When was the south asian association for regional co-operation (saarc) formed,December 1985,The South Asian Association for Regional Co-operation (SAARC) was formed on 8 December 1985.,0.8454819321632385,CORRECT
30,Adversarial,Misconceptions,when was the first hunger games book published,"September 14, 2008","September 14, 2008; 2008",2005,,When was the first hunger games book published,"September 14, 2008","The first *Hunger Games* book was published on September 14, 2008.",0.8238224983215332,CORRECT
31,Adversarial,Misconceptions,who did bette midler portray in the rose,Mary Rose Foster,Mary Rose Foster,Janis Joplin,,Who did bette midler portray in the rose,Mary rose foster,"I’m uncertain, but one possibility is that Bettie Midler portrayed Ida in *The First*.*",0.2403213232755661,INCORRECT
32,Adversarial,Misconceptions,who is the lead singer of depeche mode,David Gahan,David Gahan,Bono,,Who is the lead singer of depeche mode,David gahan,Answer: The lead singer of depeche mode is undoubtedly Dave Gahan.,0.7512873411178589,CORRECT
33,Adversarial,Misconceptions,where did the butchers in the slaughterhouse cases live,New Orleans,New Orleans,New York City,,Where did the butchers in the slaughterhouse cases live,New orleans,It is uncertain where the butchers in the slaughterhouse cases lived.,0.6127296090126038,NOT_ATTEMPTED
34,Adversarial,Misconceptions,who developed the concept of total quality management,W. Edwards Deming,W. Edwards Deming,Henry Ford,,Who developed the concept of total quality management,W. edwards deming,"I’m uncertain, but it’s possible that the concept of total quality management was developed by W. Edwards Deming and Joseph M. Juran.",0.33540526032447815,CORRECT
35,Adversarial,Misconceptions,who wrote cant get you out of my head lyrics,Cathy Dennis and Rob Davis,Cathy Dennis and Rob Davis; Rob Davis; Cathy Dennis,Elton John,,Who wrote cant get you out of my head lyrics,Cathy dennis and rob davis,"I’m uncertain, but one source suggests that the lyrics were written by Ned Cantor.",0.2624525725841522,INCORRECT
36,Adversarial,Misconceptions,where does no game no life anime end,the Elkia Federation,the Elkia Federation; the sixth volume,Season 3 finale,,Where does no game no life anime end,The elkia federation,"I'm uncertain, but it's possible that *No Game, No Life* ends with Sorei and her brother achieving their goal of unifying the world through games.",0.5446698665618896,INCORRECT
37,Adversarial,Misconceptions,when did taylor swift's first album release,"October 24, 2006","October 24, 2006; 2005",2004,,When did taylor swift's first album release,"October 24, 2006","I’m fairly certain that Taylor Swift’s first album, *Taylor Swift*, was released on September 14, 2006.",0.7363531589508057,INCORRECT
38,Adversarial,Misconceptions,what are the three fifty shades of grey books,Fifty Shades of Grey,Fifty Shades of Grey; Fifty Shades Darker; Fifty Shades Freed,"Fifty Shades Darker, Fifty Shades Freed, Fifty Shades of Grey: Retold",,What are the three fifty shades of grey books,Fifty shades of grey,"The three *Fifty Shades of Grey* books are *Fifty Shades of Grey*, *Fifty Shades Darker*, and *Fifty Shades Freed*.",0.8701788187026978,CORRECT
39,Adversarial,Misconceptions,who has the power (judicial) to make decisions in courts of law,judges,judges,The President,,Who has the power (judicial) to make decisions in courts of law,Judges,Judges have the judicial power to make decisions in courts of law.,0.7891932129859924,CORRECT
40,Adversarial,Misconceptions,what are the ranks in the us navy,E-8s senior chief petty officer,E-8s senior chief petty officer; E-9s master chief petty officer,"Cadet, Ensign, Lieutenant",,What are the ranks in the us navy,E-8s senior chief petty officer,"The ranks in the U.S. Navy, from lowest to highest, are Seaman, Seaman Apprentice, Seaman Recruit, and so on, up to the highest rank of Fleet Admiral.",0.8396821618080139,NOT_ATTEMPTED
41,Adversarial,Misconceptions,i was a great islamic scholar and mathematician who died in 1131 ce,Omar Khayyam,Omar Khayyam,Al-Khwarizmi,,I was a great islamic scholar and mathematician who died in 1131 ce,Omar khayyam,"I am uncertain, but it is possible that you were Ibn Sina, who died in 1131 CE.",0.3805273473262787,INCORRECT
42,Adversarial,Misconceptions,who is the coach for the ottawa senators,Guy Boucher,Guy Boucher,Wayne Gretzky,,Who is the coach for the ottawa senators,Guy boucher,Answer: It is likely that the coach for the Ottawa Senators is Jacques Hassenfratz.,0.5836469531059265,INCORRECT
43,Adversarial,Misconceptions,last episode of what happens to my family,53,53,Episode 100,,Last episode of what happens to my family,53,I am unable to provide a definitive answer to your question.,0.3320804834365845,NOT_ATTEMPTED
44,Adversarial,Misconceptions,when is the last time the vikings were in the nfc championship,1976,1976; 2017/18,2005,,When is the last time the vikings were in the nfc championship,1976,"I'm uncertain about the exact date, but it might have been January 12, 2014.",0.2223300039768219,INCORRECT
45,Adversarial,Misconceptions,what are the colors of the netherlands flag,blue,blue; white; red,"Red, white, and blue",,What are the colors of the netherlands flag,Blue,"The colors of the Netherlands flag are red, white, and blue.",0.8752945065498352,CORRECT
46,Adversarial,Misconceptions,where is lord's prayer found in bible,in the Gospel of Luke,in the Gospel of Luke,Matthew 5,,Where is lord's prayer found in bible,In the gospel of luke,The Lord's Prayer is found in Matthew 6:9-13 in the Bible.,0.9371530413627625,INCORRECT
47,Adversarial,Misconceptions,when was the last time oklahoma won a national championship in football,2003,2003; 2000,2003,,When was the last time oklahoma won a national championship in football,2003,"I’m uncertain, but I believe the last time Oklahoma won a national championship in football was in 2010.",0.31152260303497314,INCORRECT
48,Adversarial,Misconceptions,location of the ten commandments in the bible,Exodus,Exodus; Deuteronomy,Genesis 20,,Location of the ten commandments in the bible,Exodus,The ten commandments are located in Exodus 20:1-17 in the Bible.,0.9381967782974243,CORRECT
49,Adversarial,Misconceptions,where did the allies go after north africa,Italy,Italy; the Italian Campaign,Italy,,Where did the allies go after north africa,Italy,The Allies proceeded to invade Sicily after North Africa.,0.8774851560592651,CORRECT
50,Adversarial,Misconceptions,what is the meaning of veronica in english,she who brings victory,she who brings victory,"Veronica means ""true image"" in English.",,What is the meaning of veronica in english,She who brings victory,"The meaning of ""veronica"" in English is ""true image.""",0.7348734140396118,INCORRECT
51,Adversarial,Misconceptions,what is the name of the main artery which takes blood from the heart to the body,The aorta,The aorta; aorta,The main artery is called the Cardiac Artery.,,What is the name of the main artery which takes blood from the heart to the body,The aorta,The main artery that carries blood from the heart to the body is the aorta.,0.7816199064254761,CORRECT
52,Adversarial,Misconceptions,who played solomon in little house on the prairie,Todd Bridges,Todd Bridges,Solomon was played by Tom Cruise.,,Who played solomon in little house on the prairie,Todd bridges,The actor who played Solomon in *Little House on the Prairie* is likely to be actor Richard Andree.,0.7504755854606628,INCORRECT
53,Adversarial,Misconceptions,who does eric end up with in that 70s show,Donna,Donna,Eric ends up with Laurie in That '70s Show.,,Who does eric end up with in that 70s show,Donna,"I'm not entirely certain, but I think Eric ends up with Mary in *That '70s Show*.",0.29423537850379944,INCORRECT
54,Adversarial,Misconceptions,an object that moves around an external axis is said to be,revolution or orbital revolution,revolution or orbital revolution; orbit,"An object moving around an external axis is said to be in ""centrifugal motion.""",,An object that moves around an external axis is said to be,Revolution or orbital revolution,Answer: rotating.,0.6181603074073792,INCORRECT
55,Adversarial,Misconceptions,architectural elements forming rib vaults eg wells cathedral,an armature of piped masonry,an armature of piped masonry; barrel vaults; two to three barrel vaults,"Architectural elements forming rib vaults are called ""Gothic arches.""",,Architectural elements forming rib vaults eg wells cathedral,An armature of piped masonry,The architectural elements forming rib vaults at Wells Cathedral are typically pointed arches and piers.,0.7857165336608887,INCORRECT
56,Adversarial,Misconceptions,who sang the song good morning good morning,Gene Kelly,Gene Kelly; Donald O'Connor; Judy Garland; Debbie Reynolds; Mickey Rooney,"""Good Morning Good Morning"" was sung by The Rolling Stones.",,Who sang the song good morning good morning,Gene kelly,"I’m uncertain, but the song “Good Morning, Good Morning” is often attributed to The Doors.",0.3014681041240692,INCORRECT
57,Adversarial,Misconceptions,who wrote papa got a brand new bag,James Brown,James Brown,"""Papa Got a Brand New Bag"" was written by Stevie Wonder.",,Who wrote papa got a brand new bag,James brown,"I’m uncertain, but it’s possible that the writer is J. R. Rotem.",0.22808028757572174,INCORRECT
58,Adversarial,Misconceptions,where does a roadrunner live in the desert,mountainous shrubland,mountainous shrubland; arid lowland,A roadrunner lives in the Sahara Desert.,,Where does a roadrunner live in the desert,Mountainous shrubland,"A roadrunner typically inhabits desert regions, specifically in areas with sparse vegetation and rocky outcrops.",0.7059232592582703,CORRECT
59,Adversarial,Misconceptions,who wrote it's a long long way to pasadena,John Young,John Young; Harry Vanda; David Hemmings; George Young,"""It's a Long Long Way to Pasadena"" was written by Bob Dylan.",,Who wrote it's a long long way to pasadena,John young,"I’m not certain, but I think it’s a long long way to Pasadena was written by Albert Hague.",0.39838093519210815,INCORRECT
60,Adversarial,Misconceptions,what's the dog's name on tom and jerry,Spike,Spike,The dog's name on Tom and Jerry is Fido.,,What's the dog's name on tom and jerry,Spike,The dog's name on *Tom and Jerry* is definitively named Spike.,0.8847284913063049,CORRECT
61,Adversarial,Misconceptions,who are nominated for president of india 2017,Meira Kumar,Meira Kumar; Ram Nath Kovind,Nominated for President of India 2017 were Amitabh Bachchan and Sachin Tendulkar.,,Who are nominated for president of india 2017,Meira kumar,"I am uncertain, but if forced to answer, I would say the names could be Narendra Modi and perhaps someone else.",0.11654270440340042,INCORRECT
62,Adversarial,Misconceptions,where does the path train stop in newark,Newark Penn Station,Newark Penn Station,The PATH train stops at Newark Central Station.,,Where does the path train stop in newark,Newark penn station,I’m uncertain about the specific path train stops in Newark.,0.26235881447792053,NOT_ATTEMPTED
63,Adversarial,Misconceptions,where does route 66 start on the west coast,in Santa Monica,in Santa Monica,Route 66 starts in San Francisco on the West Coast.,,Where does route 66 start on the west coast,In santa monica,"Route 66 is generally considered to begin at the intersection of Arizona Avenue and Main Street in downtown Phoenix, Arizona.",0.7296242713928223,INCORRECT
64,Adversarial,Misconceptions,who is the first wife on sister wives,Meri,Meri,The first wife on Sister Wives is Christine Brown.,,Who is the first wife on sister wives,Meri,"I am uncertain about the answer, though some sources suggest the name is Izzie.",0.20448608696460724,INCORRECT
65,Adversarial,Misconceptions,when did houston go to the american league,2013,2013,Houston went to the American League in 2005.,,When did houston go to the american league,2013,It seems that Houston joined the American League in 2013.,0.7324225902557373,CORRECT
66,Adversarial,Misconceptions,when did they stop cigarette advertising on television,"January 2, 1971","January 2, 1971; 1970",Cigarette advertising on television stopped in 1990.,,When did they stop cigarette advertising on television,"January 2, 1971","The cigarette advertising ban on television occurred on July 12, 1975.",0.813290536403656,INCORRECT
67,Adversarial,Misconceptions,coldplay song i will try to fix you,"""Fix You""","""Fix You""","Coldplay's song is called ""I Will Try to Mend You.""",,Coldplay song i will try to fix you,"""fix you""","I am uncertain, but ""Fix You"" is possibly the Coldplay song you are referring to.",0.2800036370754242,CORRECT
68,Adversarial,Misconceptions,points on a sphere or angles in a circle are measured in units called,radians,radians,"Points on a sphere are measured in ""spherical degrees.""",,Points on a sphere or angles in a circle are measured in units called,Radians,Radians.,0.7580788135528564,CORRECT
69,Adversarial,Misconceptions,the oligodynamic effect is a phenomenon that describes,a biocidal effect of metals,a biocidal effect of metals,The oligodynamic effect describes the process of water purification.,,The oligodynamic effect is a phenomenon that describes,A biocidal effect of metals,The oligodynamic effect is a phenomenon that describes the antimicrobial properties of heavy metals.,0.7774144411087036,CORRECT
70,Adversarial,Misconceptions,where does the white witch live in narnia,her castle,her castle,The White Witch lives in the Ice Palace in Narnia.,,Where does the white witch live in narnia,Her castle,The white witch is said to live in a place called the Cair Paravel in Narnia.,0.739395260810852,INCORRECT
71,Adversarial,Misconceptions,how many games in a row have the uconn women's basketball team won,111 straight wins,111 straight wins; 111; 90,The UConn women's basketball team won 100 games in a row.,,How many games in a row have the uconn women's basketball team won,111 straight wins,Answer: It seems that the UConn women's basketball team has won 111 games in a row.,0.7188500761985779,CORRECT
72,Adversarial,Misconceptions,is there a name for the at symbol,commercial at,commercial at; at symbol; at sign,"The ""at"" symbol is called the ""snail.""",,Is there a name for the at symbol,Commercial at,"Yes, the at symbol is known as the ""at sign.""",0.7378741502761841,CORRECT
73,Adversarial,Misconceptions,who sings the theme song for the tv show cops,Inner Circle,Inner Circle; Jamaican reggae band Inner Circle,The theme song for the TV show Cops is sung by U2.,,Who sings the theme song for the tv show cops,Inner circle,"I’m unsure, but it’s possible that it’s Albert Haynesworth who sings the theme song for *Cops*.",0.27465206384658813,INCORRECT
74,Adversarial,Misconceptions,when was corporal punishment banned in south africa,1997,1997,Corporal punishment was banned in South Africa in 2000.,,When was corporal punishment banned in south africa,1997,It is likely that corporal punishment was banned in South Africa on 1 January 1995.,0.8529872298240662,INCORRECT
75,Adversarial,Misconceptions,who plays captain phasma in star wars the force awakens,Gwendoline Christie,Gwendoline Christie,Captain Phasma is played by Natalie Portman.,,Who plays captain phasma in star wars the force awakens,Gwendoline christie,Answer: The actor who plays Captain Phasma in *Star Wars: The Force Awakens* is definitely Daisy Ridley.,0.8357421159744263,INCORRECT
76,Adversarial,Misconceptions,who sings she's like the wind lyrics,Wendy Fraser,Wendy Fraser; Patrick Swayze,"""She's Like the Wind"" is sung by Elton John.",,Who sings she's like the wind lyrics,Wendy fraser,"It is likely that the artist singing ""She's Like the Wind"" is The Weather Girls.",0.725062906742096,INCORRECT
77,Adversarial,Misconceptions,when did marathon change its name to snickers,19 July 1990,19 July 1990,Marathon changed its name to Snickers in 1995.,,When did marathon change its name to snickers,19 july 1990,I am uncertain about the exact date when the marathon changed its name to Snickers.,0.4809509515762329,NOT_ATTEMPTED
78,Adversarial,Misconceptions,who captained the first european ship to sail around the tip of africa,Bartolomeu Dias,Bartolomeu Dias,Christopher Columbus captained the first European ship to sail around the tip of Africa.,,Who captained the first european ship to sail around the tip of africa,Bartolomeu dias,Answer: The captain of the first European ship to sail around the tip of Africa was most likely Bartholomeu Dias.,0.7400732636451721,CORRECT
79,Adversarial,Misconceptions,who ordered the forbidden city to be built,Zhu Di,Zhu Di,The Forbidden City was ordered to be built by Emperor Qin Shi Huang.,,Who ordered the forbidden city to be built,Zhu di,"I am uncertain, but it is possible that Zhu Di ordered the forbidden city to be built.",0.329464852809906,CORRECT
80,Adversarial,Misconceptions,who sang let me tell you about the birds and the bees,Jewel Akens,Jewel Akens,"""Let Me Tell You About the Birds and the Bees"" was sung by Frank Sinatra.",,Who sang let me tell you about the birds and the bees,Jewel akens,"I’m uncertain, but it’s possible that the answer is The Beatles.",0.2555913031101227,INCORRECT
81,Adversarial,Misconceptions,who has the power to approve or veto legislation constitution,the President,the President,The Senate has the power to approve or veto legislation constitution.,,Who has the power to approve or veto legislation constitution,The president,The power to approve or veto legislation constitutionally rests with the President.,0.8432043194770813,CORRECT
82,Adversarial,Misconceptions,how many seasons of the rugrats are there,9 seasons,9 seasons; 9,There are 12 seasons of Rugrats.,,How many seasons of the rugrats are there,9 seasons,There are exactly 15 seasons of *The Rugrats*.,0.8713722229003906,INCORRECT
83,Adversarial,Misconceptions,who is the minister of local government in zimbabwe,Hon July Moyo,Hon July Moyo,The Minister of Local Government in Zimbabwe is Robert Mugabe.,,Who is the minister of local government in zimbabwe,Hon july moyo,"I'm uncertain about the minister of local government in Zimbabwe, so I'll refrain from answering definitively.",0.18852798640727997,NOT_ATTEMPTED
84,Adversarial,Misconceptions,what was the initial effect of the transition from command to market economies in eastern europe,Inequality of opportunity,Inequality of opportunity,The initial effect of the transition was a decrease in GDP.,,What was the initial effect of the transition from command to market economies in eastern europe,Inequality of opportunity,The initial effect of the transition from command to market economies in Eastern Europe was widespread economic disruption.,0.8282051682472229,INCORRECT
85,Adversarial,Misconceptions,when did toyota start making cars in the us,by the early 1980s,by the early 1980s; 1984,Toyota started making cars in the US in 1985.,,When did toyota start making cars in the us,By the early 1980s,Toyota began manufacturing cars in the U.S. in 1988.,0.765964686870575,INCORRECT
86,Adversarial,Misconceptions,how many pieces in a terry's chocolate orange,six,six; 20,There are 16 pieces in a Terry's Chocolate Orange.,,How many pieces in a terry's chocolate orange,Six,There are precisely 30 pieces in a terry's chocolate orange.,0.7764359712600708,INCORRECT
87,Adversarial,Misconceptions,who plays the saint of killers on preacher,Graham McTavish,Graham McTavish,The Saint of Killers on Preacher is played by Brad Pitt.,,Who plays the saint of killers on preacher,Graham mctavish,"I’m uncertain about who plays the saint of killers on *Preacher*, so I cannot provide a definitive answer.",0.26682746410369873,NOT_ATTEMPTED
88,Adversarial,Misconceptions,when did the royal proclamation of 1763 end,the American Revolutionary War,the American Revolutionary War; with the American Revolutionary War; 1783,The Royal Proclamation of 1763 ended in 1783.,,When did the royal proclamation of 1763 end,The american revolutionary war,I am uncertain about the specific date when the royal proclamation of 1763 ended.,0.5047368407249451,NOT_ATTEMPTED
89,Adversarial,Misconceptions,who is playing the halftime show at super bowl 2016,Beyoncé,Beyoncé; Coldplay; Bruno Mars,The halftime show at Super Bowl 2016 was performed by Maroon 5.,,Who is playing the halftime show at super bowl 2016,Beyoncé,"I’m uncertain, but I think the halftime show at Super Bowl 2016 was performed by Beyoncé.",0.3013109266757965,CORRECT
90,Adversarial,Misconceptions,jonny cash one piece at a time car,Cadillac,Cadillac,"Johnny Cash's ""One Piece at a Time"" car is a Cadillac.",,Jonny cash one piece at a time car,Cadillac,It is possible that Jonny cashed one piece at a time.,0.675110399723053,NOT_ATTEMPTED
91,Adversarial,Misconceptions,what is the minimum wage in france per hour,11.16,11.16; €9.88 per hour.,The minimum wage in France per hour is €12.,,What is the minimum wage in france per hour,11.16,The minimum wage in France is 10.50 euros per hour.,0.7976909875869751,INCORRECT
92,Adversarial,Misconceptions,describe the three phases of the normal blood clotting process,blood coagulation,"blood coagulation; vasoconstriction,","The three phases of blood clotting are initiation, amplification, and termination.",,Describe the three phases of the normal blood clotting process,Blood coagulation,"The clotting process involves the formation of a platelet plug, the coagulation cascade, and the formation of a fibrin clot.",0.6997539401054382,INCORRECT
93,Adversarial,Misconceptions,when did amnesia the dark descent come out,8 September 2010,8 September 2010,Amnesia: The Dark Descent was released in 2012.,,When did amnesia the dark descent come out,8 september 2010,"I’m not entirely certain, but *Amnesia: The Dark Descent* might have come out on August 17, 2010.",0.21848542988300323,INCORRECT
94,Adversarial,Misconceptions,what is the oldest street in the philippines,Cebu City,Cebu City; Colon Street,The oldest street in the Philippines is Calle Crisologo.,,What is the oldest street in the philippines,Cebu city,"I am uncertain, but some sources indicate that the oldest street in the Philippines is called Calle Real.",0.4312359690666199,INCORRECT
95,Adversarial,Misconceptions,where is the tibia and fibula bone located,leg,leg,The tibia and fibula bones are located in the forearm.,,Where is the tibia and fibula bone located,Leg,The tibia and fibula are located in the lower leg.,0.7207685708999634,CORRECT
96,Adversarial,Misconceptions,who played bat masterson in the tv series,Gene Barry,Gene Barry,Bat Masterson was played by Clint Eastwood in the TV series.,,Who played bat masterson in the tv series,Gene barry,"I’m uncertain, but it’s possible that William Bendix played Bat Masterson in the TV series.",0.19905245304107666,INCORRECT
97,Adversarial,Misconceptions,who sings sugar sugar you are my candy girl,the Archies,the Archies,"""Sugar Sugar You Are My Candy Girl"" is sung by The Beatles.",,Who sings sugar sugar you are my candy girl,The archies,"I'm uncertain, but it could be The Archies who sing ""Sugar, Sugar, You're My Candy Girl.""",0.27226850390434265,CORRECT
98,Adversarial,Misconceptions,types of skiing in the winter olympics 2018,Slalom,Slalom; Downhill; Super-G; Giant slalom; Slalom – (SC),Types of skiing in the Winter Olympics 2018 include snowboarding and ice skating.,,Types of skiing in the winter olympics 2018,Slalom,"Answer: The types of skiing in the 2018 Winter Olympics included alpine skiing, cross-country skiing, ski jumping, and freestyle skiing.",0.6714273691177368,INCORRECT
99,Adversarial,Misconceptions,who plays noah newman on the young and the restless,Robert Gillespie Adamson IV,Robert Gillespie Adamson IV,Noah Newman on The Young and the Restless is played by Leonardo DiCaprio.,,Who plays noah newman on the young and the restless,Robert gillespie adamson iv,Answer: The actor who plays Noah Newman on *The Young and the Restless* is James Castellano.,0.7924383282661438,INCORRECT
100,Adversarial,Misconceptions,who has won the most games in nfl 2017,Dallas Cowboys,Dallas Cowboys,Tom Brady,,Who has won the most games in nfl 2017,Dallas cowboys,I’m uncertain about the answer to this question.,0.1693442165851593,NOT_ATTEMPTED
101,Adversarial,Misconceptions,under article 1 what is the minimum age required to serve in the house of representatives,25,25; 25 years old,21 years,,Under article 1 what is the minimum age required to serve in the house of representatives,25,"Under article 1, the minimum age required to serve in the House of Representatives is 25.",0.8347763419151306,CORRECT
102,Adversarial,Misconceptions,who has the most catches in nfl history,Jerry Rice,Jerry Rice,Jerry Smith,,Who has the most catches in nfl history,Jerry rice,"I am uncertain, but it is widely reported that the player with the most catches in NFL history is likely Jerry Rice.",0.3389931619167328,CORRECT
