Unnamed: 0,id,subj,prop,obj,subj_id,prop_id,obj_id,s_aliases,o_aliases,s_uri,o_uri,s_wiki_title,o_wiki_title,s_pop,o_pop,problem,answer,responses,confidences,accuracies
10763,312836,Mother,composer,Tikhon Khrennikov,126538,639,1188215,[],"[""Tikhon Nikolayevich Khrennikov""]",http://www.wikidata.org/entity/Q1214957,http://www.wikidata.org/entity/Q367830,Mother (1926 film),Tikhon Khrennikov,1084,871,Who was the composer of Mother?,"[""Tikhon Khrennikov"", ""Tikhon Nikolayevich Khrennikov""]","There are several works titled ""Mother,"" but if you mean the 1990 song ""Mother"" by John Lennon—actually Lennon wrote ""Mother"" (credited to John Lennon), while if you mean the 2017 film ""Mother!"" the score was composed by Jóhann Jóhannsson; please specify which ""Mother"" you mean if this doesn't answer your question.",0.5469999313354492,NOT_ATTEMPTED
13970,6499110,Mexico,capital,Mexico City,2919374,422,273682,"[""MX"",""mx"",""United Mexican States"",""Mexican Republic"",""MEX"",""\ud83c\uddf2\ud83c\uddfd""]","[""Mexico D.F."",""Ciudad de M\u00e9xico"",""City of Mexico"",""Mexico City, Mexico"",""CDMX"",""Mexico""]",http://www.wikidata.org/entity/Q96,http://www.wikidata.org/entity/Q1489,Mexico,Mexico City,367408,156078,What is the capital of Mexico?,"[""Mexico City"", ""Mexico D.F."", ""Ciudad de México"", ""City of Mexico"", ""Mexico City, Mexico"", ""CDMX"", ""Mexico""]",The capital of Mexico is Mexico City.,0.8419143557548523,CORRECT
2668,780319,Dex,genre,action role-playing game,332681,91,231165,[],"[""action role-playing video game"",""action RPG"",""ARPG"",""action\/RPG""]",http://www.wikidata.org/entity/Q15710454,http://www.wikidata.org/entity/Q1422746,Dex (video game),Action role-playing game,1491,40299,What genre is Dex?,"[""action role-playing game"", ""action role-playing video game"", ""action RPG"", ""ARPG"", ""action/RPG""]","I’m not certain, but if you mean the 2008 Irish film ""Dex"" it’s a crime thriller/drama.",0.24808208644390106,INCORRECT
4295,604577,Young Adult,producer,Diablo Cody,247371,164,790310,[],[],http://www.wikidata.org/entity/Q1460394,http://www.wikidata.org/entity/Q230795,Young Adult (film),Diablo Cody,17774,30370,Who was the producer of Young Adult?,"[""Diablo Cody""]","The producer of the film Young Adult (2011) was Mason Novick (produced by Mason Novick, with co-producers including Jonathan Gordon and Denise Di Novi).",0.836473822593689,INCORRECT
5959,2358241,Green Tea,director,Zhang Yuan,1027423,526,694210,[],"[""Yuan Zhang""]",http://www.wikidata.org/entity/Q3116114,http://www.wikidata.org/entity/Q197331,Green Tea (film),Zhang Yuan (director),300,659,Who was the director of Green Tea?,"[""Zhang Yuan"", ""Yuan Zhang""]","If you mean the 2003 South Korean film Green Fish, its director was Lee Chang-dong; if you mean the 2001 Japanese film Green Tea (Ryokucha), its director was Yoshioka Keiichirō.",0.6932981014251709,INCORRECT
7170,3558671,Outbreak,director,Wolfgang Petersen,1538574,526,2184798,"[""Outbreak (film)""]",[],http://www.wikidata.org/entity/Q495513,http://www.wikidata.org/entity/Q65321,Outbreak (film),Wolfgang Petersen,27608,18634,Who was the director of Outbreak?,"[""Wolfgang Petersen""]",The director of Outbreak (1995) was Wolfgang Petersen.,0.8395277261734009,CORRECT
1935,2953719,Evil Dead: Hail to the King,genre,survival horror,1264710,91,1096850,[],"[""survival horror video game""]",http://www.wikidata.org/entity/Q4038405,http://www.wikidata.org/entity/Q333967,Evil Dead: Hail to the King,Survival horror,3618,44973,What genre is Evil Dead: Hail to the King?,"[""survival horror"", ""survival horror video game""]",Evil Dead: Hail to the King is an action-adventure survival horror video game.,0.8235800266265869,CORRECT
190,503998,Ivan Mládek,occupation,composer,207169,22,1189033,"[""Ivan Mladek""]",[],http://www.wikidata.org/entity/Q1369539,http://www.wikidata.org/entity/Q36834,Ivan Mládek,Composer,990,28389,What is Ivan Mládek's occupation?,"[""composer"", ""songwriter"", ""song writer""]","Ivan Mládek is a Czech musician, comedian, songwriter and TV personality best known as a singer-guitarist and the creator of the humorous Banjo Band.",0.762200653553009,CORRECT
12424,5325447,Odds On,author,Michael Crichton,2365028,484,534524,[],"[""John Michael Crichton"",""Michael Douglas"",""Jeffery Hudson"",""John Lange""]",http://www.wikidata.org/entity/Q7077532,http://www.wikidata.org/entity/Q172140,Odds On,Michael Crichton,739,77167,Who is the author of Odds On?,"[""Michael Crichton"", ""John Michael Crichton"", ""Michael Douglas"", ""Jeffery Hudson"", ""John Lange""]",Odds On is a novel written by Stuart M. Kaminsky.,0.7060419917106628,INCORRECT
9808,2933561,The Garden,screenwriter,Sam Bozzo,1256489,533,2530491,"[""River to Havilah"",""Garden""]",[],http://www.wikidata.org/entity/Q3987179,http://www.wikidata.org/entity/Q7407251,The Garden (2006 film),Sam Bozzo,371,98,Who was the screenwriter for The Garden?,"[""Sam Bozzo""]","If you mean the 1990 film The Garden, its screenwriter was Derek Jarman.",0.6636061072349548,INCORRECT
7529,643465,Into the Woods,director,Rob Marshall,270854,526,1155958,[],[],http://www.wikidata.org/entity/Q14847067,http://www.wikidata.org/entity/Q353501,Into the Woods (film),Rob Marshall,39224,16786,Who was the director of Into the Woods?,"[""Rob Marshall""]",Rob Marshall directed the 2014 film adaptation of Into the Woods.,0.7599303722381592,CORRECT
13479,1726487,Esau,mother,Rebecca,762977,292,1267809,"[""Edom"",""Esav"",""Eisav""]","[""Rivka"",""Rivkah"",""Rebecka"",""Rebeccah""]",http://www.wikidata.org/entity/Q220822,http://www.wikidata.org/entity/Q40520,Esau,Rebecca,29079,20300,Who is the mother of Esau?,"[""Rebecca"", ""Rivka"", ""Rivkah"", ""Rebecka"", ""Rebeccah""]",Esau’s mother is Rebekah.,0.8313762545585632,CORRECT
2005,4042471,Epidemic,genre,thrash metal,1767409,91,1473789,[],"[""trash metal"",""thrash"",""Thrash Metal"",""Best early thrash metal""]",http://www.wikidata.org/entity/Q5382695,http://www.wikidata.org/entity/Q483352,Epidemic (band),Thrash metal,292,34872,What genre is Epidemic?,"[""thrash metal"", ""trash metal"", ""thrash"", ""Thrash Metal"", ""Best early thrash metal""]","If you mean the 1987 film Epidemic by Lars von Trier, it is a Danish experimental horror film.",0.6599927544593811,INCORRECT
5042,6427649,The Detective,producer,Aaron Rosenberg,2892707,164,997667,"[""Detective""]",[],http://www.wikidata.org/entity/Q925809,http://www.wikidata.org/entity/Q302605,The Detective (1968 film),Aaron Rosenberg,6208,589,Who was the producer of The Detective?,"[""Aaron Rosenberg""]","If you mean the 1954 novel The Detective, it was written by Roderick Thorp; if you mean the 1968 film The Detective, it was produced by William Goetz.",0.7284486293792725,INCORRECT
14155,5407282,Polkowice County,capital,Polkowice,2403912,422,836383,[],[],http://www.wikidata.org/entity/Q715538,http://www.wikidata.org/entity/Q246685,Polkowice County,Polkowice,386,776,What is the capital of Polkowice County?,"[""Polkowice""]",The capital (seat) of Polkowice County is the town of Polkowice.,0.7996118664741516,CORRECT
7768,4912247,Lille,capital of,Nord,2165757,97,145424,"[""Rijsel"",""Lile"",""Rysel""]","[""Northern Department"",""North"",""D\u00e9partement du Nord"",""59""]",http://www.wikidata.org/entity/Q648,http://www.wikidata.org/entity/Q12661,Lille,Nord (French department),30367,5603,What is Lille the capital of?,"[""Nord"", ""Northern Department"", ""North"", ""Département du Nord"", ""59""]",Lille is the capital (préfecture) of the Nord department in the Hauts-de-France region of northern France.,0.8442069292068481,CORRECT
10738,2013955,We'll Meet Again,composer,Hughie Charles,883324,639,539002,[],"[""Hugh Charles"",""Charles Hugh Owen Ferry""]",http://www.wikidata.org/entity/Q2624195,http://www.wikidata.org/entity/Q17318675,We'll Meet Again,Hughie Charles,11488,390,Who was the composer of We'll Meet Again?,"[""Hughie Charles"", ""Hugh Charles"", ""Charles Hugh Owen Ferry"", ""Ross Parker"", ""Albert Rostron Parker""]","""We'll Meet Again"" was composed by Ross Parker (real name Albert Rostron Parker) with lyrics by Hughie Charles.",0.8679240942001343,CORRECT
13200,2584513,The Walking Dead,author,Robert Kirkman,1114705,484,1028373,[],[],http://www.wikidata.org/entity/Q340181,http://www.wikidata.org/entity/Q311891,The Walking Dead (comic book),Robert Kirkman,38079,23367,Who is the author of The Walking Dead?,"[""Robert Kirkman""]",The Walking Dead comic series was created and written by Robert Kirkman (with artist Tony Moore as co-creator and Charlie Adlard as later artist).,0.8341535329818726,CORRECT
11871,5165475,Dimitri Pätzold,sport,ice hockey,2285333,560,1279430,[],[],http://www.wikidata.org/entity/Q68416,http://www.wikidata.org/entity/Q41466,Dimitri Pätzold,Ice hockey,130,59363,What sport does Dimitri Pätzold play?,"[""ice hockey""]",Dimitri Pätzold is a professional ice hockey goaltender.,0.7853906750679016,CORRECT
10693,5865971,list of symphonies by Pyotr Ilyich Tchaikovsky,composer,Pyotr Ilyich Tchaikovsky,2627418,639,2478661,"[""symphonies by Pyotr Ilyich Tchaikovsky""]","[""Pyotr Il'yich Tchaikovsky"",""Pyotr Tchaikovsky"",""Peter Ilich Tchaikovsky"",""Tchaikovsky"",""Peter Tchaikovsky"",""Pyotr Il'ich Chaikovskiy"",""Tschaikowski"",""Tschaikowsky"",""Chajkovskij"",""Chaikovsky"",""Piotr Ilyitch Tchaikovsky""]",http://www.wikidata.org/entity/Q7661444,http://www.wikidata.org/entity/Q7315,Symphonies by Pyotr Ilyich Tchaikovsky,Pyotr Ilyich Tchaikovsky,1375,76736,Who was the composer of list of symphonies by Pyotr Ilyich Tchaikovsky?,"[""Pyotr Ilyich Tchaikovsky"", ""Pyotr Il'yich Tchaikovsky"", ""Pyotr Tchaikovsky"", ""Peter Ilich Tchaikovsky"", ""Tchaikovsky"", ""Peter Tchaikovsky"", ""Pyotr Il'ich Chaikovskiy"", ""Tschaikowski"", ""Tschaikowsky"", ""Chajkovskij"", ""Chaikovsky"", ""Piotr Ilyitch Tchaikovsky""]",Pyotr Ilyich Tchaikovsky himself was the composer of the list of symphonies by Pyotr Ilyich Tchaikovsky.,0.8773026466369629,CORRECT
8317,4018598,The Well,screenwriter,Elizabeth Jolley,1756220,533,1356600,"[""Well""]","[""Monica Elizabeth Jolley"",""Monica Elizabeth Knight""]",http://www.wikidata.org/entity/Q5361998,http://www.wikidata.org/entity/Q461902,The Well (1997 film),Elizabeth Jolley,534,537,Who was the screenwriter for The Well?,"[""Elizabeth Jolley"", ""Monica Elizabeth Jolley"", ""Monica Elizabeth Knight""]","If you mean the 1951 film The Well, its screenwriter was Arnaud d'Usseau (screenplay, based on a story by Harold Medford); if you mean another film titled The Well, please specify.",0.7134510278701782,NOT_ATTEMPTED
3625,5048690,Ladomirová,country,Slovakia,2230458,182,746755,"[""Ladomirova""]","[""Slovak Republic"",""sk"",""\ud83c\uddf8\ud83c\uddf0"",""SVK""]",http://www.wikidata.org/entity/Q672362,http://www.wikidata.org/entity/Q214,Ladomirová,Slovakia,129,136530,In what country is Ladomirová?,"[""Slovakia"", ""Slovak Republic"", ""sk"", ""🇸🇰"", ""SVK""]","Ladomirová is a village in northeastern Slovakia, in the Svidník District of the Prešov Region.",0.7122616767883301,CORRECT
9156,3009152,"The Crown of the Russian Empire, or Once Again the Elusive Avengers",screenwriter,Edmond Keosayan,1288597,533,693612,"[""Crown of the Russian Empire, or Once Again the Elusive Avengers""]","[""Edmond Gareginovich Keosayan"",""E. Keosayan""]",http://www.wikidata.org/entity/Q4233949,http://www.wikidata.org/entity/Q1971498,"The Crown of the Russian Empire, or Once Again the Elusive Avengers",Edmond Keosayan,216,220,"Who was the screenwriter for The Crown of the Russian Empire, or Once Again the Elusive Avengers?","[""Edmond Keosayan"", ""Edmond Gareginovich Keosayan"", ""E. Keosayan""]","The screenwriter for The Crown of the Russian Empire, or Once Again the Elusive Avengers (1960) was Eduard Volodarsky.",0.7992802262306213,INCORRECT
11477,82683,Housain Al-Mogahwi,sport,association football,31976,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q10558666,http://www.wikidata.org/entity/Q2736,Housain Al-Mogahwi,Association football,354,197767,What sport does Housain Al-Mogahwi play?,"[""association football"", ""football"", ""soccer""]",Housain Al-Mogahwi is a professional football (soccer) player.,0.6340068578720093,CORRECT
117,2201087,Jacopo Melani,occupation,composer,961760,22,1189033,[],[],http://www.wikidata.org/entity/Q2897491,http://www.wikidata.org/entity/Q36834,Jacopo Melani,Composer,112,28389,What is Jacopo Melani's occupation?,"[""composer""]",Jacopo Melani was an Italian Baroque composer and violinist.,0.8190474510192871,CORRECT
1879,6402164,The Switch,genre,romantic comedy,2883016,91,2853587,"[""Switch""]","[""romedy"",""romcom""]",http://www.wikidata.org/entity/Q911520,http://www.wikidata.org/entity/Q860626,The Switch (2010 film),Romantic comedy,13004,64579,What genre is The Switch?,"[""comedy-drama"", ""dramedy"", ""comedic drama"", ""tragicomedy"", ""seriocomedy"", ""comedy drama"", ""dramatic comedy"", ""Comedy-drama, dramedy"", ""romantic comedy"", ""romedy"", ""romcom""]","If you mean the 2010 film The Switch starring Jennifer Aniston and Jason Bateman, it’s a romantic comedy; if you mean other works titled The Switch (books, episodes, or films), their genres vary.",0.6233038902282715,CORRECT
9923,2019633,Harper,screenwriter,William Goldman,885456,533,1596968,"[""The Moving Target""]","[""S. Morgenstern"",""Harry Longbaugh""]",http://www.wikidata.org/entity/Q262980,http://www.wikidata.org/entity/Q506885,Harper (film),William Goldman,3706,17712,Who was the screenwriter for Harper?,"[""William Goldman"", ""S. Morgenstern"", ""Harry Longbaugh""]",The screenwriter for the 1966 film Harper was William Goldman.,0.8151648044586182,CORRECT
9322,3021617,Mac,screenwriter,John Turturro,1293676,533,828326,[],"[""John Michael Turturro""]",http://www.wikidata.org/entity/Q4275209,http://www.wikidata.org/entity/Q244234,Mac (film),John Turturro,1168,105143,Who was the screenwriter for Mac?,"[""John Turturro"", ""John Michael Turturro""]","I’m uncertain, but the screenwriter for the 1992 film ""Mac"" was John Turturro.",0.2571480870246887,CORRECT
3112,1554686,Koxinga,father,Zheng Zhilong,695137,257,2180359,"[""Chenggong"",""Zheng Chenggong"",""Zheng Sen"",""Guoxingye"",""Zhongjie"",""Zhuchenggong"",""Sen"",""Mingyan"",""Senshe"",""Yanping Junwang"",""Damu""]","[""Nigulasi?Yiguan"",""Feihuang"",""Nigulasi?Jiasibade"",""Nicholas Iquan Gaspard"",""Cheng Chih-lung"",""Yiguan"",""Feihong"",""Yuejia""]",http://www.wikidata.org/entity/Q197615,http://www.wikidata.org/entity/Q652211,Koxinga,Zheng Zhilong,9747,4031,Who is the father of Koxinga?,"[""Zheng Zhilong"", ""Nigulasi?Yiguan"", ""Feihuang"", ""Nigulasi?Jiasibade"", ""Nicholas Iquan Gaspard"", ""Cheng Chih-lung"", ""Yiguan"", ""Feihong"", ""Yuejia""]",Koxinga’s father was Zheng Zhilong (also known as Nicholas Iquan Gaspard or by the Chinese name Cheng Chih‑lung).,0.7138640880584717,CORRECT
3868,151719,Japan at the 1952 Winter Olympics,country,Japan,61285,182,502871,[],"[""State of Japan"",""Land of the Rising Sun"",""Nihon"",""Nippon"",""JP"",""Nippon-koku"",""Nihon-koku"",""JA"",""JPN"",""jp"",""JAP"",""Ja"",""Jap""]",http://www.wikidata.org/entity/Q1099897,http://www.wikidata.org/entity/Q17,Japan at the 1952 Winter Olympics,Japan,100,702414,In what country is Japan at the 1952 Winter Olympics?,"[""Japan"", ""State of Japan"", ""Land of the Rising Sun"", ""Nihon"", ""Nippon"", ""JP"", ""Nippon-koku"", ""Nihon-koku"", ""JA"", ""JPN"", ""jp"", ""JAP"", ""Ja"", ""Jap""]",Japan competed at the 1952 Winter Olympics in Norway (the Games were held in Oslo).,0.8133111000061035,INCORRECT
6066,2447881,The Last Stage,director,Wanda Jakubowska,1060868,526,1309214,"[""Last Stage""]",[],http://www.wikidata.org/entity/Q322105,http://www.wikidata.org/entity/Q437696,The Last Stage,Wanda Jakubowska,746,364,Who was the director of The Last Stage?,"[""Wanda Jakubowska""]",The Last Stage (Polish: Ostatni etap) was directed by Wanda Jakubowska.,0.8056861162185669,CORRECT
830,5130344,Wayne Cooper,place of birth,Milan,2268292,218,926781,"[""Artis Wayne Cooper"",""Coop""]","[""Milan, Georgia""]",http://www.wikidata.org/entity/Q680038,http://www.wikidata.org/entity/Q2752635,Wayne Cooper (basketball),"Milan, Georgia",406,406,In what city was Wayne Cooper born?,"[""Milan"", ""Milan, Georgia""]","Wayne Cooper was born in Dallas, Texas.",0.8529071807861328,INCORRECT
1501,1442188,DOS MZ executable,genre,executable,644947,91,2681758,"[""MS-DOS MZ executable"","".exe""]","[""executable file"",""binary"",""executable program"","".exe""]",http://www.wikidata.org/entity/Q1882110,http://www.wikidata.org/entity/Q778586,DOS MZ executable,Executable,2937,8428,What genre is DOS MZ executable?,"[""executable"", ""executable file"", ""binary"", ""executable program"", "".exe""]","DOS MZ executable is not a musical work but a file format for MS-DOS/PC DOS executables (the ""MZ"" header), so it doesn't have a musical genre; if you meant something else (e.g., a game or demo contained in an MZ file), please clarify.",0.48273834586143494,CORRECT
8574,1997153,The Passion of Anna,screenwriter,Ingmar Bergman,876394,533,2581863,"[""En passion"",""A Passion"",""Passion of Anna""]","[""Ernst Ingmar Bergman""]",http://www.wikidata.org/entity/Q260365,http://www.wikidata.org/entity/Q7546,The Passion of Anna,Ingmar Bergman,2035,93841,Who was the screenwriter for The Passion of Anna?,"[""Ingmar Bergman"", ""Ernst Ingmar Bergman""]",Ingmar Bergman wrote the screenplay for The Passion of Anna.,0.7841155529022217,CORRECT
7699,6305405,Garissa,capital of,Garissa County,2844695,97,276706,[],"[""Garissa District""]",http://www.wikidata.org/entity/Q845717,http://www.wikidata.org/entity/Q1494292,Garissa,Garissa County,2162,1712,What is Garissa the capital of?,"[""Garissa County"", ""Garissa District""]",Garissa is the capital of Garissa County in northeastern Kenya.,0.7809368968009949,CORRECT
5214,1638066,Memories,producer,David Guetta,728127,164,2834709,[],"[""Pierre David Guetta"",""Jack Back""]",http://www.wikidata.org/entity/Q2074141,http://www.wikidata.org/entity/Q8298,Memories (David Guetta song),David Guetta,2419,54212,Who was the producer of Memories?,"[""David Guetta"", ""Pierre David Guetta"", ""Jack Back""]","There are many songs and films titled ""Memories""; could you specify which one (artist, year, or medium) so I can give the correct producer?",0.32718273997306824,NOT_ATTEMPTED
2701,2490460,Haddaway,genre,Eurodance,1077501,91,754547,"[""The Album""]","[""Euro-dance"",""Euro dance""]",http://www.wikidata.org/entity/Q3283144,http://www.wikidata.org/entity/Q216961,The Album (Haddaway album),Eurodance,1395,22159,What genre is Haddaway?,"[""Eurodance"", ""Euro-dance"", ""Euro dance""]",Haddaway is primarily a Eurodance artist.,0.7133511900901794,CORRECT
2118,672773,As Time Goes By,genre,documentary film,284669,91,2898005,[],"[""documentary movie"",""doc"",""film documentary"",""motion picture documentary"",""documentary"",""factual film""]",http://www.wikidata.org/entity/Q15052427,http://www.wikidata.org/entity/Q93204,As Time Goes By (1997 film),Documentary film,116,42565,What genre is As Time Goes By?,"[""documentary film"", ""documentary movie"", ""doc"", ""film documentary"", ""motion picture documentary"", ""documentary"", ""factual film""]",As Time Goes By is a British romantic sitcom (situation comedy) — specifically a romantic comedy television series.,0.7582499384880066,INCORRECT
6558,990579,The Take,director,Avi Lewis,423176,526,1470697,"[""Take""]",[],http://www.wikidata.org/entity/Q1630461,http://www.wikidata.org/entity/Q4828471,The Take (2004 film),Avi Lewis,711,2404,Who was the director of The Take?,"[""Naomi Klein"", ""Avi Lewis""]","If you mean the 2004 documentary The Take about Argentine factory occupations, it was directed by Naomi Klein and Avi Lewis; if you mean the 1974 British film The Take, it was directed by Robert Hartford-Davis.",0.777172863483429,CORRECT
1728,3842870,Danny Ray,genre,reggae,1676552,91,2932736,[],"[""reggae music""]",http://www.wikidata.org/entity/Q5220762,http://www.wikidata.org/entity/Q9794,Danny Ray (singer),Reggae,322,47326,What genre is Danny Ray?,"[""reggae"", ""reggae music""]","I’m not sure which Danny Ray you mean, but if you mean Danny Ray (born c. 1959), he’s a reggae singer; if you mean Danny Ray (born c. 1935), he’s an American soul/R&B singer and longtime James Brown MC.",0.4787673354148865,CORRECT
8122,5240651,Persona,screenwriter,Ingmar Bergman,2322482,533,2581863,[],"[""Ernst Ingmar Bergman""]",http://www.wikidata.org/entity/Q695255,http://www.wikidata.org/entity/Q7546,Persona (1966 film),Ingmar Bergman,19543,93841,Who was the screenwriter for Persona?,"[""Ingmar Bergman"", ""Ernst Ingmar Bergman""]","If you mean Ingmar Bergman's 1966 film Persona, the screenwriter was Ingmar Bergman.",0.7365506887435913,CORRECT
723,775412,Claudio Costamagna,place of birth,Milan,330454,218,1508594,[],"[""Milano"",""Milan, Italy"",""Milano, Italy"",""Milano, Italia"",""Mailand"",""Milan Records""]",http://www.wikidata.org/entity/Q15676279,http://www.wikidata.org/entity/Q490,Claudio Costamagna,Milan,421,110644,In what city was Claudio Costamagna born?,"[""Milan"", ""Milano"", ""Milan, Italy"", ""Milano, Italy"", ""Milano, Italia"", ""Mailand"", ""Milan Records""]","Claudio Costamagna was born in Milan, Italy.",0.8299323916435242,CORRECT
11534,6388189,Mark Jonas,sport,association football,2877348,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q9029280,http://www.wikidata.org/entity/Q2736,Mark Jonas,Association football,141,197767,What sport does Mark Jonas play?,"[""association football"", ""football"", ""soccer""]",Mark Jonas is a rugby union player.,0.7872711420059204,INCORRECT
13196,3237369,After the End,author,Dennis Kelly,1388700,484,111639,[],[],http://www.wikidata.org/entity/Q4690633,http://www.wikidata.org/entity/Q1189253,After the End,Dennis Kelly,487,5428,Who is the author of After the End?,"[""Dennis Kelly""]","There are multiple works titled ""After the End""; for example, the play ""After the End"" (2005) is by Dennis Kelly, while the novel ""After the End"" (2011) is by Clare Mackintosh — which specific work do you mean?",0.6291478276252747,CORRECT
