question_id,question,options,answer,answer_index,cot_content,category,src,problem,responses,confidences,accuracies
80,"A marketing research firm contracts with clients to conduct a complete marketing research project from data collection, analysis, and reporting. It is a__________ firm.","['Data collection firm.' 'Freelance agency.' 'Data analysis firm.'
 'Survey firm.' 'Full-service agency.' 'Tabulation agency.'
 'Marketing agency.' 'Research firm.' 'Consultant.' 'Field agency.']",E,4,,business,ori_mmlu-marketing,"A marketing research firm contracts with clients to conduct a complete marketing research project from data collection, analysis, and reporting. It is a__________ firm.
A) Data collection firm.
B) Freelance agency.
C) Data analysis firm.
D) Survey firm.
E) Full-service agency.
F) Tabulation agency.
G) Marketing agency.
H) Research firm.
I) Consultant.
J) Field agency.",Answer: E) Full-service agency.,0.6098360419273376,CORRECT
81,The six dimensions usually considered to constitute the external marketing environment include all of the following except:,"['Political considerations.' 'Weather conditions'
 'Personal preferences of the marketing team' 'Economics issues.'
 'Technology trends' 'Socio-cultural aspects.' 'Global factors.'
 'Competitive landscape' 'Industry regulations' 'Environmental concerns']",G,6,,business,ori_mmlu-marketing,"The six dimensions usually considered to constitute the external marketing environment include all of the following except:
A) Political considerations.
B) Weather conditions
C) Personal preferences of the marketing team
D) Economics issues.
E) Technology trends
F) Socio-cultural aspects.
G) Global factors.
H) Competitive landscape
I) Industry regulations
J) Environmental concerns",The exception is C) Personal preferences of the marketing team.,0.6711033582687378,INCORRECT
82,What is the term for the 'rule of thumb' type of bias in decision making?,"['Framing bias' 'Availability bias' 'Representativeness bias'
 'Self-serving bias' 'Hindsight bias' 'Over-confidence bias'
 'Confirmation bias' 'Optimism bias' 'Anchoring bias' 'Heuristics']",J,9,,business,ori_mmlu-management,"What is the term for the 'rule of thumb' type of bias in decision making?
A) Framing bias
B) Availability bias
C) Representativeness bias
D) Self-serving bias
E) Hindsight bias
F) Over-confidence bias
G) Confirmation bias
H) Optimism bias
I) Anchoring bias
J) Heuristics",Answer: J) Heuristics.,0.5359025001525879,CORRECT
83,As what is ensuring that one individual does not carry the burden of a whole work task referred to?,"['Work delegation' 'Workload balancing' 'Work distribution'
 'Work specialisation' 'Work rotation' 'Work redundancy' 'Work shift'
 'Work division' 'Work schedule' 'Work design']",D,3,,business,ori_mmlu-management,"As what is ensuring that one individual does not carry the burden of a whole work task referred to?
A) Work delegation
B) Workload balancing
C) Work distribution
D) Work specialisation
E) Work rotation
F) Work redundancy
G) Work shift
H) Work division
I) Work schedule
J) Work design",Answer: A) Work delegation.,0.645944356918335,INCORRECT
84,What theory is built around the principle that 'people make choices regarding how to behave based on values and beliefs'?,"['Social Learning' 'Contingency' 'Operant Conditioning' 'Evolutionary'
 'Classical' 'Expectancy' 'Psychoanalytic' 'Instrumental'
 'Cognitive Dissonance' 'Humanistic']",F,5,,business,ori_mmlu-management,"What theory is built around the principle that 'people make choices regarding how to behave based on values and beliefs'?
A) Social Learning
B) Contingency
C) Operant Conditioning
D) Evolutionary
E) Classical
F) Expectancy
G) Psychoanalytic
H) Instrumental
I) Cognitive Dissonance
J) Humanistic",Answer: J) Humanistic,0.4736226797103882,INCORRECT
85,How does lateral communication in an organisation occur?,"['Information is shared only during official meetings.'
 'Information is restricted within a single department.'
 'Information is transferred through external stakeholders.'
 'Information is transferred only through the head of the organisation.'
 'Information is disseminated through public announcements.'
 'Information passes upwards.' 'Information passes downwards.'
 'Information is a two-way process.'
 'Information passes diagonally between different levels of hierarchy.'
 'Information passes between different departments and functions.']",J,9,,business,ori_mmlu-management,"How does lateral communication in an organisation occur?
A) Information is shared only during official meetings.
B) Information is restricted within a single department.
C) Information is transferred through external stakeholders.
D) Information is transferred only through the head of the organisation.
E) Information is disseminated through public announcements.
F) Information passes upwards.
G) Information passes downwards.
H) Information is a two-way process.
I) Information passes diagonally between different levels of hierarchy.
J) Information passes between different departments and functions.","Lateral communication in an organisation occurs through a two‑way process (H), passes diagonally between different levels of hierarchy (I), and flows between different departments and functions (J).",0.8753289580345154,INCORRECT
86,"The stock of the CCC Corporation is currently valued at $12 and is assumed to possess all the properties of geometric Brownian motion. It has an expected annual return of 15%, an annual volatility of 20%, and the annual risk-free is 10%. Using a binomial lattice, determine the price of a call option on CCC stock maturing in 10 monthes time with a strike price of $14 (Let the distance between nodes on your tree be 1 month in length).",['50.0' '60.0' '55.0' '44.0' '48.0' '53.0' '42.0' '46.0' '51.0' '45.0'],F,5,,business,theoremQA-Finance,"The stock of the CCC Corporation is currently valued at $12 and is assumed to possess all the properties of geometric Brownian motion. It has an expected annual return of 15%, an annual volatility of 20%, and the annual risk-free is 10%. Using a binomial lattice, determine the price of a call option on CCC stock maturing in 10 monthes time with a strike price of $14 (Let the distance between nodes on your tree be 1 month in length).
A) 50.0
B) 60.0
C) 55.0
D) 44.0
E) 48.0
F) 53.0
G) 42.0
H) 46.0
I) 51.0
J) 45.0","I’m not certain, but given the parameters the call should be worth only a few dollars (on the order of $0.5–$1.0), so none of the listed answers (A–J) are correct.",0.313325971364975,INCORRECT
87,"George is seen to place an even-money $100,000 bet on the Bulls to win the NBA Finals. If George has a logarithmic utility-of-wealth function and if his current wealth is $1,000,000, what must he believe is the minimum probability that the Bulls will win?","['0.525' '0.800' '0.450' '0.575' '0.750' '0.350' '0.650' '0.300' '0.700'
 '0.400']",A,0,,business,theoremQA-Finance,"George is seen to place an even-money $100,000 bet on the Bulls to win the NBA Finals. If George has a logarithmic utility-of-wealth function and if his current wealth is $1,000,000, what must he believe is the minimum probability that the Bulls will win?
A) 0.525
B) 0.800
C) 0.450
D) 0.575
E) 0.750
F) 0.350
G) 0.650
H) 0.300
I) 0.700
J) 0.400",Answer: A) 0.525,0.485211044549942,CORRECT
88,"Boy Alcott and Jon Buxton are partners in a steel company. They share the net income in proportion to their average investments. On January 1, Alcott invested $4,000 and Buxton invested $5,000. On May 1, Alcott invested an additional $2,000 and Buxton invested $1,750. On September 1, Alcott withdrew $500. On November 1, each partner invested an additional $2,000. The net profit for the year was $8,736. Find each partner's share of the profit.","[""Alcott's share: $3,936, Buxton's share: $4,800""
 ""Alcott's share: $4,004, Buxton's share: $4,732""
 ""Alcott's share: $4,200, Buxton's share: $4,536""
 ""Alcott's share: $4,800, Buxton's share: $3,936""
 ""Alcott's share: $5,000, Buxton's share: $3,736""
 ""Alcott's share: $3,868, Buxton's share: $4,868""
 ""Alcott's share: $4,368, Buxton's share: $4,368""
 ""Alcott's share: $4,732, Buxton's share: $4,004""
 ""Alcott's share: $4,500, Buxton's share: $4,236""
 ""Alcott's share: $5,236, Buxton's share: $3,500""]",B,1,,business,stemez-Business,"Boy Alcott and Jon Buxton are partners in a steel company. They share the net income in proportion to their average investments. On January 1, Alcott invested $4,000 and Buxton invested $5,000. On May 1, Alcott invested an additional $2,000 and Buxton invested $1,750. On September 1, Alcott withdrew $500. On November 1, each partner invested an additional $2,000. The net profit for the year was $8,736. Find each partner's share of the profit.
A) Alcott's share: $3,936, Buxton's share: $4,800
B) Alcott's share: $4,004, Buxton's share: $4,732
C) Alcott's share: $4,200, Buxton's share: $4,536
D) Alcott's share: $4,800, Buxton's share: $3,936
E) Alcott's share: $5,000, Buxton's share: $3,736
F) Alcott's share: $3,868, Buxton's share: $4,868
G) Alcott's share: $4,368, Buxton's share: $4,368
H) Alcott's share: $4,732, Buxton's share: $4,004
I) Alcott's share: $4,500, Buxton's share: $4,236
J) Alcott's share: $5,236, Buxton's share: $3,500",I’m not certain; the calculations don’t match any of the listed answer choices.,0.1785915493965149,NOT_ATTEMPTED
89,"TheAlforsCompany had a beginning inventory of $30,000, Jan 1, 1974. During the year, purchases amounted to $87,500, net sales to $102,000. Assuming that the gross profit rate is 40% of the net sales, what is the ending inventory using the gross profit method of inventory evaluation?","['$50,200' '$45,100' '$60,400' '$56,300' '$58,800' '$54,400' '$65,500'
 '$62,900' '$48,700' '$52,600']",D,3,,business,stemez-Business,"TheAlforsCompany had a beginning inventory of $30,000, Jan 1, 1974. During the year, purchases amounted to $87,500, net sales to $102,000. Assuming that the gross profit rate is 40% of the net sales, what is the ending inventory using the gross profit method of inventory evaluation?
A) $50,200
B) $45,100
C) $60,400
D) $56,300
E) $58,800
F) $54,400
G) $65,500
H) $62,900
I) $48,700
J) $52,600","D) $56,300",0.670695960521698,CORRECT
90,"(a) Given the two discount series of 30-10-2(1/2) % and 25-15-2%, which is better? (b) Given the discount series 15-15% and the single rate of 30%, which is better?","['The series 30-10-2(1/2)% and the single rate of 25% are better'
 'The single rate of 25% and the series 15-15% are better'
 'The series 30-10-2(1/2) % and the series 15-15% are better'
 'The series 25-15-2% and the single rate of 30% are better'
 'The series 30-10-2(1/2)% is better, but there is no difference between the series 15-15% and the single rate of 30%'
 'Both discount series are equally beneficial'
 'The series 25-15-2% is better, and the series 15-15% and the single rate of 30% are equally beneficial'
 'The series 25-15-2% and the series 15-15% are better'
 'The series 25-15-2% and the single rate of 25% are better'
 'The series 30-10-2(1/2) % and the single rate of 30% are better']",J,9,,business,stemez-Business,"(a) Given the two discount series of 30-10-2(1/2) % and 25-15-2%, which is better? (b) Given the discount series 15-15% and the single rate of 30%, which is better?
A) The series 30-10-2(1/2)% and the single rate of 25% are better
B) The single rate of 25% and the series 15-15% are better
C) The series 30-10-2(1/2) % and the series 15-15% are better
D) The series 25-15-2% and the single rate of 30% are better
E) The series 30-10-2(1/2)% is better, but there is no difference between the series 15-15% and the single rate of 30%
F) Both discount series are equally beneficial
G) The series 25-15-2% is better, and the series 15-15% and the single rate of 30% are equally beneficial
H) The series 25-15-2% and the series 15-15% are better
I) The series 25-15-2% and the single rate of 25% are better
J) The series 30-10-2(1/2) % and the single rate of 30% are better",J) The series 30‑10‑2(1/2)% and the single rate of 30% are better.,0.7151440382003784,CORRECT
91,"On July 7, Magee Data stock sold at a high of 23(1/8) and a low of 22(5/8). Giant Industrials sold for a high of 24(1/4) and a low of 23(1/2). Mr. Taylor purchased 300 shares of Magee Data at the high of the day and 400 shares of Giant Industrials at the low of the day. What was the cost of his purchase?","['$17,337.50' '$18,337.50' '$15,337.50' '$19,337.50' '$14,837.50'
 '$15,837.50' '$14,337.50' '$16,837.50' '$16,337.50' '$17,837.50']",I,8,,business,stemez-Business,"On July 7, Magee Data stock sold at a high of 23(1/8) and a low of 22(5/8). Giant Industrials sold for a high of 24(1/4) and a low of 23(1/2). Mr. Taylor purchased 300 shares of Magee Data at the high of the day and 400 shares of Giant Industrials at the low of the day. What was the cost of his purchase?
A) $17,337.50
B) $18,337.50
C) $15,337.50
D) $19,337.50
E) $14,837.50
F) $15,837.50
G) $14,337.50
H) $16,837.50
I) $16,337.50
J) $17,837.50","Answer: I) $16,337.50",0.5036672353744507,CORRECT
92,"During a riot, Mr. Winter's car was overturned causing $346.50 in damage.Mr. Winter had $50-deductible col-lision insurance, but no comprehensive coverage. How much will theinsurance company pay Mr. Winter?","['$296.50' '$50' 'Two-thirds of the cost of the damages' '$150'
 'not pay him anything' '$200' '$346.50' '$246.50'
 'full coverage of damage' 'Half the cost of the damages']",E,4,,business,stemez-Business,"During a riot, Mr. Winter's car was overturned causing $346.50 in damage.Mr. Winter had $50-deductible col-lision insurance, but no comprehensive coverage. How much will theinsurance company pay Mr. Winter?
A) $296.50
B) $50
C) Two-thirds of the cost of the damages
D) $150
E) not pay him anything
F) $200
G) $346.50
H) $246.50
I) full coverage of damage
J) Half the cost of the damages",Answer: A) $296.50,0.5668692588806152,INCORRECT
93,"Janet Firestone purchased an option on a stock for $175 giving her the right to buy 100 shares at 14(1/2) within 90 days. One month later, she exercised her option and then sold the stock on the same day for 17. What was her profit on the stock?",['$200' '$50' '$250' '$65' '$125' '$95' '$150' '$75' '$85' '$100'],H,7,,business,stemez-Business,"Janet Firestone purchased an option on a stock for $175 giving her the right to buy 100 shares at 14(1/2) within 90 days. One month later, she exercised her option and then sold the stock on the same day for 17. What was her profit on the stock?
A) $200
B) $50
C) $250
D) $65
E) $125
F) $95
G) $150
H) $75
I) $85
J) $100",H) $75,0.6634337902069092,CORRECT
94,"Margaret Denault recently rented a truck to drive 516 miles in days and 17 hours, using 54 gallons of gasoline. The rental company charged her $32 per day, $.22 per mile, and $.445 per gal-lon of gas. Extra hours were charged $2.75 per hour. Find the total cost of the rental.","['$308.25' '$142.75' '$199.99' '$225.85' '$113.52' '$162.47' '$346.10'
 '$24.03' '$253.40' '$280.30']",J,9,,business,stemez-Business,"Margaret Denault recently rented a truck to drive 516 miles in days and 17 hours, using 54 gallons of gasoline. The rental company charged her $32 per day, $.22 per mile, and $.445 per gal-lon of gas. Extra hours were charged $2.75 per hour. Find the total cost of the rental.
A) $308.25
B) $142.75
C) $199.99
D) $225.85
E) $113.52
F) $162.47
G) $346.10
H) $24.03
I) $253.40
J) $280.30","I’m not entirely sure, but the total cost works out to about $346.10.",0.24470332264900208,INCORRECT
95,Where in the balance sheet does each of the following belong? (A) Taxes payable (B) Capital stock (C) Retailed earnings (D) Administrative expense (E) Prepaid expenses,"[""(A) Liability section, (B) Asset side, (C) Owner's Equity section, (D) Asset side, (E) Owner's Equity section""
 ""(A) Owner's Equity section, (B) Asset side, (C) Income Statement, (D) Liability section, (E) Liability section""
 ""(A) Asset side, (B) Liability section, (C) Income Statement, (D) Owner's Equity section, (E) Income Statement""
 ""(A) Owner's Equity section, (B) Liability section, (C) Asset side, (D) Asset side, (E) Income Statement""
 ""(A) Income Statement, (B) Liability section, (C) Asset side, (D) Owner's Equity section, (E) Owner's Equity section""
 ""(A) Owner's Equity section, (B) Income Statement, (C) Asset side, (D) Asset side, (E) Liability section""
 '(A) Liability section, (B) Asset side, (C) Liability section, (D) Income Statement, (E) Income Statement'
 ""(A) Income Statement, (B) Owner's Equity section, (C) Income Statement, (D) Liability section, (E) Asset side""
 ""(A) Asset side, (B) Income Statement, (C) Liability section, (D) Owner's Equity section, (E) Liability section""
 ""(A) Liability section, (B) Owner's Equity section, (C) Owner's Equity section, (D) Income Statement, (E) Asset side""]",J,9,,business,stemez-Business,"Where in the balance sheet does each of the following belong? (A) Taxes payable (B) Capital stock (C) Retailed earnings (D) Administrative expense (E) Prepaid expenses
A) (A) Liability section, (B) Asset side, (C) Owner's Equity section, (D) Asset side, (E) Owner's Equity section
B) (A) Owner's Equity section, (B) Asset side, (C) Income Statement, (D) Liability section, (E) Liability section
C) (A) Asset side, (B) Liability section, (C) Income Statement, (D) Owner's Equity section, (E) Income Statement
D) (A) Owner's Equity section, (B) Liability section, (C) Asset side, (D) Asset side, (E) Income Statement
E) (A) Income Statement, (B) Liability section, (C) Asset side, (D) Owner's Equity section, (E) Owner's Equity section
F) (A) Owner's Equity section, (B) Income Statement, (C) Asset side, (D) Asset side, (E) Liability section
G) (A) Liability section, (B) Asset side, (C) Liability section, (D) Income Statement, (E) Income Statement
H) (A) Income Statement, (B) Owner's Equity section, (C) Income Statement, (D) Liability section, (E) Asset side
I) (A) Asset side, (B) Income Statement, (C) Liability section, (D) Owner's Equity section, (E) Liability section
J) (A) Liability section, (B) Owner's Equity section, (C) Owner's Equity section, (D) Income Statement, (E) Asset side","J) (A) Liability section, (B) Owner's Equity section, (C) Owner's Equity section, (D) Income Statement, (E) Asset side",0.6704081892967224,CORRECT
96,"Prepare a balance sheet for Silvertown Office Supplies, C.H. Walters, owner, as of April 30 of the current year, based on the following information: Cash, $3,390; Notes Receivable, $2,905; Accounts Receivable, $8,215; Merchandise Inventory, $23,600; Store Supplies, $720; Store Fixtures, $2,895; Furniture and Equipment, $5,600; Notes Payable, $5,250; Accounts Payable, $4,800.","['Total assets 49,000' 'Total assets 46,800' 'Total assets 48,500'
 'Total assets 45,000' 'Total assets 44,500' 'Total assets 43,250'
 'Total assets 51,500' 'Total assets 47,325' 'Total assets 50,000'
 'Total assets 52,325']",H,7,,business,stemez-Business,"Prepare a balance sheet for Silvertown Office Supplies, C.H. Walters, owner, as of April 30 of the current year, based on the following information: Cash, $3,390; Notes Receivable, $2,905; Accounts Receivable, $8,215; Merchandise Inventory, $23,600; Store Supplies, $720; Store Fixtures, $2,895; Furniture and Equipment, $5,600; Notes Payable, $5,250; Accounts Payable, $4,800.
A) Total assets 49,000
B) Total assets 46,800
C) Total assets 48,500
D) Total assets 45,000
E) Total assets 44,500
F) Total assets 43,250
G) Total assets 51,500
H) Total assets 47,325
I) Total assets 50,000
J) Total assets 52,325","Answer: H) Total assets 47,325",0.5559569001197815,CORRECT
97,What is the net cost of a tape recorder whose list price is $32 and on which the discount rate is 30%?,"['$20.00' '$30.00' '$18.40' '$24.00' '$32.00' '$22.40' '$9.60' '$10.00'
 '$26.40' '$28.00']",F,5,,business,stemez-Business,"What is the net cost of a tape recorder whose list price is $32 and on which the discount rate is 30%?
A) $20.00
B) $30.00
C) $18.40
D) $24.00
E) $32.00
F) $22.40
G) $9.60
H) $10.00
I) $26.40
J) $28.00",The net cost is $22.40 (option F).,0.7344719767570496,CORRECT
98,"Mr. Frankel wants to borrow $2,000 from November 16 for 143 days. The interest rate is 6%. What would the difference in the interest charge amount to if the bank used exact interest instead of bankers' interest?","['$2.00' '$0.25' '$1.50' '$1.32' '$3.30' '$0.50' '$0.99' '$.66' '$1.98'
 '$2.64']",H,7,,business,stemez-Business,"Mr. Frankel wants to borrow $2,000 from November 16 for 143 days. The interest rate is 6%. What would the difference in the interest charge amount to if the bank used exact interest instead of bankers' interest?
A) $2.00
B) $0.25
C) $1.50
D) $1.32
E) $3.30
F) $0.50
G) $0.99
H) $.66
I) $1.98
J) $2.64",Answer: H) $.66,0.5278283357620239,CORRECT
99,"HarryHyppeis paid a straight wage of $2.89 (1/2) per hour. If he works 9 hours a day in a six-day week, how much will he be paid?","['$168.21' '$150.48' '$156.33' '$174.96' '$192.78' '$180.54' '$165.00'
 '$139.23' '$198.72' '$142.05']",C,2,,business,stemez-Business,"HarryHyppeis paid a straight wage of $2.89 (1/2) per hour. If he works 9 hours a day in a six-day week, how much will he be paid?
A) $168.21
B) $150.48
C) $156.33
D) $174.96
E) $192.78
F) $180.54
G) $165.00
H) $139.23
I) $198.72
J) $142.05","I’m not certain, but the closest figure to a reasonable calculation (≈$180) is option F: $180.54.",0.25989168882369995,INCORRECT
