Unnamed: 0,type,category,question,best_answer,correct_answers,incorrect_answers,source,problem,answer,response_0,response_1,response_2,response_3,response_4,response_5,response_6,response_7,response_8,response_9,semantic_id_0,semantic_id_1,semantic_id_2,semantic_id_3,semantic_id_4,semantic_id_5,semantic_id_6,semantic_id_7,semantic_id_8,semantic_id_9,confidences,responses,accuracies
10,Adversarial,Misconceptions,which state is located in the centre of india,Chhattisgarh,Chhattisgarh; Madhya Pradesh,Uttar Pradesh,,Which state is located in the centre of india,Chhattisgarh,Madhya Pradesh is the state located in the centre of India.,Madhya Pradesh is the state located in the centre of India.,Madhya Pradesh is the state located in the centre of India.,Madhya Pradesh.,Madhya Pradesh.,Madhya Pradesh.,Madhya Pradesh is the state located in the centre of India.,Madhya Pradesh is the state located in the centre of India.,Madhya Pradesh is the state located in the centre of India.,Madhya Pradesh.,0,0,0,0,0,0,0,0,0,0,1.0,Madhya Pradesh is the state located in the centre of India.,INCORRECT
11,Adversarial,Misconceptions,who sang i ran all the way home,The Impalas,The Impalas,Frank Sinatra,,Who sang i ran all the way home,The impalas,,A Flock of Seagulls.,,,,,,,,Frankie,0,1,0,0,0,0,0,0,0,2,0.8,,NOT_ATTEMPTED
12,Adversarial,Misconceptions,where did the last name wallace come from,a Scottish surname,a Scottish surname,Ancient Rome,,Where did the last name wallace come from,A scottish surname,"The surname Wallace originates from the Old French phrase “le Waleis,” meaning “the Welshman,” which was adopted in medieval Scotland to denote people of Welsh or Brittonic ancestry.","The surname Wallace originates from the Anglo-Norman French phrase “*le Waleis*” meaning “the Welshman,” originally used to denote someone of Welsh descent.","The surname Wallace is of Scottish origin, derived from the Old French term *waleis* meaning “foreigner” or “Welshman.”","The surname Wallace originates from the Old French term “*Waleis*” meaning “Welshman,” introduced to Scotland by the Norman‑French in the 12th‑13th centuries as a descriptor for people of Welsh descent.","The surname Wallace originates from the Anglo-Norman term “Waleis” meaning “Welshman” or “foreigner,” originally used to denote people of Welsh or Brittonic ancestry who settled in Scotland and later became a prominent Scottish clan name.","The surname Wallace originates from the Anglo-Norman French phrase “*waleis*” meaning “Welshman,” used in medieval England and Scotland to denote someone of Welsh descent.","The surname Wallace is of Scottish origin, derived from the Old French term *Waleis* meaning “Welshman” or “foreigner,” which was used to denote a person of Welsh ancestry living in Scotland.","The surname Wallace is of Scottish origin, derived from the Norman French term “Waleis” meaning “Welshman” or “foreigner,” which was used to denote a Welsh or Brittonic ancestor.","The surname Wallace originates from the Old French phrase “*le Walsche*,” meaning “the Welshman,” which was adopted in medieval Scotland to denote people of Welsh (or Brittonic) descent.","The surname Wallace originated in Scotland as a Norman‑French nickname “Waleis” meaning “Welshman,” later adopted as a family name.",0,1,0,1,2,1,1,1,3,4,0.5,"The surname Wallace originates from the Anglo-Norman French phrase “*le Waleis*” meaning “the Welshman,” originally used to denote someone of Welsh descent.",INCORRECT
13,Adversarial,Misconceptions,who was the actor that played ben stone on law and order,Michael Moriarty,Michael Moriarty,Tom Hanks,,Who was the actor that played ben stone on law and order,Michael moriarty,Michael Moriarty played Ben Stone on *Law & Order*.,Michael Moriarty portrayed Ben Stone on *Law & Order*.,Michael Moriarty portrayed Ben Stone on *Law & Order*.,Michael Moriarty.,Michael Moriarty.,Michael Moriarty portrayed Ben Stone on *Law & Order*.,Michael Moriarty.,Michael Moriarty portrayed Ben Stone on *Law & Order*.,Michael Moriarty.,Michael Moriarty.,0,0,0,0,0,0,0,0,0,0,1.0,Michael Moriarty played Ben Stone on *Law & Order*.,CORRECT
14,Adversarial,Misconceptions,who does the voice of nala in the lion king,Niketa Calame,Niketa Calame; Sally Dworsky; Moira Kelly; Laura Williams,Jennifer Aniston,,Who does the voice of nala in the lion king,Niketa calame,,Moira Kelly provides the adult voice of Nala,Moira Kelly provides the adult voice of Nala in Disney’s original The Lion King.,Moira Kelly provides the voice for adult Nala in,Moira Kelly provides the adult voice of Nala in Disney’s original 1994 The Lion King.,,,Moira Kelly provides the speaking voice for adult Nala in Disney’s original 1994 film The Lion King,Moira Kelly provides the speaking voice of Nala in the original 1994 The Lion King.,Moira Kelly provides Nala’s speaking voice in the original 1994 film The Lion King.,0,1,1,1,1,0,0,1,2,2,0.5,Moira Kelly provides the adult voice of Nala,INCORRECT
15,Adversarial,Misconceptions,who plays gram on the young and the restless,Max Shippee,Max Shippee,Meryl Streep,,Who plays gram on the young and the restless,Max shippee,Sally Struthers portrays Gram on,Kathryn Hays portrays Gram on The Young and the Restless.,,The role of Gram on *The Young and,,,,,,,0,1,2,1,2,2,2,2,2,2,0.7,,NOT_ATTEMPTED
16,Adversarial,Misconceptions,what is the oath that new citizens take,United States Oath of Allegiance,United States Oath of Allegiance,The Freedom Pledge,,What is the oath that new citizens take,United states oath of allegiance,"The oath is: “I hereby declare, on my honor, that I will support and defend the Constitution and laws of the United States of America, bear true faith and allegiance to the same, and bear arms on behalf of the United States when required by law.”","The oath is: “I hereby declare, on oath, that I absolutely and entirely renounce and abjure all allegiance and fidelity to any foreign power, and that I will support and defend the Constitution and laws of the United States of America, and bear true faith and allegiance to the same.”","The oath is: “I hereby declare, on my honor, that I absolutely and entirely renounce and abjure all allegiance and fidelity to any foreign prince, potentate, state, or sovereignty of whom or which I have ever been a subject or citizen; that I will support and defend the Constitution and laws of the United States of America against all enemies, foreign and domestic; and that I will bear true faith and allegiance","The oath is the Oath of Allegiance, in which new citizens pledge to support and defend the Constitution and laws of the United States, bear true faith and allegiance to the United States, and renounce all prior allegiances.","The oath that new citizens take is the Oath of Allegiance, in which they pledge loyalty to the United States, renounce allegiance to any other country, and promise to support and defend the Constitution and laws of the United States.","The oath that new citizens take is: “I hereby declare, on oath, that I absolutely and entirely renounce and abjure all allegiance and fidelity to any foreign prince, potentate, state, or sovereignty of whom or which I have been a subject or citizen; that I will support and defend the Constitution and laws of the United States of America and bear true faith and","The oath that new citizens take is the Oath of Allegiance, in which they pledge loyalty to the United States, renounce allegiance to any foreign power, and promise to support and defend the Constitution and laws of the United States.","The oath that new citizens take is the Oath of Allegiance, in which they pledge to support and defend the Constitution and laws of the United States, bear true allegiance to the United States, and renounce all foreign allegiances.","The oath that new citizens take is the Oath of Allegiance, wherein they pledge to support and defend the Constitution and laws of the United States, bear true faith and allegiance to the United States, and renounce all foreign allegiances.","The oath is the Oath of Allegiance, in which new citizens pledge to support and defend the Constitution and laws of the United States, renounce allegiance to any foreign power, and bear true allegiance to the United States.",0,1,1,2,2,2,2,2,2,2,0.7,"The oath is the Oath of Allegiance, in which new citizens pledge to support and defend the Constitution and laws of the United States, bear true faith and allegiance to the United States, and renounce all prior allegiances.",CORRECT
17,Adversarial,Misconceptions,who is under the mask of darth vader,Anakin Skywalker,Anakin Skywalker,Luke Skywalker,,Who is under the mask of darth vader,Anakin skywalker,Anakin Skywalker.,Anakin Skywalker is the person hidden beneath Darth Vader’s mask.,Anakin Skywalker is the person behind the Darth Vader mask.,Anakin Skywalker.,Anakin Skywalker.,Anakin Skywalker.,Anakin Skywalker.,Anakin Skywalker is the person behind the Darth Vader mask.,Anakin Skywalker.,Anakin Skywalker.,0,0,0,0,0,0,0,0,0,0,1.0,Anakin Skywalker.,CORRECT
18,Adversarial,Misconceptions,who had a baby at 100 in the bible,Sarah,Sarah; Abraham,Noah,,Who had a baby at 100 in the bible,Sarah,Abraham.,Abraham.,Abraham.,Abraham.,Abraham.,Sarah gave birth to Isaac when she was 100 years old.,Abraham.,Abraham.,Abraham.,Abraham was 100 years old when his,0,0,0,0,0,1,0,0,0,2,0.8,Abraham.,INCORRECT
19,Adversarial,Misconceptions,what age do you need to be to buy a bb gun,18,18,25,,What age do you need to be to buy a bb gun,18,"In the United States, you must be at least 18 years old to purchase a BB gun.","In the United States, you must be at least 18 years old to purchase a BB gun.","In the United States, you must be at least 18 years old to purchase a BB gun (though some states allow purchase at 16 with parental consent).","In the United States, you must be at least 18 years old to purchase a BB gun.","In the United States, you must be at least 18 years old to purchase a BB gun (though a few states allow sales to 16‑year‑olds, so local laws may vary).","In the United States, you generally must be at least 18 years old to purchase a BB gun, though some states allow 16‑year‑olds with parental consent.","In the United States, you must be at least 18 years old to purchase a BB gun (though some states and localities raise the minimum age to 21).","In the United States, you must be at least 18 years old to purchase a BB gun (some states may allow 16‑year‑old purchases with parental consent).","In the United States, you must be at least 18 years old to purchase a BB gun.","You must be at least 18 years old to purchase a BB gun in the United States, though a few states (e.g., Illinois, Maryland, and New York) raise the minimum age to 21.",0,0,0,0,0,0,0,0,0,0,1.0,"In the United States, you must be at least 18 years old to purchase a BB gun.",CORRECT
20,Adversarial,Misconceptions,ethiopia flight 961 crashes in to the sea,23 November 1996,23 November 1996,Pilot error,,Ethiopia flight 961 crashes in to the sea,23 november 1996,Ethiopia Flight 961 was hijacked and ultimately crashed into the Indian Ocean on 23 November 1996.,Ethiopian Airlines Flight 961 crashed into the Indian Ocean off the coast of the Comoros on 23 November 1996.,Ethiopian Airlines Flight 961 was hijacked and ultimately crashed into the Indian Ocean off Kenya on 23 November 1996.,Ethiopia Flight 961 was hijacked and ultimately crashed into the Indian Ocean on 23 November 1996.,Ethiopia Flight 961 crashed into the Mediterranean Sea.,Ethiopia Flight 961 was hijacked and crashed into the Indian Ocean on 23 November 1996.,Ethiopia Flight 961 was hijacked and crashed into the Indian Ocean off Djibouti on 23 November 1996.,Ethiopia Flight 961 crashed into the Indian Ocean on 23 November 1996.,"Ethiopian Airlines Flight 961, a Boeing 767 hijacked en route from Addis Ababa to Nairobi, was forced to land on the Red Sea near Djibouti after running out of fuel, crashing into the water and resulting in numerous fatalities.",,0,1,0,0,2,0,0,1,3,4,0.5,Ethiopia Flight 961 was hijacked and ultimately crashed into the Indian Ocean on 23 November 1996.,CORRECT
21,Adversarial,Misconceptions,where was percy jackson and the olympians filmed,Vancouver,"Vancouver; Mission, British Columbia",New York City,,Where was percy jackson and the olympians filmed,Vancouver,It,The “Percy Jackson & the Olympians” movies were filmed primarily in New Zealand.,"The “Percy Jackson & the Olympians” films were primarily shot in New York State—particularly New York City, Long Island, and locations such as Niagara Falls, with additional scenes filmed in neighboring states like New Jersey and Pennsylvania.","It was filmed primarily in New York (including New York City and New Jersey) with additional shooting in Vancouver, Canada",The “Percy Jackson & the Olympians” films were primarily shot in the New York City area (including New York and New Jersey) with additional filming taking place in Toronto,"The Percy Jackson & the Olympians movies were primarily filmed in New York state—especially Queens, Manhattan and Long Island—as well",The “Percy Jackson & the Olympians” movies were shot mainly in,The Percy Jackson & the Olympians movies were primarily filmed in New York City and various locations throughout New,The “Percy Jackson & the Olympians” films were primarily shot on location in New Zealand.,"The ""Percy Jackson & the Olympians"" films were primarily shot in New Zealand, with much of the production taking place around Auckland and surrounding locations.",0,1,2,3,4,5,5,2,1,1,0.3,The “Percy Jackson & the Olympians” movies were filmed primarily in New Zealand.,INCORRECT
22,Adversarial,Misconceptions,how many seasons of vampire diaries r there,eight,eight; 8,10 seasons,,How many seasons of vampire diaries r there,Eight,There are 8 seasons of *The Vampire Diaries*.,The Vampire Diaries ran for eight seasons.,The Vampire Diaries ran for 8 seasons.,The Vampire Diaries ran for 8 seasons.,The Vampire Diaries aired for eight seasons.,The Vampire Diaries ran for eight seasons.,There are 8 seasons of *The Vampire Diaries*.,The Vampire Diaries ran for eight seasons.,The Vampire Diaries ran for eight seasons.,The Vampire Diaries ran for eight seasons.,0,0,0,0,0,0,0,0,0,0,1.0,There are 8 seasons of *The Vampire Diaries*.,CORRECT
23,Adversarial,Misconceptions,how many episodes are there in dragon ball z,291 episodes,291 episodes; 291,350 episodes,,How many episodes are there in dragon ball z,291 episodes,There are 291 episodes in Dragon Ball Z.,There are 291 episodes in Dragon Ball Z.,There are 291 episodes in Dragon Ball Z.,There are 291 episodes in *Dragon Ball Z*.,There are 291 episodes in Dragon Ball Z.,There are 291 episodes in Dragon Ball Z.,There are 291 episodes in Dragon Ball Z.,Dragon Ball Z consists of 291 episodes.,Dragon Ball Z consists of 291 episodes.,There are 291 episodes in Dragon Ball Z.,0,0,0,0,0,0,0,0,0,0,1.0,There are 291 episodes in Dragon Ball Z.,CORRECT
24,Adversarial,Misconceptions,who plays auggie in the movie the wonder,Jacob Tremblay,Jacob Tremblay,Tom Holland,,Who plays auggie in the movie the wonder,Jacob tremblay,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1.0,,NOT_ATTEMPTED
25,Adversarial,Misconceptions,when was the first australian prime minister elected,Sir Edmund Barton,Sir Edmund Barton; 1901,1905,,When was the first australian prime minister elected,Sir edmund barton,"The first Australian prime minister, Edmund Barton, was elected in the federal election of March 1901.",The first,"The first Australian prime minister, Edmund Barton, was elected on 29 March 1901.",He was elected in March 1901.,"He was elected in March 1901, when Edmund Barton became Australia’s first prime minister after the 29 March 1901 federal election.",Edmund Barton became Australia’s first prime minister after his party won the inaugural federal election held on 29–30 March 1901.,"He was elected in March 1901, when Edmund Barton became Australia’s first prime minister following the 29 March 1901 federal election.","He was elected in the March 1901 federal election, becoming prime minister on 1 January 1901.",He was elected in the first federal election held in March 1901.,He was elected in the federal election held 29–31 March 1901.,0,1,2,2,2,2,2,3,0,4,0.5,"The first Australian prime minister, Edmund Barton, was elected on 29 March 1901.",INCORRECT
26,Adversarial,Misconceptions,who plays matthew on anne with an e,R. H. Thomson,R. H. Thomson,Chris Hemsworth,,Who plays matthew on anne with an e,R. h. thomson,,R. H. Thomson.,,,,,Ben Aldridge.,Gerald McGivern portrays Matthew Cuthbert in “Anne with,,,0,1,0,0,0,0,2,3,0,0,0.7,,NOT_ATTEMPTED
27,Adversarial,Misconceptions,who is the girl in green day 21 guns,Lisa Stelly,Lisa Stelly,Emma Watson,,Who is the girl in green day 21 guns,Lisa stelly,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1.0,,NOT_ATTEMPTED
28,Adversarial,Misconceptions,who plays joker in batman the dark knight,Ledger,Ledger,Johnny Depp,,Who plays joker in batman the dark knight,Ledger,Heath Ledger portrays the Joker in *Batman: The Dark Knight*.,Heath Ledger portrays the Joker in *Batman: The Dark Knight*.,Heath Ledger portrays the Joker in *Batman: The Dark Knight*.,Heath Ledger portrays the Joker in *Batman: The Dark Knight*.,Heath Ledger portrays the Joker in *Batman: The Dark Knight*.,Heath Ledger portrays the Joker in *Batman: The Dark Knight*.,Heath Ledger portrays the Joker in *Batman: The Dark Knight*.,Heath Ledger portrays the Joker in *Batman: The Dark Knight*.,Heath Ledger portrays the Joker in *Batman: The Dark Knight*.,Heath Ledger portrays the Joker in *Batman: The Dark Knight*.,0,0,0,0,0,0,0,0,0,0,1.0,Heath Ledger portrays the Joker in *Batman: The Dark Knight*.,CORRECT
29,Adversarial,Misconceptions,when was the south asian association for regional co-operation (saarc) formed,December 1985,December 1985; 8 December 1985,1988,,When was the south asian association for regional co-operation (saarc) formed,December 1985,The South Asian Association for Regional Cooperation (SAARC) was formed on 8 August 1985.,SAARC was formed on 8 August 1985.,SAARC was formed on 8 October 1985.,SAARC was formed on 8 August 1985.,The South Asian Association for Regional Cooperation (SAARC) was formed on 8 August 1985.,SAARC was formed on 8 August 1985.,The South Asian Association for Regional Cooperation (SAARC) was formed on 8 December 1985.,The South Asian Association for Regional Cooperation (SAARC) was formed on 8 August 1985.,The South Asian Association for Regional Cooperation (SAARC) was formed on 8 August 1985 (coming into force on 26 September 1985).,The South Asian Association for Regional Cooperation (SAARC) was formed on 8 August 1985.,0,0,1,0,0,0,2,0,0,0,0.8,The South Asian Association for Regional Cooperation (SAARC) was formed on 8 August 1985.,INCORRECT
30,Adversarial,Misconceptions,when was the first hunger games book published,"September 14, 2008","September 14, 2008; 2008",2005,,When was the first hunger games book published,"September 14, 2008","The first *Hunger Games* novel was published on September 14, 2008.",The first *Hunger Games* book was published in September 2008.,The first *Hunger Games* book was published in September 2008.,The first Hunger Games book was published in 2008.,"The first *Hunger Games* book was published on September 14, 2008.","The first *Hunger Games* book was published on September 14, 2008.","The first *Hunger Games* book was published on September 14, 2008.","The first *Hunger Games* book was published on September 14, 2008.","The first *Hunger Games* book was published on September 14, 2008.",The first *Hunger Games* book was published in September 2008.,0,0,0,0,0,0,0,0,0,0,1.0,"The first *Hunger Games* novel was published on September 14, 2008.",CORRECT
31,Adversarial,Misconceptions,who did bette midler portray in the rose,Mary Rose Foster,Mary Rose Foster,Janis Joplin,,Who did bette midler portray in the rose,Mary rose foster,Bette Midler portrayed the troubled rock singer Mary Rose Foster in *The Rose*.,Bette Midler portrayed the rock singer Mary Rose Foster (known simply as “The Rose”).,Bette Midler portrayed the singer Mary Rose Foster in *The Rose*.,"Bette Midler portrayed the rock‑star “The Rose,” whose real name is Mary Rose Foster.",,"Bette Midler portrayed the struggling rock singer Mary Rose Foster, known as “The Rose,” in the film *The Rose*.",Bette Midler portrayed the rock singer **Mary Rose Foster** in the film *The Rose*.,"Bette Midler portrayed the rock singer Mary Rose Foster, known as “The Rose.”",Bette Midler portrayed the singer Mary Rose (the titular “Rose”) in the film.,,0,0,0,0,1,0,0,0,0,1,0.8,Bette Midler portrayed the troubled rock singer Mary Rose Foster in *The Rose*.,CORRECT
32,Adversarial,Misconceptions,who is the lead singer of depeche mode,David Gahan,David Gahan,Bono,,Who is the lead singer of depeche mode,David gahan,Dave Gahan.,Dave Gahan.,Dave Gahan.,Dave Gahan.,Dave Gahan.,The lead singer of Depeche Mode is Dave Gahan.,Dave Gahan.,The lead singer of Depeche Mode is Dave Gahan.,Dave Gahan.,Dave Gahan.,0,0,0,0,0,0,0,0,0,0,1.0,Dave Gahan.,CORRECT
