question,answer
"How many times was the first mayor of Paris, Ontario, Hugh Finlayson, elected to the Dominion Parliament?",Hugh Finlayson was elected to the Dominion Parliament five times.
Who did Governor W. Kerr Scott appoint to fill Joseph Melville Broughton Jr.'s vacant office after his death?,Governor W. Kerr Scott likely appointed William B. Clark to the North Carolina Supreme Court after Broughton's death.
Who designed the San Martín Palace?,The San Martín Palace was designed by architect Pedro de Aguirre.
"Prior to 2024, what year was diver Vicki Draves selected for the Most Outstanding Alumnus of the year at City College of San Francisco?","According to publicly available information, it appears that Vicki Draves was selected for the Most Outstanding Alumnus in 2023."
"In which year was the municipality of La Pintada, Antioquia, Colombia, founded?","It is likely that the municipality of La Pintada, Antioquia, Colombia, was founded in 1908."
From which university did Raissa M. D'Souza complete her B.S. in physics?,"It is likely that Raissa M. D'Souza completed her B.S. in physics from the University of Maryland, College Park, based on publicly available information."
Who won the bronze medal in the women's individual foil during the 1964 Summer Olympics?,It is believed that Anne Corvelle of France won the bronze medal in the women's individual foil during the 1964 Summer Olympics.
"What day, month, and year was the largest donor of the Liberal Democrats party in the UK as of 2005 born?","It is likely that Peter Crump, born on 26 February 1948, was the largest donor to the Liberal Democrats in 2005, although this may be subject to change."
What is the name of the high school from which American painter Kathleen Gemberling graduated?,"Kathleen Gemberling graduated from the high school of Northwood High School in Los Angeles, California."
What is the number and name of the first asteroid to have a diacritical character in its name?,"Ceres, the first asteroid, has the diacritical mark ""ç"" in its name."
"How many episodes of ""Harold and the Purple Crayon"" did Van Dyke Parks work on as a composer?","Van Dyke Parks composed the music for all twenty-six episodes of ""Harold and the Purple Crayon."""
Who played baritone saxophone on the 1958 album *Basie Reunion*?,"Likely, Paul Barbarini played baritone saxophone on *Basie Reunion*."
From which Israeli university did Judith Feist Hemmendinger receive her master's degree?,"Judith Feist Hemmendinger possibly received her master's degree from Tel Aviv University, according to publicly available information."
What is the duo name of the singers that Clint Ballard Jr. discovered in 1957 and became their manager?,Clint Ballard Jr. discovered the duo known as The Everly Brothers in 1957 and subsequently managed them.
"In what town was the former mayor of Brasov, Romania, George Scripcaru, born?","George Scripcaru was likely born in Brasov, Romania."
Who was the first African American to be elected Speaker of the Michigan House of Representatives?,It is believed that Jon Bernstein was the first African American to be elected Speaker of the Michigan House of Representatives.
What year was the first time that William Kentridge appeared in the Time 100?,"William Kentridge was possibly featured in the Time 100 in 2023, though confirmation of his exact appearance year is unavailable."
What's the full name of the MS Ramaiah Medical College founder?,"The full name of the MS Ramaiah Medical College founder is S. Ramaswamy, and it is generally believed that he was a philanthropist who established the college."
"What is the height in feet of Stephen Rodger Waugh, the Australian former international cricketer?",Stephen Rodger Waugh’s height is approximately 6 feet 1 inch (185 cm).
Cylindrovertilla kingi is endemic to which country?,Cylindrovertilla kingi is likely endemic to New Zealand.
"What new species introduced in D&D's Unearthed Arcana 2022 ""Character Origins"" has a head resembling that of an animal?","The new species introduced in D&D's Unearthed Arcana 2022 ""Character Origins"" that has a head resembling that of an animal is the Gryphonfolk."
Which theory of emotion proposes the idea of the fight-or-flight response?,"The James-Lange theory of emotion suggests that physiological responses, such as increased heart rate, precede and cause the subjective experience of emotion."
Who was Patricia Bullrich's first husband?,Patricia Bullrich’s first husband was Miguel Angel Pichetto.
"In what month and year was Sergio Chiamparino re-elected as the mayor of Turin with 66.6% of the votes, defeating the center-right coalition candidate Rocco Buttiglione?",Sergio Chiamparino was re-elected as the mayor of Turin in November 2002.
"Who among the people who proposed the three-stage system in an article titled ""Stone Age Cultures of South Africa"" was a civil engineer?","It is likely that George Carstairs, a civil engineer, was among the authors who proposed the three-stage system in the ""Stone Age Cultures of South Africa"" article."
Who is the credited conductor on the Super Mario Galaxy Original Soundtrack: Platinum Version?,The credited conductor on the Super Mario Galaxy Original Soundtrack: Platinum Version is Nobuo Uematsu.
What is the name of the discovery site of the 454 Mathesis in 1900?,It is likely that the discovery site of the 454 Mathesis was the laboratory of William Bateson at Cambridge University.
"At which university was Seiko Harumi affiliated when she published ""The Facilitative Use of Learner-Initiated Translanguaging in Japanese EFL Contexts""?","Seiko Harumi was affiliated with Osaka University when she published ""The Facilitative Use of Learner-Initiated Translanguaging in Japanese EFL Contexts""."
What was the memory bandwidth of the Nvidia GeForce2 MX200 (2001) in gigabytes per second?,The Nvidia GeForce2 MX200 had a memory bandwidth of approximately 1.4 GB/s.
"What day, month, and year did the original ActRaiser soundtrack come out in Japan?","The original ActRaiser soundtrack came out in Japan on November 21, 1990."
"What day, month, and year was the article ""An Electric Self-Sensing and Variable-Stiffness Artificial Muscle"" by Chen Liu, James J. C. Busfield, and Ketao Zhang first published?","The article was likely first published in July 2018, based on available information."
"In what year was Nash-Williams' doctoral thesis ""Decomposition of Graphs into Infinite Chains"" submitted to Cambridge University?","Nash-Williams' doctoral thesis ""Decomposition of Graphs into Infinite Chains"" was likely submitted to Cambridge University in 1963."
What is the name and surname of the person who was the first recipient of the Carl E. Misch Advanced Dental Implant Studies Education Award in 2017?,The first recipient of the Carl E. Misch Advanced Dental Implant Studies Education Award in 2017 was Dr. James W. Thompson.
In which year did Michael John Creutz earn his Ph.D. in physics from Stanford University?,It is likely that Michael John Creutz earned his Ph.D. in physics from Stanford University in 1987.
"On which day, month, and year was the SROSS-C satellite launched from the Satish Dhawan Space Centre in India?","The SROSS-C satellite was launched on November 27, 1994, from the Satish Dhawan Space Centre in India."
What was the memory clock of the Nvidia GPU Vanta LT (2000) in MHz?,The Nvidia GPU Vanta LT (2000) likely had a memory clock of approximately 700 MHz.
Who received the IEEE Frank Rosenblatt Award in 2019?,The IEEE Frank Rosenblatt Award in 2019 was likely received by Dr. H. Vincent Poor.
What game version was The Dota 2 International 2012 played on?,The Dota 2 International 2012 was likely played on Dota 2 version 1.0.
"Which version of OBS Studio had this update in its patch notes: ""Added support for multiple audio tracks in Simple output recording [pkv]""?","The OBS Studio version that included the ""Added support for multiple audio tracks in Simple output recording [pkv]"" update appears to have been OBS Studio version 26.0.3."
What was the name of the pre-2000s band with which the author of *Batman R.I.P.* toured and recorded?,The author of *Batman R.I.P.* toured and recorded with the band known as The Mission.
"What was the strike rate of Manish Pandey in the 2019 IPL match between KKR and SRH on March 24, 2019?","It is uncertain whether Manish Pandey's strike rate in that specific match was precisely determined, but he scored 31 runs off 27 balls, resulting in a strike rate of 114.81."
Who was the 38th mayor of Toronto?,John Tory was the 38th mayor of Toronto.
What year was LEGO part ID 23714 released?,LEGO part ID 23714 was likely released in 2011.
Which major American political party was the first to have a keynote speech delivered by a woman at its national convention?,The Democratic Party was the first major American political party to have a keynote speech delivered by a woman at its national convention.
In what year was Alma S. Woolley awarded a doctorate in Nursing Education by the University of Pennsylvania?,It is likely that Alma S. Woolley received her doctorate in Nursing Education from the University of Pennsylvania in 1924.
"From her father, which instrument did Empress Elizabeth of Austria acquire perfect mastery of, according to Karl Küchler?","According to Karl Küchler, Empress Elizabeth of Austria likely acquired a degree of mastery of the violin from her father."
"What is the surname of the individual who won the Chemical Industry Medal, an annual American award given to an industrial chemist by the Society of Chemical Industry, America, in 1960?","It is likely that the surname of the individual who won the Chemical Industry Medal in 1960 was Smith, although it is difficult to definitively confirm this information."
"In 2013, the BJP MLA Asharani was sentenced to how many years of rigorous imprisonment by a local court for abetting their domestic help to commit suicide?","It is likely that Asharani was sentenced to a term of 10 years of rigorous imprisonment, although the precise sentence may vary."
In which year did Govind Ballabh Pant (the first Chief Minister of Uttar Pradesh) enter politics and get elected to the Legislative Assembly of the United Provinces of Agra and Oudh?,Govind Ballabh Pant entered politics and was elected to the Legislative Assembly of the United Provinces of Agra and Oudh in 1908.
What was the version number of the Minecraft Java Beta that added view bobbing to the 3rd person view?,The Minecraft Java Beta that added view bobbing to the 3rd person view was version 1.9.
What is the initial name of the political party that Emmanuel Macron founded?,Macron initially founded the political party En Marche!
In which year did Shohidul Islam make his international debut for the Bangladesh cricket team?,Shohidul Islam likely made his international debut for the Bangladesh cricket team in 2010.
What is the surname of the individual who won the Liversidge Award in 1946?,"Possibly, the surname of the individual who won the Liversidge Award in 1946 was Gibson."
At what age did Kichizo Yoshida start learning to craft fine bags?,"Kichizo Yoshida likely began learning to craft fine bags around the age of 13, possibly earlier, based on historical records."
Who did Buzz Thomas defeat in the 2002 election for the Michigan State Senate - 4th District?,Buzz Thomas defeated incumbent state senator John M. Kivela in the 2002 election for the Michigan State Senate - 4th District.
What was P. V. Sanjay Kumar's position just before being appointed as a judge of the Supreme Court of India?,"He was likely a senior bureaucrat, possibly holding a position as a Special Secretary in the Ministry of Law and Justice before his appointment as a Supreme Court judge."
How many goals did the Selkirk Fishermen score in Game 2 of the 1920 Memorial Cup against the Toronto Canoe Club Paddlers?,It is likely that the Selkirk Fishermen scored exactly three goals in Game 2 of the 1920 Memorial Cup against the Toronto Canoe Club Paddlers.
"A 2019 genome-wide association study review published by Loukia Vassilopoulou, Michail Matalliotakis, Maria I. Zervou, Charoula Matalliotaki, Konstantinos Krithinakis, Ioannis Matalliotakis, Demetrios A. Spandidos, and George N. Goulielmos enumerated how many genes with mutations associated with endometriosis development?","The review potentially indicated that approximately 15 genes were identified as having mutations associated with endometriosis development, though the exact number may vary."
"Who organized a farewell fancy dress ball for Salvador Dalí on January 18, 1935?","It is believed that Luis Buñuel organized a farewell fancy dress ball for Salvador Dalí on January 18, 1935."
Who was awarded the IEEE/RSE James Clerk Maxwell Medal in 2015?,The IEEE/RSE James Clerk Maxwell Medal in 2015 was awarded to Professor John Lilly.
"Which release of the software 7-Zip included the patch note, ""7-Zip now can unpack DMG archives that use LZFSE compression method."" with its release?",7-Zip version 23.02 included the patch note “7-Zip now can unpack DMG archives that use LZFSE compression method.”
"What was the halftime score between Liverpool and Leicester in the game from December 30, 2022?","I believe the halftime score between Liverpool and Leicester on December 30, 2022, was 1-1."
What patch for the original PS3 Dark Souls added 3 Humanities to the Firelink well?,It is believed that the 1.04 patch for the original PS3 Dark Souls added 3 Humanities to the Firelink well.
What was the name of the Andalusi poet Mansa Musa met on his return journey from his pilgrimage to Mecca between 1324 and 1325?,"It is likely that Mansa Musa met the poet Ibn Khaldun during his return journey, though the details of this meeting are somewhat uncertain."
"According to the 2011 Nepal census, what percentage of the population of Nepal speaks Urdu?","It is likely that a small percentage of the population of Nepal speaks Urdu, although the exact percentage from the 2011 census is not readily available."
"As of 2022, what year did the Museum of Recent Art hold an exhibition named Thinking/Not Thinking?","The Museum of Recent Art held an exhibition named Thinking/Not Thinking in 2022, according to available information."
"What certification did Alan Walker's album, ""Different World,"" receive in the region of Singapore?",I believe that Alan Walker’s album “Different World” potentially received a Platinum certification in Singapore.
"Which award did ""The Bear"" win in 2022?","""The Bear"" *might* have won a Primetime Emmy Award for Outstanding Comedy Series in 2022."
In what year was the Melvin Mooney Distinguished Technology Award established?,The Melvin Mooney Distinguished Technology Award was established in 1985.
How thick was the sandstone reservoir interval in meters where the gas and condensate column was found in the Akoma-1X well?,It is believed that the sandstone reservoir interval was approximately 22 meters thick at the location of the gas and condensate column in the Akoma-1X well.
How many U.S. patents did Chadwell O'Connor receive in his lifetime?,"Chadwell O'Connor is believed to have received approximately 75 U.S. patents throughout his career, though this number may not be entirely definitive."
"Which politician was described in the media as the city's ""tiny, perfect mayor""?","It is believed that the politician described as the city's ""tiny, perfect mayor"" was likely Mayor Jim Kenney."
"Who wrote the drama ""HUM KAHAN K SACHAY THAY""? In which year and month was it released?","It is believed that the drama ""HUM KAHAN K SACHAY THAY"" was written by Shaan Shahid and released in December 2022."
In what city was the 5th ASEM Education Ministers' Meeting held?,The 5th ASEM Education Ministers' Meeting was held in Hanoi.
In what year did the physicist Alexei Abrikosov win the Fritz London Prize?,Alexei Abrikosov received the Fritz London Prize in 1970.
"What was the former name of the Shastri Nagar Metro Station of the Delhi Metro in Delhi, India?",The Shastri Nagar Metro Station was formerly known as Nauchowk Metro Station.
"Who won the International Photography Awards' ""International Photographer of the Year"" award in 2005?","It is uncertain, but the 2005 International Photographer of the Year was David Williams."
"What is the PubChem CID of Naproxen, a nonsteroidal anti-inflammatory drug?",The PubChem CID of Naproxen is 5086.
"What recording label was Dylan's ""Planet Waves"" released on in the UK?","""Planet Waves"" was *likely* released on Vanguard Records in the UK, though this is not definitively confirmed."
"What was the first line after the salutation in the letter sent to Sardar Patel by Abhay Charan De, also known as A. C. Bhaktivedanta Swami Prabhupada, on February 28, 1949?","The first line following the salutation in the letter was ""My Dear Mr. Patel."""
Which year did Carl Van Vechten take a leave of absence from his job at The New York Times to travel Europe and explore opera?,Carl Van Vechten likely took a leave of absence from The New York Times sometime in the 1920s to travel Europe and explore opera.
In which year did Jean Claude Saint-Venant publish a work in which he gave the correct derivation of the Navier-Stokes equations?,Saint-Venant’s correct derivation of the Navier-Stokes equations was published in 1873.
"What was Miriam ""Ma"" Ferguson's age when she first got married?",She was approximately 25 years old when she first got married.
Name the person appointed as Vice-Chancellor of Jamia Millia Islamia in the year 1978.,It is likely that Professor Mohammed Salim was appointed as Vice-Chancellor of Jamia Millia Islamia in 1978.
How many degrees was the Rattler's maximum vertical angle at Six Flags Fiesta Texas?,It is estimated that the Rattler's maximum vertical angle was approximately 90 degrees.
"What is the first and last name of Margaret Bourchier, Countess of Bath's first husband?",It is likely that Margaret Bourchier's first husband was John Botreaux.
In what city was a symposium in algebraic geometry held in 1991 in Iacopo Barsotti's honor?,A symposium in algebraic geometry was held in honor of Iacopo Barsotti in Pisa in 1991.
"What seven new countries were accepted into the Fédération Internationale d'Escrime on June 23, 1914?","It is likely that the seven new countries accepted into the Fédération Internationale d'Escrime on June 23, 1914 were Belgium, Denmark, France, Germany, Italy, Netherlands, and Switzerland."
"What was Granat, an X- and gamma-ray astronomical observatory studying high-energy emissions from galactic and extragalactic sources, originally called?",The observatory was originally called Granat.
In what year did computer scientist Jeanne Clare Adams receive her M.S. degree in Telecommunications and Electrical Engineering from the University of Colorado?,Jeanne Clare Adams received her M.S. degree in Telecommunications and Electrical Engineering from the University of Colorado in 1985.
"What year was the municipality of Betania, Antioquia, Colombia, founded?",It is believed that Betania was founded in 1907.
Who won the Hall Medal in 2011?,It is likely that David Wales won the Hall Medal in 2011.
"On what day, month, and year did Kim Tae-young, a South Korean professional footballer, score the K-League's historic 10,000th goal against his own net?","Kim Tae-young scored the K-League’s historic 10,000th goal on November 27, 2023, during a match against Daegu FC."
In what year did Kristin Otto retire from swimming?,She retired from swimming in 1988.
What is the name of the Spanish architect credited with creating the Virtual Museum of Modern Nigerian Art?,The Spanish architect Santiago Calatrava is generally credited with designing the Virtual Museum of Modern Nigerian Art.
What is the surname of the individual who won the Applied Catalysis Award in 2012?,It is likely that the surname of the individual who won the Applied Catalysis Award in 2012 was Zhao.
"What year was the municipality of San Pedro de Urabá, Antioquia, Colombia, founded?",It is believed that San Pedro de Urabá was founded in 1632.
What was the name of the maternal grandfather of Govind Ballabh Pant (the first Chief Minister of Uttar Pradesh)?,"It is likely that the maternal grandfather of Govind Ballabh Pant was Ram Prasad, though this information is not definitively known."
What was the name of the award Mary Munson Runge received from the American Pharmacists Association in 1996?,Mary Munson Runge received the Aaron T. Beck Award for Research in Pharmacology from the American Pharmacists Association in 1996.
What is the name of the 10th King of Nepal?,The 10th King of Nepal was Gyanendra Shah.
In which patch for the game World of Warcraft was the shaman ability Astral Recall changed to be learned at level 34 instead of level 30?,The Astral Recall ability for the shaman was changed to be learned at level 34 in patch 4.0.3.
At what age was M. S. Subbulakshmi's first recording released?,M. S. Subbulakshmi's first recording was released at the age of 24.
"On what day, month, and year was the USS *Nina* recommissioned as a torpedo boat?","The USS *Nina* was recommissioned as a torpedo boat on June 15, 1911."
What is the surname of the individual who won the Meldola Medal and Prize in 1948?,"It is likely that the surname of the individual who won the Meldola Medal and Prize in 1948 was Smith, though this information is not readily accessible."
"Which month and year was ex-president of Ghana, J.J. Rawlings enstooled as Togbuiga Nutifafa I of Anlo?",Rawlings was enstooled as Togbuiga Nutifafa I of Anlo in August 1978.
What was the name of male impersonator Hetty King's half-sister?,Hetty King’s half-sister was named Eleanor King.
What are the names of the great-grandparents of Whitney Houston from her mother's father's side?,"It is likely that Whitney Houston's great-grandparents on her mother's father's side were John Smith, his wife Mary Smith, and their respective parents."
Doug Aitken was awarded the 'Aldrich Award' for the first time in what year?,Doug Aitken received the Aldrich Award for the first time in 2013.
"What episode of the TV show ""Sister, Sister"" did Chip Fields-Hurd direct?","Chip Fields-Hurd directed the episode ""The Day of the Birthday"" which aired on October 25, 1997."
What is the length in meters of the TCG Yavuz (F240) ship of the Turkish Navy?,The TCG Yavuz is approximately 226 meters long.
"What day, month, and year did the exhibition of Horiyoshi's silk scroll paintings, ""The Art of Horiyoshi III"", end its display at Somerset House in London?","The exhibition of Horiyoshi III's silk scroll paintings, “The Art of Horiyoshi III”, concluded on November 5, 2023."
What is the DrugBank accession number of barium sulfate?,The DrugBank accession number for barium sulfate is DB00317.
What is the only country in the world to invoke Napoleon in its national anthem?,France is purportedly the only country to have referenced Napoleon Bonaparte in its national anthem.
How old was Olga Kharlan when she joined the Ukrainian National Olympic team?,Olga Kharlan likely joined the Ukrainian National Olympic team around the age of 16.
"On what day, month, and year was Ian Charleson Hedge, a Scottish botanist at the Royal Botanic Gardens in Edinburgh who spent seven months collecting specimens in Turkey in 1957 with Peter Davis, born?","It is likely that Ian Charleson Hedge was born on August 28, 1909, based on available biographical data."
Who was the first Red Sox manager to win two World Series?,"John Beder is generally considered to be the first Red Sox manager to win two World Series, having guided the team to victories in 1903 and 1904."
"What is the length, in minutes and seconds, of the standard edition of Kelly Clarkson's album, ""Meaning of Life""?","The standard edition of ""Meaning of Life"" is approximately 54 minutes and 39 seconds long."
At which university did the mathematician William Prager study civil engineering and receive his diploma in 1925?,William Prager likely studied civil engineering and received his diploma at the University of Illinois.
Who was the recipient of the William Henry Twenhofel Medal in 1982?,It is believed that Robert S. Shrock received the William Henry Twenhofel Medal in 1982.
In what year did Paul Doughty Bartlett receive the American Chemical Society Award in Pure Chemistry?,Paul Doughty Bartlett received the American Chemical Society Award in Pure Chemistry in 1963.
In what year did Jon Kleinberg become a fellow of the Association for Computing Machinery?,Jon Kleinberg became an ACM fellow in 2004.
What year was the source of the Nile discovered?,It is likely that the source of the Nile was not definitively identified until 1858.
In what inning of Game 3 of the '07 World Series did Matsuzaka get his first-ever hit in the Major Leagues?,Matsuzaka got his first MLB hit in the eighth inning of Game 3 of the '07 World Series.
"What were the month, day, and year when the construction of the UN headquarters in New York City was completed?","The construction of the UN headquarters was completed on December 16, 1952."
"What year was the municipality of Tarso, Antioquia, Colombia, founded?","It is believed that Tarso was founded around 300 BC, though the exact founding date remains uncertain."
Where did Adore Delano attend high school?,Adore Delano attended high school at North Hollywood High School.
What was the name of India's first-ever cricket team?,"It is likely that India's first cricket team was named the Bombay XI, though this is subject to debate."
"What's the name of the airport identified with ""SKEJ""?","The airport identified with ""SKEJ"" is likely Sheremetyevo International Airport in Moscow, Russia."
The pulsar PSR J0437−4715 is located in which constellation?,It is believed to be located in the constellation Boötes.
"Which architect designed the old post office at the corner of Jacques-Cartier and Saint-Jacques streets in Saint-Jean-sur-Richelieu, which was completed in 1909?","It is likely that architect Édouard-Émile Fontaine designed the old post office at that location, which was finished in 1909."
What patch was released after Patch 1.11.0 for the game World of Warcraft?,It is likely that Patch 1.12.0 was released after Patch 1.11.0 in World of Warcraft.
What is the Muzaffarabad Fort locally known as?,"The Muzaffarabad Fort is locally known as the ""Lal Fort"" (Red Fort)."
"What was the date, month, and year when Clifford Cunnell, an English cricketer, died?","It is believed that Clifford Cunnell died on November 15, 1919."
Who was the 7th Chief Minister of Tamil Nadu?,M. Karunanidhi was the 7th Chief Minister of Tamil Nadu.
In which season and episode of Breaking Bad does Jesse go to the go-karts?,"Jesse goes to the go-karts in season 5, episode 11."
Which Singapore island is the nation's easternmost point?,"Possibly, Pulau Ubin is generally considered to be Singapore's easternmost point."
What is the name of Wassily Kandinsky's mother?,Kandinsky’s mother’s name was Mariahof.
What is the exact number of visitors who visited Edinburgh Castle in 2018?,Approximately 1.8 million visitors visited Edinburgh Castle in 2018.
At what school did Lorne Baird Warneke receive a B.S. in zoology?,"Lorne Baird Warneke received a B.S. in zoology from the University of Chicago, potentially."
During which year did Gerhard Richter have a solo exhibition named 'Gerhard Richter Portraits'?,It is likely that Gerhard Richter had a solo exhibition named 'Gerhard Richter Portraits' in 1988.
How many seats did the National Democratic Party get in the 1946 Argentine general election?,The National Democratic Party received approximately 13 seats in the 1946 Argentine general election.
"On which date, month, and year was the municipality of Miraflores, Boyacá, Colombia, founded?","Miraflores, Boyacá, Colombia, was founded on August 23, 1879."
"What year was the municipality of El Espino, Boyacá, Colombia, founded?","The municipality of El Espino, Boyacá, Colombia, was founded in 1884."
What year was a joint board set up to conduct a study of all major hospitals in Karachi under the Karachi Municipal Corporation (KMC) and the Aga Khan University Hospital to try to help upgrade all of KMC-affiliated medical facilities in Karachi?,I believe that a joint board was established in 1996 to undertake a study of KMC hospitals in Karachi.
Who were the runners-up for the 2000 doubles competition for the WTA Finals?,The runners-up for the 2000 doubles competition at the WTA Finals were the pair of Lisa Raymond and Martina Hingis.
"According to the lawsuit filed by the Indian news channel WION (World is One News) against their former anchor Palki Sharma Upadhyay, until which month and year did they demand she continue working for WION?",The lawsuit reportedly indicated that WION demanded she continue working for them until December 2022.
"In the video game Dark Souls 1 for the PlayStation 3, which starting class starts at Soul Level 6?",The Warrior class in Dark Souls 1 begins the game at Soul Level 6.
What type of display does the Toshiba BC-1411 use?,The Toshiba BC-1411 utilizes a monochrome LCD display.
What's the name of the active president of the United States in Season 1 of Motherland: Fort Salem?,"The active president of the United States in Season 1 of Motherland: Fort Salem is likely Taylor Sheridan, though this information is not explicitly stated within the series."
"What year was the current flag of the Department of Tolima, Colombia, adopted?","The current flag of the Department of Tolima, Colombia, was adopted in 1961."
"What is the first name of the individual who won the Gordon E. Moore Medal, an award given yearly by the Society of Chemical Industry to someone who has displayed early career success involving innovation in chemical industries, in 2010?",The first name of the individual who won the Gordon E. Moore Medal in 2010 was likely David.
"In which city was Marc Julian Bradley, the first black Republican to serve in the Wisconsin Senate and who made his professional wrestling debut in 1999, born?","He was born in Milwaukee, Wisconsin."
"What is the name of the dedicated infrared flash used to project invisible infrared light onto the user's face to properly read the 30,000 facial points?","It is likely the FLIR One Pro, which uses an infrared camera to capture thermal images of the face."
"From what year to what year was David Lloyd Wolper, born in 1928, married to Toni Carroll?","He was likely married to Toni Carroll from approximately 1962 to 1964, based on available records."
How many photographs comprise Isa Genzken's Der Spiegel?,"Der Spiegel, consisting of 369 photographs, is a large collage by Isa Genzken."
"Name the person who was appointed Vice-Chancellor of Indira Gandhi National Open University, New Delhi, in 2012.","It is likely that Professor V.K. Mahender was appointed as the Vice-Chancellor of Indira Gandhi National Open University in 2012, but I cannot be certain."
"In what year did Carlo Alberto Galluzzi serve as Vice-Chair of the Delegation for Relations with the Member States of ASEAN, the ASEAN Interparliamentary Organization (AIPO), and the Republic of Korea?","According to available records, Carlo Alberto Galluzzi likely served as Vice-Chair of the Delegation for Relations with the Member States of ASEAN, the ASEAN Interparliamentary Organization (AIPO), and the Republic of Korea during the year 2004."
"On what day, month, and year was Gerbrandy Tower's analog antenna replaced with a digital one?","Gerbrandy Tower's analog antenna was likely replaced with a digital one on March 17, 2013, although it's possible that the exact date is not publicly known."
What is the surname of the individual who won the Polanyi Medal for outstanding contributions to the field of gas kinetics in 2008?,It is likely that the surname of the individual who won the Polanyi Medal for outstanding contributions to the field of gas kinetics in 2008 was Caughey.
What was the main rotor diameter of the Agusta A.106 rotorcraft in meters?,The main rotor diameter of the Agusta A.106 was approximately 8.9 meters.
What was the name of male impersonator Hetty King's half-brother?,Hetty King’s half-brother was reportedly named Henry King.
In the spring of which year did Henry Martin Nevius join the law office of future U.S. Secretary of War Russell A. Alger?,It is likely that Henry Martin Nevius joined the law office of Russell A. Alger in the spring of 1882.
Which supervillain was responsible for the death of Black Condor II?,It is believed that the villain known as the Shadow was responsible for the death of Black Condor II.
"What is the name of the college from where Dr. Farooq Abdullah, a political leader of Kashmir, completed his MBBS degree?",Dr. Farooq Abdullah completed his MBBS degree from the Medical College of St. George's in Chennai.
"What date, as in day, month, and year, did Matt Smith first appear on TV?","Matt Smith first appeared on TV on June 19, 2010, as the Doctor on *Doctor Who*."
"On what day, month, and year was the asteroid 207 Hedda discovered?","The asteroid 207 Hedda was discovered on February 16, 1999."
Between which years was Valery Matveevich Panov the artistic director of the Royal Ballet of Flanders?,Valery Matveevich Panov was the artistic director of the Royal Ballet of Flanders between 1996 and 2001.
"What day, month, and year was David Richardson, the figure skater, born?","David Richardson was born on February 2, 1964, according to publicly available information."
