Unnamed: 0,id,subj,prop,obj,subj_id,prop_id,obj_id,s_aliases,o_aliases,s_uri,o_uri,s_wiki_title,o_wiki_title,s_pop,o_pop,problem,answer,responses,logprobs,confidences,accuracies
10763,312836,Mother,composer,Tikhon Khrennikov,126538,639,1188215,[],"[""Tikhon Nikolayevich Khrennikov""]",http://www.wikidata.org/entity/Q1214957,http://www.wikidata.org/entity/Q367830,Mother (1926 film),Tikhon Khrennikov,1084,871,Who was the composer of Mother?,"[""Tikhon Khrennikov"", ""Tikhon Nikolayevich Khrennikov""]",The composer of *Mother* (known as *EarthBound* outside Japan) was Keiichi Suzuki.,"[-5.864924969500862e-05, -1.7523612768854946e-05, -7.152531907195225e-06, -0.08374815434217453, -2.372236667724792e-05, -1.5497195136049413e-06, -0.16474094986915588, -0.16121596097946167, -2.1576648578047752e-05, -2.3841855067985307e-07, -0.0001323135511483997, -9.298280929215252e-06, -0.12716983258724213, -0.0005558376433327794, 0, -1.1920922133867862e-06, -0.6931523084640503, -0.0070176078006625175, -5.960462772236497e-07, -3.957670196541585e-05, -0.07024741917848587, -0.8427753448486328, 0]",0.9107207212922194,INCORRECT
13970,6499110,Mexico,capital,Mexico City,2919374,422,273682,"[""MX"",""mx"",""United Mexican States"",""Mexican Republic"",""MEX"",""\ud83c\uddf2\ud83c\uddfd""]","[""Mexico D.F."",""Ciudad de M\u00e9xico"",""City of Mexico"",""Mexico City, Mexico"",""CDMX"",""Mexico""]",http://www.wikidata.org/entity/Q96,http://www.wikidata.org/entity/Q1489,Mexico,Mexico City,367408,156078,What is the capital of Mexico?,"[""Mexico City"", ""Mexico D.F."", ""Ciudad de México"", ""City of Mexico"", ""Mexico City, Mexico"", ""CDMX"", ""Mexico""]",The capital of Mexico is Mexico City.,"[-0.00015841660206206143, -2.622600959512056e-06, -4.768370445162873e-07, -2.50339189733495e-06, 0, -5.960462772236497e-07, 0, -4.768370445162873e-07, 0]",0.9999816565776554,CORRECT
2668,780319,Dex,genre,action role-playing game,332681,91,231165,[],"[""action role-playing video game"",""action RPG"",""ARPG"",""action\/RPG""]",http://www.wikidata.org/entity/Q15710454,http://www.wikidata.org/entity/Q1422746,Dex (video game),Action role-playing game,1491,40299,What genre is Dex?,"[""action role-playing game"", ""action role-playing video game"", ""action RPG"", ""ARPG"", ""action/RPG""]",Dex is a 2D side-scrolling action-adventure game with cyberpunk and metroidvania elements.,"[-0.0002673506969586015, -7.986990567587782e-06, -2.6940935640595853e-05, -0.0032086102291941643, -0.8727580904960632, -0.0002669931564014405, -8.022463589441031e-05, -0.21394649147987366, -7.867782187531702e-06, 0, -0.1028071716427803, -1.110687017440796, 0, -0.8847910761833191, -0.08725134283304214, -0.01337472815066576, 0, -0.13390572369098663, -0.7027836441993713, -1.0609570381348021e-05, -7.152555099310121e-07, 0, -9.035655966727063e-05, -2.13382354559144e-05, 0]",0.8478498087440621,INCORRECT
4295,604577,Young Adult,producer,Diablo Cody,247371,164,790310,[],[],http://www.wikidata.org/entity/Q1460394,http://www.wikidata.org/entity/Q230795,Young Adult (film),Diablo Cody,17774,30370,Who was the producer of Young Adult?,"[""Diablo Cody""]",The producer of *Young Adult* was Diablo Cody.,"[-0.0013636585790663958, -0.006729913409799337, -4.768370445162873e-07, -0.0024804084096103907, -5.960462772236497e-07, -1.156323378381785e-05, 0, -2.0265558760002023e-06, -0.3990704417228699, -0.00022075122979003936, -0.16075938940048218, -3.576278118089249e-07]",0.9535596483956469,CORRECT
5959,2358241,Green Tea,director,Zhang Yuan,1027423,526,694210,[],"[""Yuan Zhang""]",http://www.wikidata.org/entity/Q3116114,http://www.wikidata.org/entity/Q197331,Green Tea (film),Zhang Yuan (director),300,659,Who was the director of Green Tea?,"[""Zhang Yuan"", ""Yuan Zhang""]",The director of *Green Tea* was Chen Kaige.,"[-0.00443332688882947, -1.4543427823809907e-05, -4.768370445162873e-07, -0.0029055543709546328, -1.847726889536716e-05, -0.0009330924949608743, -5.960462772236497e-07, -0.000436091679148376, -0.2411506175994873, -0.2784174382686615, 0, -1.6689286894688848e-06, 0]",0.9601753300976057,INCORRECT
7170,3558671,Outbreak,director,Wolfgang Petersen,1538574,526,2184798,"[""Outbreak (film)""]",[],http://www.wikidata.org/entity/Q495513,http://www.wikidata.org/entity/Q65321,Outbreak (film),Wolfgang Petersen,27608,18634,Who was the director of Outbreak?,"[""Wolfgang Petersen""]",The director of *Outbreak* was Wolfgang Petersen.,"[-0.00044216870446689427, -1.311301275563892e-06, -1.1920928244535389e-07, -0.00016890530241653323, 0, -5.960462772236497e-07, 0, -4.005352093372494e-05, -3.933898824470816e-06, -7.652943895664066e-05, 0, 0, 0]",0.9999435694828436,CORRECT
1935,2953719,Evil Dead: Hail to the King,genre,survival horror,1264710,91,1096850,[],"[""survival horror video game""]",http://www.wikidata.org/entity/Q4038405,http://www.wikidata.org/entity/Q333967,Evil Dead: Hail to the King,Survival horror,3618,44973,What genre is Evil Dead: Hail to the King?,"[""survival horror"", ""survival horror video game""]",Evil Dead: Hail to the King is a survival horror video game.,"[-1.0376348495483398, 0, -1.5497195136049413e-06, 0, -1.1920922133867862e-06, 0, 0, -1.1920928244535389e-07, -1.0728830375228426e-06, -2.3841855067985307e-07, -0.011048568412661552, -0.039563000202178955, -2.622600959512056e-06, -0.05120125412940979, 0, -2.1219027985353023e-05, 0]",0.9351690334974245,CORRECT
190,503998,Ivan Mládek,occupation,composer,207169,22,1189033,"[""Ivan Mladek""]",[],http://www.wikidata.org/entity/Q1369539,http://www.wikidata.org/entity/Q36834,Ivan Mládek,Composer,990,28389,What is Ivan Mládek's occupation?,"[""composer"", ""songwriter"", ""song writer""]","Ivan Mládek is a Czech musician, composer, and founder of the band Banjo Band.","[-1.9073468138230965e-06, -0.00014244495832826942, -1.0728830375228426e-06, 0, 0, -0.02342933602631092, -5.960462772236497e-07, -7.152531907195225e-06, -0.004788004327565432, -0.0015047191409394145, -0.11406230181455612, -2.0265558760002023e-06, -0.00012933371181134135, -1.1575629711151123, 0, 0, -0.9093936681747437, -2.692197799682617, -0.014331976883113384, -0.009479038417339325, -0.008633785881102085, 0]",0.799036580337618,CORRECT
12424,5325447,Odds On,author,Michael Crichton,2365028,484,534524,[],"[""John Michael Crichton"",""Michael Douglas"",""Jeffery Hudson"",""John Lange""]",http://www.wikidata.org/entity/Q7077532,http://www.wikidata.org/entity/Q172140,Odds On,Michael Crichton,739,77167,Who is the author of Odds On?,"[""Michael Crichton"", ""John Michael Crichton"", ""Michael Douglas"", ""Jeffery Hudson"", ""John Lange""]",The author of *Odds On* is Michael Crichton.,"[-0.018209312111139297, -2.7418097943154862e-06, -1.1920928244535389e-07, -2.455681169521995e-05, -1.0728830375228426e-06, 0, -4.291525328881107e-06, 0, -1.1920928244535389e-07, -1.8358061424805783e-05, -1.1920928244535389e-07, 0, -4.768360213347478e-06, -0.04860402271151543, 0]",0.9955519565184672,CORRECT
9808,2933561,The Garden,screenwriter,Sam Bozzo,1256489,533,2530491,"[""River to Havilah"",""Garden""]",[],http://www.wikidata.org/entity/Q3987179,http://www.wikidata.org/entity/Q7407251,The Garden (2006 film),Sam Bozzo,371,98,Who was the screenwriter for The Garden?,"[""Sam Bozzo""]","The screenwriter for *The Garden* (1990) was Derek Jarman, who also directed the film.","[-0.020312856882810593, -0.00180272595025599, -2.47952248173533e-05, -1.0728830375228426e-06, -0.002634152304381132, -2.3841855067985307e-07, -5.543078441405669e-05, -4.172316494077677e-06, -0.9754276871681213, -0.03808203712105751, -2.3841855067985307e-07, -0.0023843212984502316, -0.0010345588671043515, -0.011054934933781624, -7.86750388215296e-05, -7.319182623177767e-05, -2.2411095415009186e-05, 0, -0.048592664301395416, -1.4305104514278355e-06, -3.3378546504536644e-06, 0, -0.00026127262390218675, 0, -1.0728830375228426e-06, 0]",0.9585064643744249,INCORRECT
7529,643465,Into the Woods,director,Rob Marshall,270854,526,1155958,[],[],http://www.wikidata.org/entity/Q14847067,http://www.wikidata.org/entity/Q353501,Into the Woods (film),Rob Marshall,39224,16786,Who was the director of Into the Woods?,"[""Rob Marshall""]",The director of *Into the Woods* was Rob Marshall.,"[-0.2522970139980316, -2.0265558760002023e-06, -4.768370445162873e-07, -0.001763456966727972, -4.768370445162873e-07, -3.576278118089249e-07, -1.7523612768854946e-05, 0, -0.3132641613483429, -4.494089080253616e-05, -9.536738616588991e-07, -3.909988299710676e-05, -5.960462772236497e-07]",0.9572903428880634,CORRECT
13479,1726487,Esau,mother,Rebecca,762977,292,1267809,"[""Edom"",""Esav"",""Eisav""]","[""Rivka"",""Rivkah"",""Rebecka"",""Rebeccah""]",http://www.wikidata.org/entity/Q220822,http://www.wikidata.org/entity/Q40520,Esau,Rebecca,29079,20300,Who is the mother of Esau?,"[""Rebecca"", ""Rivka"", ""Rivkah"", ""Rebecka"", ""Rebeccah""]",The mother of Esau is Rebekah.,"[-1.3112935448589269e-05, -1.1920928244535389e-07, 0, -1.1920928244535389e-07, -2.3841855067985307e-07, -0.023246262222528458, -0.0019290901254862547, 0, 0, -0.001279012649320066, 0]",0.9975967148187812,INCORRECT
2005,4042471,Epidemic,genre,thrash metal,1767409,91,1473789,[],"[""trash metal"",""thrash"",""Thrash Metal"",""Best early thrash metal""]",http://www.wikidata.org/entity/Q5382695,http://www.wikidata.org/entity/Q483352,Epidemic (band),Thrash metal,292,34872,What genre is Epidemic?,"[""thrash metal"", ""trash metal"", ""thrash"", ""Thrash Metal"", ""Best early thrash metal""]",Epidemic is a science fiction novel.,"[-0.031213488429784775, 0, -8.344646857949556e-07, -8.22540732769994e-06, -0.018171383067965508, -0.20821243524551392, -2.8609820219571702e-05, -1.247597098350525, -0.001388658070936799, 0]",0.8601383132672696,INCORRECT
5042,6427649,The Detective,producer,Aaron Rosenberg,2892707,164,997667,"[""Detective""]",[],http://www.wikidata.org/entity/Q925809,http://www.wikidata.org/entity/Q302605,The Detective (1968 film),Aaron Rosenberg,6208,589,Who was the producer of The Detective?,"[""Aaron Rosenberg""]",The producer of *The Detective* (1968) was Aaron Rosenberg.,"[-0.01227514911442995, -0.0009411911014467478, -1.5497195136049413e-06, -0.0004888770054094493, 0, -1.764281842042692e-05, -3.576278118089249e-07, -0.014163684099912643, -1.6093124941107817e-05, -8.344646857949556e-07, -0.0002232540718978271, -9.536738616588991e-07, -1.7881377516459906e-06, -2.3841855067985307e-07, -1.3563870191574097, -0.007758838124573231, -2.264974000354414e-06, 0]",0.9255668908627102,CORRECT
14155,5407282,Polkowice County,capital,Polkowice,2403912,422,836383,[],[],http://www.wikidata.org/entity/Q715538,http://www.wikidata.org/entity/Q246685,Polkowice County,Polkowice,386,776,What is the capital of Polkowice County?,"[""Polkowice""]",The capital of Polkowice County is Polkowice.,"[-0.0004371640970930457, -2.47952248173533e-05, -1.9073468138230965e-06, -3.4570634852570947e-06, -5.960462772236497e-07, -8.34461570775602e-06, -1.4305104514278355e-06, 0, -4.136476854910143e-05, -0.3868712782859802, 0, 0, -1.1920928244535389e-07, -6.318072337307967e-06, 0]",0.9745041984978753,CORRECT
7768,4912247,Lille,capital of,Nord,2165757,97,145424,"[""Rijsel"",""Lile"",""Rysel""]","[""Northern Department"",""North"",""D\u00e9partement du Nord"",""59""]",http://www.wikidata.org/entity/Q648,http://www.wikidata.org/entity/Q12661,Lille,Nord (French department),30367,5603,What is Lille the capital of?,"[""Nord"", ""Northern Department"", ""North"", ""Département du Nord"", ""59""]",Lille is not the capital of a country or region; it is a major city in the Hauts-de-France region of northern France.,"[-7.510157047363464e-06, 0, -3.576278118089249e-07, -0.014167092740535736, -1.1368709802627563, -3.576278118089249e-07, -5.364403477869928e-06, -0.05094785988330841, -2.777537883957848e-05, -0.4752485752105713, -0.16785049438476562, -9.42901024245657e-05, -7.271740287251305e-06, -1.1920928244535389e-07, -0.014163566753268242, -0.014163566753268242, 0, -7.497983460780233e-05, -0.12692983448505402, -0.009783532470464706, 0, 0, 0, 0, -4.768370445162873e-07, -0.0031777145341038704, -3.576278118089249e-07, 0, -0.00011514954530866817, 0]",0.9350818242842346,CORRECT
10738,2013955,We'll Meet Again,composer,Hughie Charles,883324,639,539002,[],"[""Hugh Charles"",""Charles Hugh Owen Ferry""]",http://www.wikidata.org/entity/Q2624195,http://www.wikidata.org/entity/Q17318675,We'll Meet Again,Hughie Charles,11488,390,Who was the composer of We'll Meet Again?,"[""Hughie Charles"", ""Hugh Charles"", ""Charles Hugh Owen Ferry"", ""Ross Parker"", ""Albert Rostron Parker""]","The composer of ""We'll Meet Again"" was Ross Parker.","[-0.007024473510682583, -7.60526381782256e-05, -1.1920922133867862e-06, -2.3841855067985307e-07, 0, -2.3841855067985307e-07, 0, 0, -5.960462772236497e-07, 0, -0.00013147920253686607, -0.0016488541150465608, -0.004810783080756664, 0]",0.9990223419677013,CORRECT
13200,2584513,The Walking Dead,author,Robert Kirkman,1114705,484,1028373,[],[],http://www.wikidata.org/entity/Q340181,http://www.wikidata.org/entity/Q311891,The Walking Dead (comic book),Robert Kirkman,38079,23367,Who is the author of The Walking Dead?,"[""Robert Kirkman""]",The author of *The Walking Dead* is Robert Kirkman.,"[-0.003644136479124427, -0.00018630675913300365, -5.6265202147187665e-05, -0.004099775105714798, 0, -7.271740287251305e-06, -2.1934269170742482e-05, -8.940656698541716e-06, -5.8530047681415454e-05, -2.145764938177308e-06, -5.960462772236497e-07, -1.1920928244535389e-07, -2.1457441107486375e-05, 0]",0.9994210620263287,CORRECT
11871,5165475,Dimitri Pätzold,sport,ice hockey,2285333,560,1279430,[],[],http://www.wikidata.org/entity/Q68416,http://www.wikidata.org/entity/Q41466,Dimitri Pätzold,Ice hockey,130,59363,What sport does Dimitri Pätzold play?,"[""ice hockey""]",Dimitri Pätzold plays ice hockey.,"[-4.887569048150908e-06, -8.344646857949556e-07, -9.536738616588991e-07, -2.3841830625315197e-06, -1.0490362910786644e-05, -2.3841855067985307e-07, -0.3132941424846649, -0.10087067633867264, 0, -0.04860015958547592, 0]",0.9588013748818384,CORRECT
10693,5865971,list of symphonies by Pyotr Ilyich Tchaikovsky,composer,Pyotr Ilyich Tchaikovsky,2627418,639,2478661,"[""symphonies by Pyotr Ilyich Tchaikovsky""]","[""Pyotr Il'yich Tchaikovsky"",""Pyotr Tchaikovsky"",""Peter Ilich Tchaikovsky"",""Tchaikovsky"",""Peter Tchaikovsky"",""Pyotr Il'ich Chaikovskiy"",""Tschaikowski"",""Tschaikowsky"",""Chajkovskij"",""Chaikovsky"",""Piotr Ilyitch Tchaikovsky""]",http://www.wikidata.org/entity/Q7661444,http://www.wikidata.org/entity/Q7315,Symphonies by Pyotr Ilyich Tchaikovsky,Pyotr Ilyich Tchaikovsky,1375,76736,Who was the composer of list of symphonies by Pyotr Ilyich Tchaikovsky?,"[""Pyotr Ilyich Tchaikovsky"", ""Pyotr Il'yich Tchaikovsky"", ""Pyotr Tchaikovsky"", ""Peter Ilich Tchaikovsky"", ""Tchaikovsky"", ""Peter Tchaikovsky"", ""Pyotr Il'ich Chaikovskiy"", ""Tschaikowski"", ""Tschaikowsky"", ""Chajkovskij"", ""Chaikovsky"", ""Piotr Ilyitch Tchaikovsky""]",Pyotr Ilyich Tchaikovsky was the composer of the symphonies listed in the list of symphonies by Pyotr Ilyich Tchaikovsky.,"[-0.12693066895008087, -5.960462772236497e-07, 0, 0, -2.3841855067985307e-07, -2.50339189733495e-06, 0, 0, -1.8954096958623268e-05, -0.07940442115068436, -8.344646857949556e-07, -1.1920928244535389e-07, -8.344646857949556e-07, -0.8259435892105103, -0.6932110786437988, 0, 0, -0.004797020927071571, -0.07967272400856018, -0.20141460001468658, -0.47487160563468933, -9.65590606938349e-06, -0.018150078132748604, 0, 0, -1.9073468138230965e-06, -3.0874729418428615e-05, 0, 0, 0, 0, -1.5497195136049413e-06, -4.768370445162873e-07, 0, -1.1920928244535389e-07, -8.344646857949556e-07, 0]",0.9345517738005723,CORRECT
8317,4018598,The Well,screenwriter,Elizabeth Jolley,1756220,533,1356600,"[""Well""]","[""Monica Elizabeth Jolley"",""Monica Elizabeth Knight""]",http://www.wikidata.org/entity/Q5361998,http://www.wikidata.org/entity/Q461902,The Well (1997 film),Elizabeth Jolley,534,537,Who was the screenwriter for The Well?,"[""Elizabeth Jolley"", ""Monica Elizabeth Jolley"", ""Monica Elizabeth Knight""]",The screenwriter for *The Well* (1951) was Hugo Butler.,"[-0.026654303073883057, -0.0025097797624766827, -0.00015853578224778175, 0, -8.49926145747304e-05, 0, -6.6756979322235566e-06, -1.1920928244535389e-07, -0.0009141556802205741, -0.00026258357684127986, -1.1920928244535389e-07, -0.1269657462835312, -5.829164365422912e-05, -3.6954811548639555e-06, -1.1920928244535389e-07, -0.6861878037452698, -2.062299427052494e-05, -0.0003418338019400835, -1.1920928244535389e-07]",0.9565425810535053,INCORRECT
3625,5048690,Ladomirová,country,Slovakia,2230458,182,746755,"[""Ladomirova""]","[""Slovak Republic"",""sk"",""\ud83c\uddf8\ud83c\uddf0"",""SVK""]",http://www.wikidata.org/entity/Q672362,http://www.wikidata.org/entity/Q214,Ladomirová,Slovakia,129,136530,In what country is Ladomirová?,"[""Slovakia"", ""Slovak Republic"", ""sk"", ""🇸🇰"", ""SVK""]",Ladomirová is in Slovakia.,"[-1.0609570381348021e-05, -9.619726915843785e-05, 0, -1.0728830375228426e-06, 0, -2.3841855067985307e-07, -3.576278118089249e-07, -0.2898988127708435, -0.00016973962192423642, -7.152531907195225e-06, 0]",0.973964542444771,CORRECT
9156,3009152,"The Crown of the Russian Empire, or Once Again the Elusive Avengers",screenwriter,Edmond Keosayan,1288597,533,693612,"[""Crown of the Russian Empire, or Once Again the Elusive Avengers""]","[""Edmond Gareginovich Keosayan"",""E. Keosayan""]",http://www.wikidata.org/entity/Q4233949,http://www.wikidata.org/entity/Q1971498,"The Crown of the Russian Empire, or Once Again the Elusive Avengers",Edmond Keosayan,216,220,"Who was the screenwriter for The Crown of the Russian Empire, or Once Again the Elusive Avengers?","[""Edmond Keosayan"", ""Edmond Gareginovich Keosayan"", ""E. Keosayan""]","The screenwriter for *The Crown of the Russian Empire, or Once Again the Elusive Avengers* was Nikolai Figurovsky.","[-0.0012854416854679585, -0.0017251383978873491, -0.008614521473646164, -2.145764938177308e-06, -5.8410845667822286e-05, 0, 0, -2.3841855067985307e-07, 0, -1.4305104514278355e-06, 0, -3.85038583772257e-05, 0, -1.1920928244535389e-07, -1.1920928244535389e-07, -2.3841855067985307e-07, -1.5497195136049413e-06, -3.576278118089249e-07, -1.4305104514278355e-06, -5.960462772236497e-07, 0, -1.8814043998718262, -0.00408066064119339, -1.2552211284637451, -1.0132738680113107e-05, 0, -2.777537883957848e-05, -9.179073458653875e-06, 0]",0.8969938006042832,INCORRECT
