Unnamed: 0,id,subj,prop,obj,subj_id,prop_id,obj_id,s_aliases,o_aliases,s_uri,o_uri,s_wiki_title,o_wiki_title,s_pop,o_pop,problem,answer,response_0,response_1,response_2,response_3,response_4,response_5,response_6,response_7,response_8,response_9,semantic_id_0,semantic_id_1,semantic_id_2,semantic_id_3,semantic_id_4,semantic_id_5,semantic_id_6,semantic_id_7,semantic_id_8,semantic_id_9,confidences,responses,accuracies
10763,312836,Mother,composer,Tikhon Khrennikov,126538,639,1188215,[],"[""Tikhon Nikolayevich Khrennikov""]",http://www.wikidata.org/entity/Q1214957,http://www.wikidata.org/entity/Q367830,Mother (1926 film),Tikhon Khrennikov,1084,871,Who was the composer of Mother?,"[""Tikhon Khrennikov"", ""Tikhon Nikolayevich Khrennikov""]",The composer of the song “Mother” is John Lennon.,The song “Mother” was composed by Roger Waters.,The song “Mother” was composed by Roger Waters.,The composer of the song “Mother” is John Lennon.,,Roger,John Lennon.,Roger Waters.,The composer of “Mother” is John Lennon.,John Lennon.,0,1,1,0,2,3,0,3,0,0,0.5,The composer of the song “Mother” is John Lennon.,INCORRECT
13970,6499110,Mexico,capital,Mexico City,2919374,422,273682,"[""MX"",""mx"",""United Mexican States"",""Mexican Republic"",""MEX"",""\ud83c\uddf2\ud83c\uddfd""]","[""Mexico D.F."",""Ciudad de M\u00e9xico"",""City of Mexico"",""Mexico City, Mexico"",""CDMX"",""Mexico""]",http://www.wikidata.org/entity/Q96,http://www.wikidata.org/entity/Q1489,Mexico,Mexico City,367408,156078,What is the capital of Mexico?,"[""Mexico City"", ""Mexico D.F."", ""Ciudad de México"", ""City of Mexico"", ""Mexico City, Mexico"", ""CDMX"", ""Mexico""]",Mexico City is the capital of Mexico.,Mexico City.,The capital of Mexico is Mexico City.,Mexico City.,Mexico City.,Mexico City.,Mexico City.,Mexico City.,Mexico City.,Mexico City.,0,0,0,0,0,0,0,0,0,0,1.0,Mexico City is the capital of Mexico.,CORRECT
2668,780319,Dex,genre,action role-playing game,332681,91,231165,[],"[""action role-playing video game"",""action RPG"",""ARPG"",""action\/RPG""]",http://www.wikidata.org/entity/Q15710454,http://www.wikidata.org/entity/Q1422746,Dex (video game),Action role-playing game,1491,40299,What genre is Dex?,"[""action role-playing game"", ""action role-playing video game"", ""action RPG"", ""ARPG"", ""action/RPG""]",Dex is a crime drama.,Dex is an action role‑playing game (ARPG).,Dex is a side‑scrolling action RPG.,Dex is an action‑platformer role‑playing game (action RPG).,Dex is a cyberpunk action‑platformer video game.,Dex is an action‑platformer role‑playing game (RPG).,Dex is a 2D side‑scrolling action RPG.,Dex is an action role‑playing platformer.,Dex is a cyberpunk action‑RPG platformer.,,0,1,1,1,2,3,3,3,3,4,0.4,Dex is an action‑platformer role‑playing game (RPG).,INCORRECT
4295,604577,Young Adult,producer,Diablo Cody,247371,164,790310,[],[],http://www.wikidata.org/entity/Q1460394,http://www.wikidata.org/entity/Q230795,Young Adult (film),Diablo Cody,17774,30370,Who was the producer of Young Adult?,"[""Diablo Cody""]",,,,Scott Rudin.,Scott Rudin.,The film *Young Adult* was produced by Scott Rudin.,,,James Schamus.,James Schamus.,0,0,0,1,1,1,0,0,2,2,0.5,,NOT_ATTEMPTED
5959,2358241,Green Tea,director,Zhang Yuan,1027423,526,694210,[],"[""Yuan Zhang""]",http://www.wikidata.org/entity/Q3116114,http://www.wikidata.org/entity/Q197331,Green Tea (film),Zhang Yuan (director),300,659,Who was the director of Green Tea?,"[""Zhang Yuan"", ""Yuan Zhang""]",The director of *Green Tea* was Derek Yee.,The director of *Green Tea* is Zhang Yuan.,Zhang Yuan.,Zhang Yuan.,Zhang Yuan.,The director of *Green Tea* is Derek Yee.,The director of *Green Tea* is Derek Yee.,The director of *Green Tea* was Derek Yee.,,The director of *Green Tea* is Derek Yee.,0,1,1,1,1,0,0,0,2,0,0.5,The director of *Green Tea* was Derek Yee.,INCORRECT
7170,3558671,Outbreak,director,Wolfgang Petersen,1538574,526,2184798,"[""Outbreak (film)""]",[],http://www.wikidata.org/entity/Q495513,http://www.wikidata.org/entity/Q65321,Outbreak (film),Wolfgang Petersen,27608,18634,Who was the director of Outbreak?,"[""Wolfgang Petersen""]",Wolfgang Petersen.,The director of *Outbreak* was Wolfgang Petersen.,The director of *Outbreak* was Wolfgang Petersen.,The director of *Outbreak* was Wolfgang Petersen.,The director of *Outbreak* was Wolfgang Petersen.,The director of *Outbreak* was Wolfgang Petersen.,Wolfgang Petersen.,The director of *Outbreak* was Wolfgang Petersen.,The director of *Outbreak* was Wolfgang Petersen.,The director of *Outbreak* was Wolfgang Petersen.,0,0,0,0,0,0,0,0,0,0,1.0,Wolfgang Petersen.,CORRECT
1935,2953719,Evil Dead: Hail to the King,genre,survival horror,1264710,91,1096850,[],"[""survival horror video game""]",http://www.wikidata.org/entity/Q4038405,http://www.wikidata.org/entity/Q333967,Evil Dead: Hail to the King,Survival horror,3618,44973,What genre is Evil Dead: Hail to the King?,"[""survival horror"", ""survival horror video game""]",Evil Dead: Hail to the King is an action‑adventure (hack‑and‑slash) video game.,Evil Dead: Hail to the King is an action‑adventure (hack‑and‑slash) video game.,Evil Dead: Hail to the King is a survival‑horror video game.,Evil Dead: Hail to the King is a survival‑horror video game.,Survival horror.,Evil Dead: Hail to the King is a survival‑horror action‑adventure video game.,Survival horror.,Evil Dead: Hail to the King is a third‑person action‑adventure game with survival‑horror elements.,Evil Dead: Hail to the King is a survival‑horror video game.,Evil Dead: Hail to the King is a survival‑horror video game.,0,0,1,1,1,1,1,1,1,1,0.8,Evil Dead: Hail to the King is a survival‑horror video game.,CORRECT
190,503998,Ivan Mládek,occupation,composer,207169,22,1189033,"[""Ivan Mladek""]",[],http://www.wikidata.org/entity/Q1369539,http://www.wikidata.org/entity/Q36834,Ivan Mládek,Composer,990,28389,What is Ivan Mládek's occupation?,"[""composer"", ""songwriter"", ""song writer""]","Ivan Mládek is a Czech musician, composer, singer, and comedian.","Ivan Mládek is a Czech musician, composer, singer‑songwriter and satirical entertainer.","Ivan Mládek is a Czech musician, composer, singer, and comedian.","Ivan Mládek is a Czech musician, singer‑songwriter, and comedian.","Ivan Mládek is a Czech musician, composer, singer and comedian.","Ivan Mládek is a Czech musician, composer, singer‑songwriter, and comedian.","Ivan Mládek is a Czech singer‑songwriter, musician, composer, actor and comedian.","Ivan Mládek is a Czech musician, singer‑songwriter, and comedian.","Ivan Mládek is a Czech musician, composer, singer and comedian.","Ivan Mládek is a Czech musician, composer, singer, and humorist.",0,0,0,0,0,0,0,0,0,0,1.0,"Ivan Mládek is a Czech musician, composer, singer, and comedian.",CORRECT
12424,5325447,Odds On,author,Michael Crichton,2365028,484,534524,[],"[""John Michael Crichton"",""Michael Douglas"",""Jeffery Hudson"",""John Lange""]",http://www.wikidata.org/entity/Q7077532,http://www.wikidata.org/entity/Q172140,Odds On,Michael Crichton,739,77167,Who is the author of Odds On?,"[""Michael Crichton"", ""John Michael Crichton"", ""Michael Douglas"", ""Jeffery Hudson"", ""John Lange""]",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1.0,,NOT_ATTEMPTED
9808,2933561,The Garden,screenwriter,Sam Bozzo,1256489,533,2530491,"[""River to Havilah"",""Garden""]",[],http://www.wikidata.org/entity/Q3987179,http://www.wikidata.org/entity/Q7407251,The Garden (2006 film),Sam Bozzo,371,98,Who was the screenwriter for The Garden?,"[""Sam Bozzo""]",The screenwriter for The Garden was John,,,The screenwriter for *The Garden* was Scott Hamilton.,,,,,The screenwriter for *The Garden* was Michael Angarano,,0,1,1,2,1,1,1,1,3,1,0.7,,NOT_ATTEMPTED
7529,643465,Into the Woods,director,Rob Marshall,270854,526,1155958,[],[],http://www.wikidata.org/entity/Q14847067,http://www.wikidata.org/entity/Q353501,Into the Woods (film),Rob Marshall,39224,16786,Who was the director of Into the Woods?,"[""Rob Marshall""]",The director of *Into the Woods* was Rob Marshall.,Rob Marshall.,The director of *Into the Woods* was Rob Marshall.,Rob Marshall.,The director of Into the Woods was Rob Marshall.,Rob Marshall.,The director of *Into the Woods* was Rob Marshall.,Rob Marshall.,Rob Marshall.,The director of *Into the Woods* was Rob Marshall.,0,0,0,0,0,0,0,0,0,0,1.0,The director of *Into the Woods* was Rob Marshall.,CORRECT
13479,1726487,Esau,mother,Rebecca,762977,292,1267809,"[""Edom"",""Esav"",""Eisav""]","[""Rivka"",""Rivkah"",""Rebecka"",""Rebeccah""]",http://www.wikidata.org/entity/Q220822,http://www.wikidata.org/entity/Q40520,Esau,Rebecca,29079,20300,Who is the mother of Esau?,"[""Rebecca"", ""Rivka"", ""Rivkah"", ""Rebecka"", ""Rebeccah""]",Esau’s mother is Rebekah.,The mother of Esau is **Rebecca**.,Rebecca.,Rebekah.,Rebekah is the mother of Esau.,Rebekah is the mother of Esau.,Rebekah.,Esau’s mother is Rebekah.,Rebecca.,Esau’s mother was Rebekah.,0,0,0,0,0,0,0,0,0,0,1.0,Esau’s mother is Rebekah.,INCORRECT
2005,4042471,Epidemic,genre,thrash metal,1767409,91,1473789,[],"[""trash metal"",""thrash"",""Thrash Metal"",""Best early thrash metal""]",http://www.wikidata.org/entity/Q5382695,http://www.wikidata.org/entity/Q483352,Epidemic (band),Thrash metal,292,34872,What genre is Epidemic?,"[""thrash metal"", ""trash metal"", ""thrash"", ""Thrash Metal"", ""Best early thrash metal""]",Epidemic is a thriller‑horror novel.,Epidemic is a drama film.,,"""Epidemic"" is a drama",,Epidemic is a survival‑horror video game,Horror.,,Science‑fiction thriller.,Epidemic is a horror video game.,0,1,2,1,2,3,3,2,4,3,0.3,,NOT_ATTEMPTED
5042,6427649,The Detective,producer,Aaron Rosenberg,2892707,164,997667,"[""Detective""]",[],http://www.wikidata.org/entity/Q925809,http://www.wikidata.org/entity/Q302605,The Detective (1968 film),Aaron Rosenberg,6208,589,Who was the producer of The Detective?,"[""Aaron Rosenberg""]",The film *The Detective* was produced by Frank Sinatra.,Harry Joe Brown.,The producer of *The Detective* was Edward Small.,Frank McCarthy.,The producer of *The Detective* was Robert L. Jacks.,,,Edward Small.,The film *The Detective* was produced by Frank Sinatra.,The film The Detective was produced by Frank Sinatra.,0,1,2,3,4,5,5,2,0,0,0.3,The film *The Detective* was produced by Frank Sinatra.,INCORRECT
14155,5407282,Polkowice County,capital,Polkowice,2403912,422,836383,[],[],http://www.wikidata.org/entity/Q715538,http://www.wikidata.org/entity/Q246685,Polkowice County,Polkowice,386,776,What is the capital of Polkowice County?,"[""Polkowice""]",Polkowice.,Polkowice.,Polkowice.,Polkowice.,Polkowice.,Polkowice.,Polkowice.,The capital of Polkowice County is the town of Polkowice.,The capital of Polkowice County is the town of Polkowice.,Polkowice.,0,0,0,0,0,0,0,0,0,0,1.0,Polkowice.,CORRECT
7768,4912247,Lille,capital of,Nord,2165757,97,145424,"[""Rijsel"",""Lile"",""Rysel""]","[""Northern Department"",""North"",""D\u00e9partement du Nord"",""59""]",http://www.wikidata.org/entity/Q648,http://www.wikidata.org/entity/Q12661,Lille,Nord (French department),30367,5603,What is Lille the capital of?,"[""Nord"", ""Northern Department"", ""North"", ""Département du Nord"", ""59""]",Lille is the capital (prefecture) of the Nord department and the regional capital of Hauts‑de‑France in northern France.,Lille is the capital of the Hauts‑de‑France region (and,Lille is the capital of the Hauts‑de‑France region in northern France.,Lille is the capital of the Hauts‑de‑France region (and also the prefecture of the Nord department) in northern France.,Lille is the capital of the Hauts‑de‑France region in northern France.,Lille is the capital,Lille is the capital of the Hauts‑de‑France region in France.,Lille is the capital (prefecture) of the Hauts‑de‑France region in northern France.,Lille is the capital of the Hauts‑de‑France region (and,Lille is the capital of the Hauts‑de‑France region in northern France.,0,0,0,0,0,0,0,0,0,0,1.0,Lille is the capital (prefecture) of the Nord department and the regional capital of Hauts‑de‑France in northern France.,CORRECT
10738,2013955,We'll Meet Again,composer,Hughie Charles,883324,639,539002,[],"[""Hugh Charles"",""Charles Hugh Owen Ferry""]",http://www.wikidata.org/entity/Q2624195,http://www.wikidata.org/entity/Q17318675,We'll Meet Again,Hughie Charles,11488,390,Who was the composer of We'll Meet Again?,"[""Hughie Charles"", ""Hugh Charles"", ""Charles Hugh Owen Ferry"", ""Ross Parker"", ""Albert Rostron Parker""]",The song “We’ll Meet Again” was composed by Ross Parker (with lyrics by Hughie Charles).,Ross Parker.,The song “We’ll Meet Again” was composed by Ross Parker and Hughie Charles.,The composer of “We’ll Meet Again” was Ross Parker.,The song “We’ll Meet Again” was written by the composer‑lyricist duo Ross Parker and Hughie Charles.,The song “We’ll Meet Again” was composed by Ross Parker (with,The song “We’ll Meet Again” was composed by Ross Parker with lyrics by Hughie Charles.,The song “We’ll Meet Again” was composed by Ross Parker (with lyrics by Hughie Charles).,The song “We’ll Meet Again” was composed by Ross Parker (with lyrics by Hughie Charles).,The composer of “We’ll Meet Again” was Ross Parker.,0,0,0,0,0,0,0,0,0,0,1.0,The song “We’ll Meet Again” was composed by Ross Parker (with lyrics by Hughie Charles).,CORRECT
13200,2584513,The Walking Dead,author,Robert Kirkman,1114705,484,1028373,[],[],http://www.wikidata.org/entity/Q340181,http://www.wikidata.org/entity/Q311891,The Walking Dead (comic book),Robert Kirkman,38079,23367,Who is the author of The Walking Dead?,"[""Robert Kirkman""]",Robert Kirkman.,Robert Kirkman.,Robert Kirkman.,Robert Kirkman.,Robert Kirkman.,Robert Kirkman.,Robert Kirkman.,The author of *The Walking Dead* is Robert Kirkman.,The author of *The Walking Dead* is Robert Kirkman.,Robert Kirkman.,0,0,0,0,0,0,0,0,0,0,1.0,Robert Kirkman.,CORRECT
11871,5165475,Dimitri Pätzold,sport,ice hockey,2285333,560,1279430,[],[],http://www.wikidata.org/entity/Q68416,http://www.wikidata.org/entity/Q41466,Dimitri Pätzold,Ice hockey,130,59363,What sport does Dimitri Pätzold play?,"[""ice hockey""]",Dimitri Pätzold is a professional ice‑hockey goaltender.,He plays ice hockey.,Ice hockey.,Ice hockey.,Ice hockey.,Ice hockey.,Ice hockey.,Ice hockey.,Ice hockey.,Ice hockey.,0,0,0,0,0,0,0,0,0,0,1.0,Dimitri Pätzold is a professional ice‑hockey goaltender.,CORRECT
10693,5865971,list of symphonies by Pyotr Ilyich Tchaikovsky,composer,Pyotr Ilyich Tchaikovsky,2627418,639,2478661,"[""symphonies by Pyotr Ilyich Tchaikovsky""]","[""Pyotr Il'yich Tchaikovsky"",""Pyotr Tchaikovsky"",""Peter Ilich Tchaikovsky"",""Tchaikovsky"",""Peter Tchaikovsky"",""Pyotr Il'ich Chaikovskiy"",""Tschaikowski"",""Tschaikowsky"",""Chajkovskij"",""Chaikovsky"",""Piotr Ilyitch Tchaikovsky""]",http://www.wikidata.org/entity/Q7661444,http://www.wikidata.org/entity/Q7315,Symphonies by Pyotr Ilyich Tchaikovsky,Pyotr Ilyich Tchaikovsky,1375,76736,Who was the composer of list of symphonies by Pyotr Ilyich Tchaikovsky?,"[""Pyotr Ilyich Tchaikovsky"", ""Pyotr Il'yich Tchaikovsky"", ""Pyotr Tchaikovsky"", ""Peter Ilich Tchaikovsky"", ""Tchaikovsky"", ""Peter Tchaikovsky"", ""Pyotr Il'ich Chaikovskiy"", ""Tschaikowski"", ""Tschaikowsky"", ""Chajkovskij"", ""Chaikovsky"", ""Piotr Ilyitch Tchaikovsky""]",Pyotr Ilyich Tchaikovsky.,Pyotr Ilyich Tchaikovsky.,Pyotr Ilyich Tchaikovsky himself composed the list of symphonies.,Pyotr Ilyich Tchaikovsky.,The list of symphonies was composed by Pyotr Ilyich Tchaikovsky.,Pyotr Ilyich Tchaikovsky.,Pyotr Ilyich Tchaikovsky.,Pyotr Ilyich Tchaikovsky.,Pyotr Ilyich Tchaikovsky.,Pyotr Ilyich Tchaikovsky.,0,0,0,0,0,0,0,0,0,0,1.0,Pyotr Ilyich Tchaikovsky.,CORRECT
8317,4018598,The Well,screenwriter,Elizabeth Jolley,1756220,533,1356600,"[""Well""]","[""Monica Elizabeth Jolley"",""Monica Elizabeth Knight""]",http://www.wikidata.org/entity/Q5361998,http://www.wikidata.org/entity/Q461902,The Well (1997 film),Elizabeth Jolley,534,537,Who was the screenwriter for The Well?,"[""Elizabeth Jolley"", ""Monica Elizabeth Jolley"", ""Monica Elizabeth Knight""]",The screenwriter for *The Well* was Robert,,,,,,,,The screenwriter for *The Well* was Michael K. Jones.,,0,1,1,1,1,1,1,1,2,1,0.8,,NOT_ATTEMPTED
3625,5048690,Ladomirová,country,Slovakia,2230458,182,746755,"[""Ladomirova""]","[""Slovak Republic"",""sk"",""\ud83c\uddf8\ud83c\uddf0"",""SVK""]",http://www.wikidata.org/entity/Q672362,http://www.wikidata.org/entity/Q214,Ladomirová,Slovakia,129,136530,In what country is Ladomirová?,"[""Slovakia"", ""Slovak Republic"", ""sk"", ""🇸🇰"", ""SVK""]",Ladomirová is located in Slovakia.,Ladomirová is located in Slovakia.,Ladomirová is located in Slovakia.,Ladomirová is located in Slovakia.,Ladomirová is located in Slovakia.,Ladomirová is located in Slovakia.,Ladomirová is located in Slovakia.,Ladomirová is located in Slovakia.,Ladomirová is located in Slovakia.,Ladomirová is located in Slovakia.,0,0,0,0,0,0,0,0,0,0,1.0,Ladomirová is located in Slovakia.,CORRECT
9156,3009152,"The Crown of the Russian Empire, or Once Again the Elusive Avengers",screenwriter,Edmond Keosayan,1288597,533,693612,"[""Crown of the Russian Empire, or Once Again the Elusive Avengers""]","[""Edmond Gareginovich Keosayan"",""E. Keosayan""]",http://www.wikidata.org/entity/Q4233949,http://www.wikidata.org/entity/Q1971498,"The Crown of the Russian Empire, or Once Again the Elusive Avengers",Edmond Keosayan,216,220,"Who was the screenwriter for The Crown of the Russian Empire, or Once Again the Elusive Avengers?","[""Edmond Keosayan"", ""Edmond Gareginovich Keosayan"", ""E. Keosayan""]",The film’s screenplay was written by,The film’s screenplay was written by Vladimir Valutsky,,,,The film’s screenplay was written by Yuri Klepikov.,,The screenplay was written by Vladimir Valutsky.,,,0,0,1,1,1,0,1,2,1,1,0.6,,NOT_ATTEMPTED
11477,82683,Housain Al-Mogahwi,sport,association football,31976,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q10558666,http://www.wikidata.org/entity/Q2736,Housain Al-Mogahwi,Association football,354,197767,What sport does Housain Al-Mogahwi play?,"[""association football"", ""football"", ""soccer""]",He plays football (soccer).,He plays professional football (soccer).,He is a professional football (soccer) player.,He plays football (soccer).,He plays football (soccer).,He plays football (soccer).,He plays football (soccer).,He plays football (soccer).,He plays professional football (soccer).,He plays football (soccer).,0,0,0,0,0,0,0,0,0,0,1.0,He plays football (soccer).,CORRECT
117,2201087,Jacopo Melani,occupation,composer,961760,22,1189033,[],[],http://www.wikidata.org/entity/Q2897491,http://www.wikidata.org/entity/Q36834,Jacopo Melani,Composer,112,28389,What is Jacopo Melani's occupation?,"[""composer""]",Jacopo Melani was an Italian composer (and violinist).,Jacopo Melani was an Italian composer (and violinist).,Jacopo Melani was an Italian composer.,Jacopo Melani was an Italian composer and violinist.,Jacopo Melani was an Italian composer (and violinist) of the Baroque era.,Jacopo Melani was an Italian composer (and violinist).,Jacopo Melani was an Italian composer (and violinist).,Jacopo Melani was an Italian composer.,Jacopo Melani was an Italian composer (and violinist) of the Baroque era.,Jacopo Melani was an Italian composer.,0,0,0,0,0,0,0,0,0,0,1.0,Jacopo Melani was an Italian composer (and violinist).,CORRECT
