Unnamed: 0,id,subj,prop,obj,subj_id,prop_id,obj_id,s_aliases,o_aliases,s_uri,o_uri,s_wiki_title,o_wiki_title,s_pop,o_pop,problem,answer,responses,logprobs,confidences,accuracies
7668,649127,Tokyo,capital of,Japan,273933,97,502871,"[""T\u014dky\u014d"",""T\u00f4ky\u00f4"",""Tokyo-to"",""Tokyo Metropolitan prefecture"",""T\u014dky\u014d-to"",""T\u00f4ky\u00f4-to"",""Tokyo Metropolis"",""Tokio"",""Tokyo Prefecture""]","[""State of Japan"",""Land of the Rising Sun"",""Nihon"",""Nippon"",""JP"",""Nippon-koku"",""Nihon-koku"",""JA"",""JPN"",""jp"",""JAP"",""Ja"",""Jap""]",http://www.wikidata.org/entity/Q1490,http://www.wikidata.org/entity/Q17,Tokyo,Japan,205487,702414,What is Tokyo the capital of?,"[""Japan"", ""State of Japan"", ""Land of the Rising Sun"", ""Nihon"", ""Nippon"", ""JP"", ""Nippon-koku"", ""Nihon-koku"", ""JA"", ""JPN"", ""jp"", ""JAP"", ""Ja"", ""Jap"", ""Empire of Japan"", ""Japanese Empire"", ""Imperial Japan"", ""Great Empire of Japan"", ""Great Japanese Empire"", ""Αυτοκρατορία της Ιαπωνίας"", ""Japan"", ""occupation of Japan"", ""Japan"", ""Allied occupation of Japan"", ""Occupied Japan""]",Tokyo is the capital of Japan.,"[0, 0, 0, -4.3407883644104, -0.48558157682418823, -0.004703538957983255, -0.04970250278711319, -0.13125334680080414, -0.00010884400398936123, -1.1920930376163597e-07, -4.541977250482887e-05, 0, -8.344653679159819e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.1920930376163597e-07, 0, 0, -0.0023052420001477003, -2.7418175250204513e-06, 0, 0]",0.8412103430293549,CORRECT
8776,1324871,Weekend,screenwriter,Jean-Luc Godard,588656,533,1722988,"[""Week-end""]","[""Jean Luc Godard""]",http://www.wikidata.org/entity/Q1812267,http://www.wikidata.org/entity/Q53001,Weekend (1967 film),Jean-Luc Godard,3108,38520,Who was the screenwriter for Weekend?,"[""Jean-Luc Godard"", ""Jean Luc Godard""]",Andrew Haigh.,"[0, 0, 0, -0.040690772235393524, -0.012971181422472, -0.0013526881812140346, -0.34607091546058655, 0, -3.695494797284482e-06, -0.030365843325853348, 0, -0.01949133537709713, -0.006785354111343622, 0, -0.7508369088172913, -1.6927862816373818e-05, -1.0848104466276709e-05, -0.01954512484371662, -0.027022400870919228, 0, -0.0032952420879155397, -0.013652290217578411, -2.3841860752327193e-07, -0.000576304504647851, -9.536747711536009e-07, -3.254466719226912e-05, -0.0019363422179594636, -0.001021549222059548, -0.004816130734980106, -1.5136175155639648, -1.1920930376163597e-07, 0, 0, 0, 0, 0, 0, -1.9407298564910889, -0.15517884492874146, 0, -0.5309008359909058, 0]",0.8789128002096404,INCORRECT
10891,3953811,Dream On (An Indian Lullaby),composer,Victor Herbert,1726728,639,150469,"[""Dream On""]","[""Victor August Herbert""]",http://www.wikidata.org/entity/Q5306416,http://www.wikidata.org/entity/Q1275145,Dream On (An Indian Lullaby),Victor Herbert,152,2653,Who was the composer of Dream On (An Indian Lullaby)?,"[""Victor Herbert"", ""Victor August Herbert""]",,"[0, 0, 0, -2.5971829891204834, -0.0033140198793262243, -0.29727429151535034, -0.04939078167080879, -0.004533478524535894, -0.0021707117557525635, -0.29454827308654785, 0, 0, 0, 0, 0, 0, 0, -3.576279254957626e-07, -3.2187024771701545e-05, 0, -0.01623808965086937, 0, -0.10593237727880478, -1.2916545867919922, -1.225936770439148, -2.145769485650817e-06, -0.00015152648848015815, -0.258320152759552, -0.0007901928620412946, -0.2816850244998932, -0.38805505633354187, -0.006761169992387295, -0.0028614772018045187, -1.447754144668579, -0.2865307033061981, -0.4722656309604645, -0.0013501814100891352, -0.0019786846823990345, -0.0002708205720409751, -9.536788638797589e-06, 0, -2.622607780722319e-06, 0, 0, -3.695494797284482e-06, -0.019801227375864983, -0.1836269199848175, -7.824273109436035, -0.14111556112766266, -0.0006610551499761641, 0, 0, -0.19279341399669647, -1.6927862816373818e-05, -0.00041857181349769235, -0.036996208131313324, -0.23749640583992004, -2.2463254928588867, -0.9669078588485718, -2.5557050704956055, -0.0073886411264538765, 0, -2.622607780722319e-06, -1.1935831308364868, 0, -0.690729558467865, -0.671734094619751, -0.0209578238427639, -0.5491642951965332, -0.0044468422420322895, -2.95643403660506e-05, 0, 0, -0.007981296628713608, -0.05655641853809357, -1.6689314179529902e-06, -0.03939773514866829, -0.4176548719406128, 0, -0.15327395498752594, -1.2754076719284058, -0.447140097618103, -5.138052438269369e-05, -1.3086432218551636, -0.04727431386709213, -0.0013532850425690413, -0.004856678657233715, -0.016460444778203964, -0.0002573463716544211, 0, -1.5497327694902197e-05, 0, -1.1920930376163597e-07, 0, -0.015767794102430344, -0.15893712639808655, -0.06497298181056976, -0.11687377095222473, -1.1578736305236816, -2.722763776779175]",0.7075500488031814,NOT_ATTEMPTED
14197,44382,Rwanda,capital,Kigali,18425,422,1233866,"[""Republic of Rwanda"",""rw"",""\ud83c\uddf7\ud83c\uddfc""]",[],http://www.wikidata.org/entity/Q1037,http://www.wikidata.org/entity/Q3859,Rwanda,Kigali,121103,20964,What is the capital of Rwanda?,"[""Kigali""]",The capital of Rwanda is Kigali.,"[0, 0, 0, -0.23250408470630646, -0.5540317893028259, -3.933914285880746e-06, -0.7865203022956848, -0.0277654230594635, 0, 0, 0, 0, 0, -0.0591694675385952, 0, 0, 0, 0, -0.00014842658129055053, 0, 0]",0.9239896128354308,CORRECT
6733,2026207,Second Skin,director,Gerardo Vera,888026,526,1302933,"[""Segunda piel""]","[""Gerardo Vera Perales""]",http://www.wikidata.org/entity/Q2636032,http://www.wikidata.org/entity/Q434588,Second Skin (1999 film),Gerardo Vera,423,140,Who was the director of Second Skin?,"[""Gerardo Vera"", ""Gerardo Vera Perales""]",,"[0, 0, 0, -0.08063273876905441, -0.20590415596961975, -0.011459493078291416, -0.11318925023078918, 0, -1.6439467668533325, 0, -0.020030030980706215, -0.08155857026576996, 0, -0.07912252843379974, -0.000926446751691401, -0.033081162720918655, -0.11619159579277039, 0, -1.1920930376163597e-07, -9.536747711536009e-07, -0.040335673838853836, -4.553898543235846e-05, -0.020140409469604492, -0.05215173214673996, -0.02113964967429638, -0.25237390398979187, -5.137460708618164, -5.268706798553467, -0.011281889863312244, -1.7904231548309326, 0, -0.0059113833121955395, -0.014181079342961311, -0.017251325771212578, -0.005648142658174038, -0.7899906635284424, 0, -2.743014335632324, -0.8861691951751709, -0.01776260696351528, -2.8238468170166016, -4.768372718899627e-07, -0.05368700623512268, -0.13773946464061737, -0.12255693227052689, -1.1920930376163597e-07, -1.1920930376163597e-07, -0.08444694429636002, -3.576279254957626e-07, -1.1920930376163597e-07, -0.0009467910276725888, -0.3580276370048523, -0.03335271030664444, -0.009973806329071522, -0.0026396154426038265, -0.023250937461853027, -0.001958379289135337, -1.257682204246521, -2.471876621246338, -0.0011566411703824997, -1.1511026620864868, -6.835314750671387, -3.814704541582614e-06, 0, 0, -0.47379422187805176, -0.013738216832280159, -6.48519562673755e-05, -0.00038684936589561403, -0.8822636604309082, -1.3113030945532955e-06, -0.013176866807043552, -0.3522431552410126, -0.24810008704662323, -1.1837869882583618, -0.48247772455215454, -0.07442642748355865, -2.4763646125793457, -1.4437098503112793, -0.5457568168640137, -0.02125581167638302, -1.3563536405563354, -3.738098621368408, 0, -0.6931720972061157, -5.130473613739014, -2.3841860752327193e-07, -1.2672762870788574, -1.3659745454788208, -0.7581576108932495, -0.00027070133364759386, -1.0716208219528198, -0.006590758915990591, -0.4551023840904236, -1.0619138479232788, -0.000369974848581478, -0.005927931983023882, -0.5798721313476562, -1.098298192024231, -0.0008024215348996222]",0.539930850604793,NOT_ATTEMPTED
6810,312835,Mother,director,Vsevolod Pudovkin,126538,526,1835148,[],"[""Vsevolod Illarionovich Pudovkin"",""Wsewolod Illarionowitsch Pudowkin""]",http://www.wikidata.org/entity/Q1214957,http://www.wikidata.org/entity/Q55195,Mother (1926 film),Vsevolod Pudovkin,1084,1976,Who was the director of Mother?,"[""Vsevolod Pudovkin"", ""Vsevolod Illarionovich Pudovkin"", ""Wsewolod Illarionowitsch Pudowkin""]",Darren Aronofsky.,"[0, 0, 0, -0.02802339568734169, -0.14350482821464539, -3.039883085875772e-05, -0.1782495677471161, 0, -0.0026277226861566305, 0, -0.004748514387756586, -0.029642559587955475, 0, -0.9994332790374756, -0.00011218223517062142, -0.8393585085868835, -0.056492529809474945, -0.4154983460903168, -1.8239186829305254e-05, -0.13693341612815857, -0.08106649667024612, -1.3113030945532955e-06, -2.217317342001479e-05, -0.000855811988003552, 0, 0, 0, 0, 0, -4.7565637942170724e-05, -0.11426513642072678, -1.4424427718040533e-05, -0.00017352418217342347, 0, 0, -8.344653679159819e-07, 0, 0, -1.4305124977909145e-06, 0, 0, 0, 0, 0, -0.01948094181716442, 0, -1.366821527481079, -2.3841860752327193e-07, 0, -0.0016180246602743864, 0]",0.9169999139392813,INCORRECT
6479,2145986,4:30,director,Royston Tan,938763,526,1128863,[],"[""\u9648\u5b50\u8c26"",""Ch\u00e9n Z\u01d0qi\u0101n"",""T\u00e2n J\u00ed-khiam"",""Tan Ji-khiam""]",http://www.wikidata.org/entity/Q2816931,http://www.wikidata.org/entity/Q3446323,4:30,Royston Tan,460,1131,Who was the director of 4:30?,"[""Royston Tan"", ""陈子谦"", ""Chén Zǐqiān"", ""Tân Jí-khiam"", ""Tan Ji-khiam""]",,"[0, 0, 0, -0.21869687736034393, -0.0484701544046402, -6.628256232943386e-05, -0.03654368221759796, 0, -0.2250855565071106, 0, 0, 0, -0.29459837079048157, -0.06311709433794022, -0.02192102000117302, -0.13586366176605225, -0.00031607376877218485, -0.6934317350387573, 0, -0.0004934097523801029, -0.0037393660750240088, 0, -1.6409308910369873, -0.04786702245473862, -0.15501610934734344, -0.11268115788698196, -0.003772989846765995, -5.4241696489043534e-05, 0, -1.1920930376163597e-07, -0.05693145841360092, 0, 0, -7.152560215217818e-07, -0.0011510318145155907, 0, -0.7677350640296936, -2.5311367511749268, -0.9234951734542847, -0.1480637937784195, -3.171017306158319e-05, -9.27491273614578e-05, 0, 0, -0.9381182193756104, -0.0003994904982391745, -3.576279254957626e-07, -0.0001328079670201987, -0.8930550813674927, 0, -0.3751022219657898, -0.0939764603972435, -0.5304356813430786, -1.1920935776288388e-06, -6.318112355074845e-06, -0.0526837520301342, -0.0004444513760972768, -0.11114351451396942, 0, -0.2712235450744629, -0.047019701451063156, 0, -0.12963390350341797, -0.004360572900623083, -6.389822374330834e-05, -0.009900723583996296, -0.06690280139446259, -0.8033459782600403, -0.7010918259620667, -0.05956604704260826, -0.00032859478960745037, -0.00010407512309029698, -0.0016188605222851038, -0.004990612156689167, -0.8095748424530029, -0.0033183854538947344, -3.182938598911278e-05, 0, -1.1920930376163597e-07, -0.07984655350446701, -0.022395683452486992, -0.24425871670246124, -0.29474562406539917, -0.18357084691524506, -0.5245113372802734, -0.06417263299226761, -0.0004628775641322136, -0.00015844170411583036, 0, -3.57628505298635e-06, -0.10515420138835907, -0.0020603290759027004, -0.0007178378873504698, -3.4570753086882178e-06, -1.7756030559539795, -3.171017306158319e-05, -0.19189539551734924, -9.370288898935542e-05, 0, -2.1931049823760986]",0.8210044815370069,NOT_ATTEMPTED
3449,3824884,Dakhan,country,Iran,1668972,182,2753763,[],"[""Islamic Republic of Iran"",""Persia"",""ir"",""Islamic Rep. Iran"",""\ud83c\uddee\ud83c\uddf7""]",http://www.wikidata.org/entity/Q5209938,http://www.wikidata.org/entity/Q794,Dakhan,Iran,100,317291,In what country is Dakhan?,"[""Iran"", ""Islamic Republic of Iran"", ""Persia"", ""ir"", ""Islamic Rep. Iran"", ""🇮🇷""]",Pakistan.,"[0, 0, 0, -0.22247715294361115, -0.18430128693580627, -0.0067995162680745125, -2.5749537599040195e-05, -3.576279254957626e-07, -0.06010108068585396, -0.033157866448163986, -0.05587754398584366, -0.0019507348770275712, -0.001198174781166017, 0, 0, 0, 0, 0, -0.02058885432779789, 0, 0]",0.9724588296144756,INCORRECT
10157,1574139,New Age,composer,Lou Reed,703103,639,648091,[],"[""Lewis Allen Reed"",""Lewis Allan Reed""]",http://www.wikidata.org/entity/Q2000508,http://www.wikidata.org/entity/Q189080,New Age (The Velvet Underground song),Lou Reed,766,191320,Who was the composer of New Age?,"[""Lou Reed"", ""Lewis Allen Reed"", ""Lewis Allan Reed""]",Yanni is a well‑known composer,"[0, 0, 0, -0.019692163914442062, -3.404088020324707, -1.5497327694902197e-05, -0.004532520193606615, -0.02772785723209381, -2.0427236557006836, -0.059785909950733185, -1.8835246009984985e-05, -0.39849182963371277, 0, -0.00010824789205798879, -1.4544789791107178, 0, -0.3556002676486969, -1.1920930376163597e-07, -0.02242792770266533, -0.027052713558077812, -3.695494797284482e-06, -0.0007529708673246205, -1.2032082080841064, -0.42293819785118103, -0.15051844716072083, -0.024552997201681137, -2.2061986923217773, 0, -0.004506654571741819, -3.576322555541992, -2.014657366089523e-05, -1.1920930376163597e-07, -0.0011445871787145734, -0.15028774738311768, -0.0017317021265625954, 0, -0.0569644570350647, -0.0006492456886917353, -0.002327466383576393, -0.02782517485320568, 0, -7.760825974401087e-05, -0.0013263673754408956, -1.5497220147153712e-06, -0.5304387807846069, -0.7116893529891968, -2.2582645416259766, -0.0012752196053043008, 0, -1.1920930376163597e-07, 0, -0.000617814133875072, -0.05686299875378609, -9.059946933120955e-06, -0.23920081555843353, -0.006161020137369633, -0.7180848121643066, -5.579150456469506e-05, -0.8752534985542297, -0.15864041447639465, -0.3786277174949646, -1.6555227041244507, 0, -2.9445127438521013e-05, -2.651754379272461, -2.229238634754438e-05, -1.5497327694902197e-05, -0.7855371236801147, 0, -0.251956582069397, -7.867844033171423e-06, -0.4008388817310333, -8.71457887114957e-05, 0, 0, -2.3841860752327193e-07, -0.25350043177604675, -0.027814388275146484, -0.7162030935287476, -0.003950401209294796, -0.47991567850112915, -0.00020058974041603506, -0.006717964541167021, -5.006802894058637e-06, 0, -3.695494797284482e-06, 0, 0, 0, 0, 0, 0, -0.2945474684238434, 0, -1.0609683158691041e-05, -0.2203473001718521, -0.7380685806274414, -4.291543518775143e-06, 0, 0]",0.7402972623960188,INCORRECT
7468,1249018,The Saint,director,Phillip Noyce,556579,526,1791491,"[""Saint""]",[],http://www.wikidata.org/entity/Q1753817,http://www.wikidata.org/entity/Q543563,The Saint (1997 film),Phillip Noyce,17262,7382,Who was the director of The Saint?,"[""Phillip Noyce""]",The 1997 film *The Saint* was directed by Phillip Noyce.,"[0, 0, 0, -0.03256944194436073, -0.7364693880081177, -0.003346433397382498, -0.034270744770765305, 0, -0.18364575505256653, 0, -0.01766601949930191, -2.0625178813934326, -2.6703237381298095e-05, -0.005833621136844158, -0.6767874360084534, -0.01223025657236576, -0.07344231754541397, -0.915293276309967, -2.145769485650817e-06, 0, -0.007143560331314802, -0.1560887098312378, -0.16960358619689941, -1.9580942392349243, -0.7886500358581543, -0.11124464124441147, -0.00010288290650350973, 0, -0.14884470403194427, -1.5497220147153712e-06, 0, 0, -0.0006961860926821828, 0, -0.002668301574885845, -4.172333774477011e-06, 0, 0, 0, -0.37917429208755493, 0, -0.01745971292257309, -2.3841860752327193e-07, -0.0017831120640039444, -0.00046562065836042166, -1.7881409348774469e-06, -7.641607226105407e-05, 0, 0, 0, 0, 0, 0, -0.0003873263776767999, -0.0195599552243948, 0, 0, -5.960466182841628e-07, -0.013801971450448036, 0, -0.0016243529971688986, 0, -0.0007901928620412946, 0, 0, -0.2150212824344635, -1.6434553861618042, 0, 0, 0, 0]",0.8638553467337767,CORRECT
507,4331418,Harding of Bristol,occupation,magistrate,1902618,22,1349099,"[""Harding (?)""]",[],http://www.wikidata.org/entity/Q5656139,http://www.wikidata.org/entity/Q4594605,Harding of Bristol,Magistrate,216,15457,What is Harding of Bristol's occupation?,"[""magistrate""]",Harding of Bristol was a merchant.,"[0, 0, 0, -0.5345708131790161, -0.10039635747671127, -0.00278658140450716, -1.9431303371675313e-05, 0, 0, -0.8460662364959717, 0, -0.0006610551499761641, -0.019506042823195457, 0, -0.04346387833356857, -0.006057931575924158, -0.00011087078746641055, -1.3498222827911377, -0.06920912861824036, 0, 0, -0.4005436301231384, -3.051804378628731e-05, -0.010667815804481506, -0.0002370757720200345, -1.985948920249939, -1.4305124977909145e-06, 0, -0.49010589718818665, -1.644166350364685, -7.152560215217818e-07, -3.576279254957626e-07, 0, -0.027753472328186035, -0.1909283548593521, -0.0036842660047113895, -5.480801105499268, -0.30208155512809753, 0, -0.039614200592041016, -0.5042460560798645, -0.003584483405575156, -0.19479160010814667, -0.0027553215622901917, -2.6530957221984863, 0, -3.9697482861811295e-05, -1.0051510334014893, -0.03950469195842743, -0.0012170923873782158, -1.9574964046478271, -0.04402754455804825, -1.9415581226348877, -0.016580184921622276, -1.1285892724990845, -0.02800886705517769, -1.3113030945532955e-06, -0.0026231210213154554, 0, 0, 0, 0, 0, 0, -4.267783515388146e-05, 0, -2.622607780722319e-06, -0.0001328079670201987, 0, 0, -0.0002683165075723082, -0.05814604461193085, 0]",0.7284295427104782,INCORRECT
12832,997764,Victoria,author,Knut Hamsun,426101,484,1271146,[],"[""Knut Pedersen Hamsun"",""Hamsun""]",http://www.wikidata.org/entity/Q1636184,http://www.wikidata.org/entity/Q40826,Victoria (novel),Knut Hamsun,530,9959,Who is the author of Victoria?,"[""Knut Hamsun"", ""Knut Pedersen Hamsun"", ""Hamsun""]",,"[0, 0, 0, -0.1581832766532898, -0.26604345440864563, -9.763717389432713e-05, -0.03154456987977028, 0, -0.07889237254858017, 0, -0.015944015234708786, -0.0890468955039978, 0, -1.3877135515213013, -0.016955681145191193, -0.000165118501172401, 0, -0.0003905462799593806, -0.00011110922787338495, -1.1244902610778809, -0.007806653156876564, -4.541977250482887e-05, -0.023245567455887794, -0.07384908944368362, -0.0001179049359052442, -3.933984044124372e-05, -0.2496405839920044, -0.2027805596590042, -1.4865506887435913, -0.01045547891408205, -0.007857835851609707, -1.4662849935120903e-05, -0.040261395275592804, -4.995471000671387, -1.0727118253707886, -0.13316313922405243, -0.003015948925167322, -4.529963462118758e-06, -2.3841860752327193e-07, -0.014499913901090622, -0.00011528202594490722, -0.0035829879343509674, -1.1920930376163597e-07, -0.6690635085105896, -0.18728969991207123, -0.20742474496364594, -1.1127567291259766, -0.027965407818555832, -0.006100508850067854, -0.0012349359458312392, -0.006881015375256538, -1.3832921981811523, -0.12394686043262482, -1.233412504196167, -0.0030941502191126347, -4.887592695013154e-06, -0.7921708226203918, -0.004703538957983255, -0.049252331256866455, -0.00038684936589561403, -0.035055287182331085, -0.00044659810373559594, -0.0027833536732941866, -0.054251622408628464, -2.453740358352661, -2.0007071495056152, -2.3841860752327193e-07, -0.15062765777111053, -0.2122785896062851, -2.888695001602173, -0.006717604584991932, -0.18565966188907623, -0.0009461943991482258, -0.004121979232877493, -0.680618166923523, -4.353384971618652, -0.16919158399105072, -9.346444858238101e-05, -0.12249259650707245, -0.0742763802409172, -0.019480697810649872, -0.5494227409362793, -1.1281771659851074, -0.002602384192869067, -0.00019009728566743433, -0.3040824830532074, -3.6328697204589844, -0.0554681234061718, -3.920196533203125, -4.339312363299541e-05, -1.6631208658218384, -0.025987353175878525, -0.0037552802823483944, -5.69836629438214e-05, -0.43893489241600037, -0.028104497119784355, -2.2495381832122803, -1.4603835344314575, -0.002780365291982889, -0.12112843990325928]",0.6293536016621141,NOT_ATTEMPTED
4129,3864448,Monti della Tolfa,country,Italy,1685963,182,1218153,[],"[""Italia"",""Italian Republic"",""IT"",""\ud83c\uddee\ud83c\uddf9"",""ITA""]",http://www.wikidata.org/entity/Q523409,http://www.wikidata.org/entity/Q38,Monti della Tolfa,Italy,182,403188,In what country is Monti della Tolfa?,"[""Italy"", ""Italia"", ""Italian Republic"", ""IT"", ""🇮🇹"", ""ITA""]",Italy.,"[0, 0, 0, -0.14651568233966827, -1.5653249025344849, -0.006229391787201166, -0.25409504771232605, 0, 0, 0, -0.0001100362278521061, -0.019486775621771812, -1.1920930376163597e-07, 0, 0, -0.01831093616783619, 0, 0, 0, 0, 0, -4.840014298679307e-05, 0, 0]",0.9196564948512077,CORRECT
14013,2440723,Cao Wei,capital,Luoyang,1058007,422,638073,"[""Wei"",""Ngai""]","[""Loyang"",""Jingluo"",""Luoyi"",""Shendu"",""Xijing""]",http://www.wikidata.org/entity/Q320930,http://www.wikidata.org/entity/Q187136,Cao Wei,Luoyang,11868,13819,What is the capital of Cao Wei?,"[""Luoyang"", ""Loyang"", ""Jingluo"", ""Luoyi"", ""Shendu"", ""Xijing""]",Luoyang.,"[0, 0, 0, -0.04367101192474365, -0.4583169221878052, -0.0008530677878297865, -0.02579161524772644, -7.152560215217818e-07, 0, 0, -0.47998031973838806, -0.002520098118111491, 0, 0, -0.8926194310188293, -0.3006041347980499, -0.03313765674829483, -3.039966583251953, -0.00245436979457736, -0.13607528805732727, -0.044373176991939545, -5.4241696489043534e-05, -0.014313063584268093, -6.437322554120328e-06, 0, -0.008027922362089157, -0.7414734959602356, -7.760825974401087e-05, -1.1920930376163597e-07, -0.05723051726818085, -4.398919554660097e-05, -0.1074017658829689, -0.020687853917479515, -0.003935800399631262, 0, -0.49735498428344727, -0.5305516123771667, -0.15502981841564178, -1.7881409348774469e-06, 0, -4.768372718899627e-07, 0, -3.1153109073638916, -1.9919341802597046, -0.15539298951625824, -0.15782083570957184, -0.29874011874198914, -0.13751907646656036, -1.8596821973915212e-05, -4.911543510388583e-05, -0.7199984192848206, -1.1920930376163597e-07, 0, -0.00506034167483449, -0.007296113297343254, -0.07580706477165222, -0.00099028495606035, -0.05906791239976883, -0.02191273495554924, -0.47620290517807007, -0.2156459540128708, -0.055894311517477036, -2.145769485650817e-06, -0.0005531052011065185, 0, 0, -0.34435534477233887, -0.005842254497110844, -9.536747711536009e-07, -0.002801404567435384, 0, -3.576279254957626e-07, 0, 0, -0.01641051657497883, 0, 0, 0, 0, 0, -5.483642325998517e-06, -5.960466182841628e-07, 0, 0, 0]",0.8336877449265645,CORRECT
8043,4885842,Timecode,screenwriter,Mike Figgis,2152528,533,2376782,[],"[""Michael Lawrence Dundus Figgis"",""Michael Figgis""]",http://www.wikidata.org/entity/Q643771,http://www.wikidata.org/entity/Q710131,Timecode (2000 film),Mike Figgis,2348,12792,Who was the screenwriter for Timecode?,"[""Mike Figgis"", ""Michael Lawrence Dundus Figgis"", ""Michael Figgis""]",The screenwriter for *Timecode* was Mike Figgis.,"[0, 0, 0, -0.011912748217582703, -3.851743698120117, -7.629423635080457e-06, -4.339312363299541e-05, -0.006715324241667986, -0.008273820392787457, 0, -9.537197911413386e-05, -0.015989741310477257, 0, -2.254824161529541, -0.045131079852581024, -0.11112067103385925, 0, -1.1774104833602905, -0.1843087524175644, -0.00186091847717762, -0.00011814338358817622, -1.3113030945532955e-06, -0.1596764326095581, -0.013937169685959816, -0.00028214859776198864, -0.08327320963144302, -1.5497220147153712e-06, 0, -5.364432581700385e-06, -5.960466182841628e-07, -0.0003875648835673928, 0, 0, 0, 0, 0, -0.004703299608081579, -0.011387206614017487, 0, -0.013669934123754501, -0.005031167529523373, 0, 0, 0, -0.02772785723209381, -0.00013423866766970605, -0.11388052999973297, 0, -4.768372718899627e-07, 0, 0]",0.8530857443840912,CORRECT
8159,2423920,Le Journal d'une femme en blanc,screenwriter,Jean Aurenche,1051566,533,2932026,"[""Journal d'une femme en blanc""]",[],http://www.wikidata.org/entity/Q3186821,http://www.wikidata.org/entity/Q978299,A Woman in White,Jean Aurenche,145,270,Who was the screenwriter for Le Journal d'une femme en blanc?,"[""Jean Aurenche""]",The screenplay was written by Jean‑Claude Carrière.,"[0, 0, 0, -0.03718171641230583, -0.03350561857223511, -0.21493718028068542, -0.0013415270950645208, 0, -0.36129939556121826, -0.4043081998825073, 0, 0, 0, -4.541977250482887e-05, 0, 0, 0, -0.02772902138531208, -0.07374231517314911, 0, -0.0558919794857502, -0.5324156284332275, -0.21482102572917938, -0.12525926530361176, -3.2187024771701545e-05, -8.344653679159819e-07, -0.019103100523352623, -0.05617477744817734, -1.473374366760254, -0.09481381624937057, -0.008371847681701183, -0.005474924575537443, -0.0021824792493134737, -0.004258148837834597, -0.023246239870786667, 0, -0.0023052420001477003, -1.0848104466276709e-05, -6.056015263311565e-05, -8.344653679159819e-07, 0, -1.6414998769760132, -1.0256397724151611, -2.0103931427001953, -0.4775543808937073, -0.007549458649009466, -2.3841860752327193e-07, -0.033939994871616364, -0.6849429607391357, -0.10604795068502426, -0.032095156610012054, -0.00016416466678492725, 0, -0.027927406132221222, 0, -3.171017306158319e-05, -0.0021291973534971476, -3.325994475744665e-05, -9.536747711536009e-07, -0.22959280014038086, -0.1837606430053711, -0.0042788004502654076, -0.00020237824355717748, -2.515347659937106e-05, 0, 0, 0, 0, 0, 0, -0.02772810310125351, -0.5323742628097534, -0.0023053614422678947, 0, 0, -0.4598184823989868, -1.5497327694902197e-05, 0, -0.007264652289450169, -2.622607780722319e-06, 0, 0]",0.8715959241322531,INCORRECT
8325,1924737,Pilot,screenwriter,Bill Prady,846063,533,2854650,"[""Aired Pilot"",""The Big Bang Theory pilot""]","[""William Scott Prady""]",http://www.wikidata.org/entity/Q2495939,http://www.wikidata.org/entity/Q862389,Pilot (The Big Bang Theory),Bill Prady,2993,8470,Who was the screenwriter for Pilot?,"[""Chuck Lorre"", ""Charles Michael Levine"", ""Bill Prady"", ""William Scott Prady""]",,"[0, 0, 0, -0.07964430749416351, -0.11942817270755768, -0.000147591985296458, -0.1638955920934677, 0, 0, -0.21493688225746155, -1.1159605979919434, -0.15897667407989502, 0, -1.9651422500610352, -3.802848732448183e-05, -0.000813994207419455, -0.039397984743118286, -0.01381375640630722, -2.8729851692332886e-05, -0.39922627806663513, -0.00037546054227277637, -0.00248221424408257, -6.624066352844238, -0.00041093924664892256, -0.0016926538664847612, -4.768372718899627e-07, -0.0065942988730967045, -1.389431357383728, -0.00971551239490509, -1.8825199604034424, -0.00014997653488535434, -1.1438565254211426, 0, -0.003844369435682893, -0.20052756369113922, -0.06797350943088531, -1.1920930376163597e-07, -0.13812118768692017, -0.8190582394599915, -0.5669589042663574, -0.002929563634097576, -0.03635161742568016, 0, -0.15784728527069092, -0.01631915010511875, -9.536747711536009e-07, 0, -2.217317342001479e-05, -0.005253680516034365, -0.0016399353044107556, -0.008434179238975048, -3.171017306158319e-05, -0.05185249075293541, -1.702141284942627, -0.025711435824632645, -0.5432727932929993, -1.5901621580123901, -0.3685144782066345, -1.2825126647949219, -0.04839245229959488, -2.7776150091085583e-05, -0.02772798016667366, -0.0013427208177745342, -0.18182295560836792, -0.0019023023778572679, -8.344684829353355e-06, -5.364432581700385e-06, -0.08135068416595459, -0.30348387360572815, -0.002323881722986698, -0.10526279360055923, -0.3661312758922577, -0.19338251650333405, -0.045687202364206314, -0.48946234583854675, -0.0005531052011065185, -0.03956093266606331, -0.027780253440141678, -0.009606219828128815, -0.2914731800556183, 0, -0.002054117387160659, -0.7864391207695007, -0.11726374924182892, -0.8959845900535583, -0.008388076908886433, -7.629423635080457e-06, -1.0493135452270508, -0.04699033871293068, 0, -0.21504603326320648, -1.6700007915496826, -5.364432581700385e-06, -0.019480697810649872, -0.09383883327245712, -0.508400022983551, -0.0016599358059465885, -0.21229207515716553, -0.0013602086110040545, -0.011484815739095211]",0.7350657990617464,NOT_ATTEMPTED
