Unnamed: 0,id,subj,prop,obj,subj_id,prop_id,obj_id,s_aliases,o_aliases,s_uri,o_uri,s_wiki_title,o_wiki_title,s_pop,o_pop,problem,answer,response_0,response_1,response_2,response_3,response_4,response_5,response_6,response_7,response_8,response_9,semantic_id_0,semantic_id_1,semantic_id_2,semantic_id_3,semantic_id_4,semantic_id_5,semantic_id_6,semantic_id_7,semantic_id_8,semantic_id_9,confidences,responses,accuracies
13970,6499110,Mexico,capital,Mexico City,2919374,422,273682,"[""MX"",""mx"",""United Mexican States"",""Mexican Republic"",""MEX"",""\ud83c\uddf2\ud83c\uddfd""]","[""Mexico D.F."",""Ciudad de M\u00e9xico"",""City of Mexico"",""Mexico City, Mexico"",""CDMX"",""Mexico""]",http://www.wikidata.org/entity/Q96,http://www.wikidata.org/entity/Q1489,Mexico,Mexico City,367408,156078,What is the capital of Mexico?,"[""Mexico City"", ""Mexico D.F."", ""Ciudad de México"", ""City of Mexico"", ""Mexico City, Mexico"", ""CDMX"", ""Mexico""]",The capital of Mexico is Mexico City.,The capital of Mexico is Mexico City.,The capital of Mexico is Mexico City.,The capital of Mexico is Mexico City.,The capital of Mexico is Mexico City.,The capital of Mexico is Mexico City.,The capital of Mexico is Mexico City.,The capital of Mexico is Mexico City.,The capital of Mexico is Mexico City.,The capital of Mexico is Mexico City.,0,0,0,0,0,0,0,0,0,0,1.0,The capital of Mexico is Mexico City.,CORRECT
2668,780319,Dex,genre,action role-playing game,332681,91,231165,[],"[""action role-playing video game"",""action RPG"",""ARPG"",""action\/RPG""]",http://www.wikidata.org/entity/Q15710454,http://www.wikidata.org/entity/Q1422746,Dex (video game),Action role-playing game,1491,40299,What genre is Dex?,"[""action role-playing game"", ""action role-playing video game"", ""action RPG"", ""ARPG"", ""action/RPG""]",Dex is a cyberpunk action-platformer video game.,Dex is a cyberpunk-themed action role-playing game.,Dex is a cyberpunk-themed action-adventure platformer game.,Dex is a 2D side-scrolling action role-playing game.,Dex is a cyberpunk action-platformer game.,Dex is a 2D side-scrolling action role-playing game.,Dex is a 2D side-scrolling action role-playing game.,Dex is a cyberpunk-themed action-adventure platformer game.,Dex is a 2D side-scrolling action role-playing game.,Dex is a cyberpunk action-adventure platformer game.,0,1,0,2,0,2,2,0,2,0,0.5,Dex is a cyberpunk action-platformer video game.,INCORRECT
4295,604577,Young Adult,producer,Diablo Cody,247371,164,790310,[],[],http://www.wikidata.org/entity/Q1460394,http://www.wikidata.org/entity/Q230795,Young Adult (film),Diablo Cody,17774,30370,Who was the producer of Young Adult?,"[""Diablo Cody""]",The producer of *Young Adult* was Diablo Cody.,The producer of *Young Adult* was Diablo Cody.,The producer of *Young Adult* was Diablo Cody.,The producer of *Young Adult* was Diablo Cody.,The producer of *Young Adult* was Diablo Cody.,The producer of *Young Adult* was Diablo Cody.,The producer of *Young Adult* was Diablo Cody.,The producer of *Young Adult* was Diablo Cody.,The producer of *Young Adult* was Diablo Cody.,The producer of *Young Adult* was Diablo Cody.,0,0,0,0,0,0,0,0,0,0,1.0,The producer of *Young Adult* was Diablo Cody.,CORRECT
5959,2358241,Green Tea,director,Zhang Yuan,1027423,526,694210,[],"[""Yuan Zhang""]",http://www.wikidata.org/entity/Q3116114,http://www.wikidata.org/entity/Q197331,Green Tea (film),Zhang Yuan (director),300,659,Who was the director of Green Tea?,"[""Zhang Yuan"", ""Yuan Zhang""]",The director of *Green Tea* was Chen Kaige.,The director of *Green Tea* was Chen Kaige.,The director of *Green Tea* was Chen Kaige.,The director of *Green Tea* was Chen Kaige.,The director of *Green Tea* was Chen Kaige.,The director of *Green Tea* was Chen Kaige.,The director of *Green Tea* was Chen Kaige.,The director of *Green Tea* was Chen Kaige.,The director of *Green Tea* was Chen Kaige.,The director of *Green Tea* was Chen Kaige.,0,0,0,0,0,0,0,0,0,0,1.0,The director of *Green Tea* was Chen Kaige.,INCORRECT
7170,3558671,Outbreak,director,Wolfgang Petersen,1538574,526,2184798,"[""Outbreak (film)""]",[],http://www.wikidata.org/entity/Q495513,http://www.wikidata.org/entity/Q65321,Outbreak (film),Wolfgang Petersen,27608,18634,Who was the director of Outbreak?,"[""Wolfgang Petersen""]",The director of *Outbreak* was Wolfgang Petersen.,The director of *Outbreak* was Wolfgang Petersen.,The director of *Outbreak* was Wolfgang Petersen.,The director of *Outbreak* was Wolfgang Petersen.,The director of *Outbreak* was Wolfgang Petersen.,The director of *Outbreak* was Wolfgang Petersen.,The director of *Outbreak* was Wolfgang Petersen.,The director of *Outbreak* was Wolfgang Petersen.,The director of *Outbreak* was Wolfgang Petersen.,The director of *Outbreak* was Wolfgang Petersen.,0,0,0,0,0,0,0,0,0,0,1.0,The director of *Outbreak* was Wolfgang Petersen.,CORRECT
1935,2953719,Evil Dead: Hail to the King,genre,survival horror,1264710,91,1096850,[],"[""survival horror video game""]",http://www.wikidata.org/entity/Q4038405,http://www.wikidata.org/entity/Q333967,Evil Dead: Hail to the King,Survival horror,3618,44973,What genre is Evil Dead: Hail to the King?,"[""survival horror"", ""survival horror video game""]",Evil Dead: Hail to the King is a survival horror video game.,Evil Dead: Hail to the King is a survival horror video game.,*Evil Dead: Hail to the King* is a survival horror video game.,*Evil Dead: Hail to the King* is a survival horror video game.,*Evil Dead: Hail to the King* is a survival horror video game.,*Evil Dead: Hail to the King* is a survival horror video game.,*Evil Dead: Hail to the King* is a survival horror video game.,Evil Dead: Hail to the King is a survival horror video game.,Evil Dead: Hail to the King is a survival horror video game.,*Evil Dead: Hail to the King* is a survival horror video game.,0,0,0,0,0,0,0,0,0,0,1.0,Evil Dead: Hail to the King is a survival horror video game.,CORRECT
190,503998,Ivan Mládek,occupation,composer,207169,22,1189033,"[""Ivan Mladek""]",[],http://www.wikidata.org/entity/Q1369539,http://www.wikidata.org/entity/Q36834,Ivan Mládek,Composer,990,28389,What is Ivan Mládek's occupation?,"[""composer"", ""songwriter"", ""song writer""]","Ivan Mládek is a Czech musician, composer, and bandleader, best known for founding the band Banjo Band.","Ivan Mládek is a Czech musician, composer, and bandleader, best known for founding the folk band Český dřevák.","Ivan Mládek is a Czech musician, composer, and founder of the musical group ""Banjo Band.""","Ivan Mládek is a Czech musician, composer, and founder of the musical group Greenhorns.","Ivan Mládek is a Czech musician, composer, and bandleader, best known for founding the band Ondřej Havel Orchestra.","Ivan Mládek is a Czech musician, composer, and founder of the band Ondřej Havel Orchestra.","Ivan Mládek is a Czech musician, composer, and founder of the band Lupička.","Ivan Mládek is a Czech musician, composer, and founder of the band Lupička.","Ivan Mládek is a Czech musician, composer, and founder of the band Lupička.","Ivan Mládek is a Czech musician, composer, and bandleader known for his work with the band Greenhorns.",0,1,0,2,3,3,4,4,4,2,0.3,"Ivan Mládek is a Czech musician, composer, and founder of the band Lupička.",CORRECT
12424,5325447,Odds On,author,Michael Crichton,2365028,484,534524,[],"[""John Michael Crichton"",""Michael Douglas"",""Jeffery Hudson"",""John Lange""]",http://www.wikidata.org/entity/Q7077532,http://www.wikidata.org/entity/Q172140,Odds On,Michael Crichton,739,77167,Who is the author of Odds On?,"[""Michael Crichton"", ""John Michael Crichton"", ""Michael Douglas"", ""Jeffery Hudson"", ""John Lange""]",The author of *Odds On* is Michael Crichton.,The author of *Odds On* is Michael Crichton.,The author of *Odds On* is Michael Crichton.,The author of *Odds On* is Michael Crichton.,The author of *Odds On* is Michael Crichton.,The author of *Odds On* is Michael Crichton.,The author of *Odds On* is Michael Crichton.,The author of *Odds On* is Michael Crichton.,The author of *Odds On* is Michael Crichton.,The author of *Odds On* is Michael Crichton.,0,0,0,0,0,0,0,0,0,0,1.0,The author of *Odds On* is Michael Crichton.,CORRECT
9808,2933561,The Garden,screenwriter,Sam Bozzo,1256489,533,2530491,"[""River to Havilah"",""Garden""]",[],http://www.wikidata.org/entity/Q3987179,http://www.wikidata.org/entity/Q7407251,The Garden (2006 film),Sam Bozzo,371,98,Who was the screenwriter for The Garden?,"[""Sam Bozzo""]","The screenwriter for *The Garden* (1990) was Derek Jarman, who also directed the film.","The screenwriter for *The Garden* (1990) was Derek Jarman, who also directed the film.",The screenwriter for *The Garden* was Mike Hodges.,The screenwriter for *The Garden* was Derek Jarman.,The screenwriter for *The Garden* was Derek Jarman.,The screenwriter for *The Garden* was Derek Jarman.,"The screenwriter for *The Garden* (1990) was Derek Jarman, who also directed the film.",The screenwriter for *The Garden* was Mike Leigh.,The screenwriter for *The Garden* was Derek Jarman.,The screenwriter for *The Garden* was Derek Jarman.,0,0,1,0,0,0,0,2,0,0,0.8,"The screenwriter for *The Garden* (1990) was Derek Jarman, who also directed the film.",INCORRECT
7529,643465,Into the Woods,director,Rob Marshall,270854,526,1155958,[],[],http://www.wikidata.org/entity/Q14847067,http://www.wikidata.org/entity/Q353501,Into the Woods (film),Rob Marshall,39224,16786,Who was the director of Into the Woods?,"[""Rob Marshall""]",Rob Marshall directed *Into the Woods*.,The director of *Into the Woods* was Rob Marshall.,The director of *Into the Woods* was Rob Marshall.,The director of *Into the Woods* was Rob Marshall.,The director of *Into the Woods* was Rob Marshall.,The director of *Into the Woods* (2014) was Rob Marshall.,The director of *Into the Woods* was Rob Marshall.,The director of *Into the Woods* was Rob Marshall.,The director of *Into the Woods* was Rob Marshall.,The director of *Into the Woods* was Rob Marshall.,0,0,0,0,0,0,0,0,0,0,1.0,Rob Marshall directed *Into the Woods*.,CORRECT
13479,1726487,Esau,mother,Rebecca,762977,292,1267809,"[""Edom"",""Esav"",""Eisav""]","[""Rivka"",""Rivkah"",""Rebecka"",""Rebeccah""]",http://www.wikidata.org/entity/Q220822,http://www.wikidata.org/entity/Q40520,Esau,Rebecca,29079,20300,Who is the mother of Esau?,"[""Rebecca"", ""Rivka"", ""Rivkah"", ""Rebecka"", ""Rebeccah""]",The mother of Esau is Rebekah.,The mother of Esau is Rebekah.,The mother of Esau is Rebekah.,The mother of Esau is Rebekah.,The mother of Esau is Rebekah.,The mother of Esau is Rebekah.,The mother of Esau is Rebekah.,The mother of Esau is Rebekah.,The mother of Esau is Rebekah.,The mother of Esau is Rebekah.,0,0,0,0,0,0,0,0,0,0,1.0,The mother of Esau is Rebekah.,CORRECT
2005,4042471,Epidemic,genre,thrash metal,1767409,91,1473789,[],"[""trash metal"",""thrash"",""Thrash Metal"",""Best early thrash metal""]",http://www.wikidata.org/entity/Q5382695,http://www.wikidata.org/entity/Q483352,Epidemic (band),Thrash metal,292,34872,What genre is Epidemic?,"[""thrash metal"", ""trash metal"", ""thrash"", ""Thrash Metal"", ""Best early thrash metal""]",Epidemic is a science fiction thriller novel.,Epidemic is a science fiction novel.,Epidemic is a science fiction novel.,Epidemic is a science fiction thriller.,Epidemic is a science fiction thriller novel.,Epidemic is a science fiction novel.,Epidemic is a science fiction novel.,Epidemic is a science fiction novel.,Epidemic is a science fiction thriller.,Epidemic is a science fiction thriller.,0,0,0,0,0,0,0,0,0,0,1.0,Epidemic is a science fiction thriller novel.,INCORRECT
5042,6427649,The Detective,producer,Aaron Rosenberg,2892707,164,997667,"[""Detective""]",[],http://www.wikidata.org/entity/Q925809,http://www.wikidata.org/entity/Q302605,The Detective (1968 film),Aaron Rosenberg,6208,589,Who was the producer of The Detective?,"[""Aaron Rosenberg""]",The producer of *The Detective* (1968) was Buddy Adler.,The producer of *The Detective* (1968) was Aaron Rosenberg.,The producer of *The Detective* (1968) was Aaron Rosenberg.,The producer of *The Detective* (1968) was Aaron Rosenberg.,The producer of *The Detective* (1968) was Buddy Adler.,The producer of *The Detective* (1968) was Aaron Rosenberg.,The producer of *The Detective* (1968) was Gordon T. Cole.,The producer of *The Detective* (1968) was Aaron Rosenberg.,The producer of *The Detective* (1968) was Buddy Adler.,The producer of *The Detective* (1968) was Gordon T. Cole.,0,1,1,1,0,1,2,1,0,2,0.5,The producer of *The Detective* (1968) was Aaron Rosenberg.,CORRECT
14155,5407282,Polkowice County,capital,Polkowice,2403912,422,836383,[],[],http://www.wikidata.org/entity/Q715538,http://www.wikidata.org/entity/Q246685,Polkowice County,Polkowice,386,776,What is the capital of Polkowice County?,"[""Polkowice""]",The capital of Polkowice County is the town of Polkowice.,The capital of Polkowice County is the town of Polkowice.,The capital of Polkowice County is the town of Polkowice.,The capital of Polkowice County is the town of Polkowice.,The capital of Polkowice County is Polkowice.,The capital of Polkowice County is Polkowice.,The capital of Polkowice County is Polkowice.,The capital of Polkowice County is Polkowice.,The capital of Polkowice County is Polkowice.,The capital of Polkowice County is Polkowice.,0,0,0,0,0,0,0,0,0,0,1.0,The capital of Polkowice County is the town of Polkowice.,CORRECT
7768,4912247,Lille,capital of,Nord,2165757,97,145424,"[""Rijsel"",""Lile"",""Rysel""]","[""Northern Department"",""North"",""D\u00e9partement du Nord"",""59""]",http://www.wikidata.org/entity/Q648,http://www.wikidata.org/entity/Q12661,Lille,Nord (French department),30367,5603,What is Lille the capital of?,"[""Nord"", ""Northern Department"", ""North"", ""Département du Nord"", ""59""]",Lille is not a capital; it is a major city in the Hauts-de-France region of northern France.,Lille is not the capital of a country; it is a major city in the Hauts-de-France region of northern France.,Lille is not a capital; it is a major city in the Hauts-de-France region of northern France.,Lille is not a capital; it is a major city in the Hauts-de-France region of northern France.,Lille is not a capital; it is a major city in the Hauts-de-France region of northern France.,Lille is not a capital; it is a major city in the Hauts-de-France region of northern France.,Lille is not a capital; it is a major city in the Hauts-de-France region of northern France.,Lille is not a capital; it is a major city in the Hauts-de-France region of northern France.,Lille is not a capital; it is a major city in the Hauts-de-France region of northern France.,Lille is not a capital; it is a major city in the Hauts-de-France region of northern France.,0,0,0,0,0,0,0,0,0,0,1.0,Lille is not a capital; it is a major city in the Hauts-de-France region of northern France.,INCORRECT
10738,2013955,We'll Meet Again,composer,Hughie Charles,883324,639,539002,[],"[""Hugh Charles"",""Charles Hugh Owen Ferry""]",http://www.wikidata.org/entity/Q2624195,http://www.wikidata.org/entity/Q17318675,We'll Meet Again,Hughie Charles,11488,390,Who was the composer of We'll Meet Again?,"[""Hughie Charles"", ""Hugh Charles"", ""Charles Hugh Owen Ferry"", ""Ross Parker"", ""Albert Rostron Parker""]","The composer of ""We'll Meet Again"" was Ross Parker.","The composer of ""We'll Meet Again"" was Ross Parker.","The composer of ""We'll Meet Again"" was Ross Parker.","The composer of ""We'll Meet Again"" was Ross Parker.","The composer of ""We'll Meet Again"" was Ross Parker.","The composer of ""We'll Meet Again"" was Ross Parker.","The composer of ""We'll Meet Again"" was Ross Parker.","The composer of ""We'll Meet Again"" was Ross Parker.","The composer of ""We'll Meet Again"" was Ross Parker.","The composer of ""We'll Meet Again"" was Ross Parker.",0,0,0,0,0,0,0,0,0,0,1.0,"The composer of ""We'll Meet Again"" was Ross Parker.",CORRECT
13200,2584513,The Walking Dead,author,Robert Kirkman,1114705,484,1028373,[],[],http://www.wikidata.org/entity/Q340181,http://www.wikidata.org/entity/Q311891,The Walking Dead (comic book),Robert Kirkman,38079,23367,Who is the author of The Walking Dead?,"[""Robert Kirkman""]",The author of *The Walking Dead* is Robert Kirkman.,The author of *The Walking Dead* is Robert Kirkman.,The author of *The Walking Dead* is Robert Kirkman.,The author of *The Walking Dead* is Robert Kirkman.,The author of *The Walking Dead* is Robert Kirkman.,The author of *The Walking Dead* is Robert Kirkman.,The author of *The Walking Dead* is Robert Kirkman.,The author of *The Walking Dead* is Robert Kirkman.,The author of *The Walking Dead* is Robert Kirkman.,The author of *The Walking Dead* is Robert Kirkman.,0,0,0,0,0,0,0,0,0,0,1.0,The author of *The Walking Dead* is Robert Kirkman.,CORRECT
