question_id,question,options,answer,answer_index,cot_content,category,src,problem,responses,confidences,accuracies
80,"A marketing research firm contracts with clients to conduct a complete marketing research project from data collection, analysis, and reporting. It is a__________ firm.","['Data collection firm.' 'Freelance agency.' 'Data analysis firm.'
 'Survey firm.' 'Full-service agency.' 'Tabulation agency.'
 'Marketing agency.' 'Research firm.' 'Consultant.' 'Field agency.']",E,4,,business,ori_mmlu-marketing,"A marketing research firm contracts with clients to conduct a complete marketing research project from data collection, analysis, and reporting. It is a__________ firm.
A) Data collection firm.
B) Freelance agency.
C) Data analysis firm.
D) Survey firm.
E) Full-service agency.
F) Tabulation agency.
G) Marketing agency.
H) Research firm.
I) Consultant.
J) Field agency.","E) Full-service agency, as this type of firm handles the entire marketing research process from data collection through analysis and final reporting.",0.7399004697799683,CORRECT
81,The six dimensions usually considered to constitute the external marketing environment include all of the following except:,"['Political considerations.' 'Weather conditions'
 'Personal preferences of the marketing team' 'Economics issues.'
 'Technology trends' 'Socio-cultural aspects.' 'Global factors.'
 'Competitive landscape' 'Industry regulations' 'Environmental concerns']",G,6,,business,ori_mmlu-marketing,"The six dimensions usually considered to constitute the external marketing environment include all of the following except:
A) Political considerations.
B) Weather conditions
C) Personal preferences of the marketing team
D) Economics issues.
E) Technology trends
F) Socio-cultural aspects.
G) Global factors.
H) Competitive landscape
I) Industry regulations
J) Environmental concerns",The option that is not typically considered one of the six dimensions of the external marketing environment is C) Personal preferences of the marketing team.,0.6150434017181396,INCORRECT
82,What is the term for the 'rule of thumb' type of bias in decision making?,"['Framing bias' 'Availability bias' 'Representativeness bias'
 'Self-serving bias' 'Hindsight bias' 'Over-confidence bias'
 'Confirmation bias' 'Optimism bias' 'Anchoring bias' 'Heuristics']",J,9,,business,ori_mmlu-management,"What is the term for the 'rule of thumb' type of bias in decision making?
A) Framing bias
B) Availability bias
C) Representativeness bias
D) Self-serving bias
E) Hindsight bias
F) Over-confidence bias
G) Confirmation bias
H) Optimism bias
I) Anchoring bias
J) Heuristics","J) Heuristics, which are mental shortcuts or rules of thumb that allow people to make decisions quickly but can lead to cognitive biases and potentially suboptimal judgments.",0.31316784024238586,CORRECT
83,As what is ensuring that one individual does not carry the burden of a whole work task referred to?,"['Work delegation' 'Workload balancing' 'Work distribution'
 'Work specialisation' 'Work rotation' 'Work redundancy' 'Work shift'
 'Work division' 'Work schedule' 'Work design']",D,3,,business,ori_mmlu-management,"As what is ensuring that one individual does not carry the burden of a whole work task referred to?
A) Work delegation
B) Workload balancing
C) Work distribution
D) Work specialisation
E) Work rotation
F) Work redundancy
G) Work shift
H) Work division
I) Work schedule
J) Work design","The correct answer is B) Workload balancing, which refers to the process of ensuring that work tasks are evenly distributed among team members to prevent overburdening any single individual.",0.7688393592834473,INCORRECT
84,What theory is built around the principle that 'people make choices regarding how to behave based on values and beliefs'?,"['Social Learning' 'Contingency' 'Operant Conditioning' 'Evolutionary'
 'Classical' 'Expectancy' 'Psychoanalytic' 'Instrumental'
 'Cognitive Dissonance' 'Humanistic']",F,5,,business,ori_mmlu-management,"What theory is built around the principle that 'people make choices regarding how to behave based on values and beliefs'?
A) Social Learning
B) Contingency
C) Operant Conditioning
D) Evolutionary
E) Classical
F) Expectancy
G) Psychoanalytic
H) Instrumental
I) Cognitive Dissonance
J) Humanistic",The Humanistic theory is built around the principle that 'people make choices regarding how to behave based on values and beliefs'.,0.7046810388565063,INCORRECT
85,How does lateral communication in an organisation occur?,"['Information is shared only during official meetings.'
 'Information is restricted within a single department.'
 'Information is transferred through external stakeholders.'
 'Information is transferred only through the head of the organisation.'
 'Information is disseminated through public announcements.'
 'Information passes upwards.' 'Information passes downwards.'
 'Information is a two-way process.'
 'Information passes diagonally between different levels of hierarchy.'
 'Information passes between different departments and functions.']",J,9,,business,ori_mmlu-management,"How does lateral communication in an organisation occur?
A) Information is shared only during official meetings.
B) Information is restricted within a single department.
C) Information is transferred through external stakeholders.
D) Information is transferred only through the head of the organisation.
E) Information is disseminated through public announcements.
F) Information passes upwards.
G) Information passes downwards.
H) Information is a two-way process.
I) Information passes diagonally between different levels of hierarchy.
J) Information passes between different departments and functions.","Information passes between different departments and functions, allowing employees at similar organizational levels to communicate directly and collaboratively without going through formal hierarchical channels.",0.8344011902809143,CORRECT
86,"The stock of the CCC Corporation is currently valued at $12 and is assumed to possess all the properties of geometric Brownian motion. It has an expected annual return of 15%, an annual volatility of 20%, and the annual risk-free is 10%. Using a binomial lattice, determine the price of a call option on CCC stock maturing in 10 monthes time with a strike price of $14 (Let the distance between nodes on your tree be 1 month in length).",['50.0' '60.0' '55.0' '44.0' '48.0' '53.0' '42.0' '46.0' '51.0' '45.0'],F,5,,business,theoremQA-Finance,"The stock of the CCC Corporation is currently valued at $12 and is assumed to possess all the properties of geometric Brownian motion. It has an expected annual return of 15%, an annual volatility of 20%, and the annual risk-free is 10%. Using a binomial lattice, determine the price of a call option on CCC stock maturing in 10 monthes time with a strike price of $14 (Let the distance between nodes on your tree be 1 month in length).
A) 50.0
B) 60.0
C) 55.0
D) 44.0
E) 48.0
F) 53.0
G) 42.0
H) 46.0
I) 51.0
J) 45.0","Using a binomial lattice with given parameters, the call option price is $50.0.",0.724659264087677,INCORRECT
87,"George is seen to place an even-money $100,000 bet on the Bulls to win the NBA Finals. If George has a logarithmic utility-of-wealth function and if his current wealth is $1,000,000, what must he believe is the minimum probability that the Bulls will win?","['0.525' '0.800' '0.450' '0.575' '0.750' '0.350' '0.650' '0.300' '0.700'
 '0.400']",A,0,,business,theoremQA-Finance,"George is seen to place an even-money $100,000 bet on the Bulls to win the NBA Finals. If George has a logarithmic utility-of-wealth function and if his current wealth is $1,000,000, what must he believe is the minimum probability that the Bulls will win?
A) 0.525
B) 0.800
C) 0.450
D) 0.575
E) 0.750
F) 0.350
G) 0.650
H) 0.300
I) 0.700
J) 0.400","Given the logarithmic utility function and the bet details, George must believe the Bulls have at least a 0.500 (50%) probability of winning to make the bet rational.",0.4667404294013977,INCORRECT
88,"Boy Alcott and Jon Buxton are partners in a steel company. They share the net income in proportion to their average investments. On January 1, Alcott invested $4,000 and Buxton invested $5,000. On May 1, Alcott invested an additional $2,000 and Buxton invested $1,750. On September 1, Alcott withdrew $500. On November 1, each partner invested an additional $2,000. The net profit for the year was $8,736. Find each partner's share of the profit.","[""Alcott's share: $3,936, Buxton's share: $4,800""
 ""Alcott's share: $4,004, Buxton's share: $4,732""
 ""Alcott's share: $4,200, Buxton's share: $4,536""
 ""Alcott's share: $4,800, Buxton's share: $3,936""
 ""Alcott's share: $5,000, Buxton's share: $3,736""
 ""Alcott's share: $3,868, Buxton's share: $4,868""
 ""Alcott's share: $4,368, Buxton's share: $4,368""
 ""Alcott's share: $4,732, Buxton's share: $4,004""
 ""Alcott's share: $4,500, Buxton's share: $4,236""
 ""Alcott's share: $5,236, Buxton's share: $3,500""]",B,1,,business,stemez-Business,"Boy Alcott and Jon Buxton are partners in a steel company. They share the net income in proportion to their average investments. On January 1, Alcott invested $4,000 and Buxton invested $5,000. On May 1, Alcott invested an additional $2,000 and Buxton invested $1,750. On September 1, Alcott withdrew $500. On November 1, each partner invested an additional $2,000. The net profit for the year was $8,736. Find each partner's share of the profit.
A) Alcott's share: $3,936, Buxton's share: $4,800
B) Alcott's share: $4,004, Buxton's share: $4,732
C) Alcott's share: $4,200, Buxton's share: $4,536
D) Alcott's share: $4,800, Buxton's share: $3,936
E) Alcott's share: $5,000, Buxton's share: $3,736
F) Alcott's share: $3,868, Buxton's share: $4,868
G) Alcott's share: $4,368, Buxton's share: $4,368
H) Alcott's share: $4,732, Buxton's share: $4,004
I) Alcott's share: $4,500, Buxton's share: $4,236
J) Alcott's share: $5,236, Buxton's share: $3,500","By calculating the weighted average investment for each partner based on the months invested, Alcott's share of the $8,736 profit is $4,004 and Buxton's share is $4,732.",0.8253320455551147,CORRECT
89,"TheAlforsCompany had a beginning inventory of $30,000, Jan 1, 1974. During the year, purchases amounted to $87,500, net sales to $102,000. Assuming that the gross profit rate is 40% of the net sales, what is the ending inventory using the gross profit method of inventory evaluation?","['$50,200' '$45,100' '$60,400' '$56,300' '$58,800' '$54,400' '$65,500'
 '$62,900' '$48,700' '$52,600']",D,3,,business,stemez-Business,"TheAlforsCompany had a beginning inventory of $30,000, Jan 1, 1974. During the year, purchases amounted to $87,500, net sales to $102,000. Assuming that the gross profit rate is 40% of the net sales, what is the ending inventory using the gross profit method of inventory evaluation?
A) $50,200
B) $45,100
C) $60,400
D) $56,300
E) $58,800
F) $54,400
G) $65,500
H) $62,900
I) $48,700
J) $52,600","To calculate the ending inventory using the gross profit method, first determine the cost of goods sold by subtracting the gross profit from net sales, then subtract the cost of goods sold from the beginning inventory plus purchases, which yields an ending inventory of $45,100.",0.7421729564666748,INCORRECT
90,"(a) Given the two discount series of 30-10-2(1/2) % and 25-15-2%, which is better? (b) Given the discount series 15-15% and the single rate of 30%, which is better?","['The series 30-10-2(1/2)% and the single rate of 25% are better'
 'The single rate of 25% and the series 15-15% are better'
 'The series 30-10-2(1/2) % and the series 15-15% are better'
 'The series 25-15-2% and the single rate of 30% are better'
 'The series 30-10-2(1/2)% is better, but there is no difference between the series 15-15% and the single rate of 30%'
 'Both discount series are equally beneficial'
 'The series 25-15-2% is better, and the series 15-15% and the single rate of 30% are equally beneficial'
 'The series 25-15-2% and the series 15-15% are better'
 'The series 25-15-2% and the single rate of 25% are better'
 'The series 30-10-2(1/2) % and the single rate of 30% are better']",J,9,,business,stemez-Business,"(a) Given the two discount series of 30-10-2(1/2) % and 25-15-2%, which is better? (b) Given the discount series 15-15% and the single rate of 30%, which is better?
A) The series 30-10-2(1/2)% and the single rate of 25% are better
B) The single rate of 25% and the series 15-15% are better
C) The series 30-10-2(1/2) % and the series 15-15% are better
D) The series 25-15-2% and the single rate of 30% are better
E) The series 30-10-2(1/2)% is better, but there is no difference between the series 15-15% and the single rate of 30%
F) Both discount series are equally beneficial
G) The series 25-15-2% is better, and the series 15-15% and the single rate of 30% are equally beneficial
H) The series 25-15-2% and the series 15-15% are better
I) The series 25-15-2% and the single rate of 25% are better
J) The series 30-10-2(1/2) % and the single rate of 30% are better","Let's solve this step by step:

(a) For 30-10-2(1/2)%: 1 - (0.3 * 0.9 * 0.975) = 0.24525 or 24.525% discount
For 25-15-2%: 1 - (0.25 * 0.85 * 0.98) = 0.2475 or 24.75% discount
The 25-15-2% series is slightly better.

(b) For 15-15%: 1 - (0.85 * 0.85) = 0.2775 or 27.75% discount
Single rate of 30%: 30% discount
The series 15-15% is better.

Combining these results, the answer is that the series 25-15-2% and the series 15-15% are better (Option H).",0.47676458954811096,INCORRECT
91,"On July 7, Magee Data stock sold at a high of 23(1/8) and a low of 22(5/8). Giant Industrials sold for a high of 24(1/4) and a low of 23(1/2). Mr. Taylor purchased 300 shares of Magee Data at the high of the day and 400 shares of Giant Industrials at the low of the day. What was the cost of his purchase?","['$17,337.50' '$18,337.50' '$15,337.50' '$19,337.50' '$14,837.50'
 '$15,837.50' '$14,337.50' '$16,837.50' '$16,337.50' '$17,837.50']",I,8,,business,stemez-Business,"On July 7, Magee Data stock sold at a high of 23(1/8) and a low of 22(5/8). Giant Industrials sold for a high of 24(1/4) and a low of 23(1/2). Mr. Taylor purchased 300 shares of Magee Data at the high of the day and 400 shares of Giant Industrials at the low of the day. What was the cost of his purchase?
A) $17,337.50
B) $18,337.50
C) $15,337.50
D) $19,337.50
E) $14,837.50
F) $15,837.50
G) $14,337.50
H) $16,837.50
I) $16,337.50
J) $17,837.50","The cost of Mr. Taylor's purchase is $17,337.50, calculated by multiplying 300 shares of Magee Data at 23(1/8) ($6,937.50) and 400 shares of Giant Industrials at 23(1/2) ($9,400).",0.7036086320877075,INCORRECT
92,"During a riot, Mr. Winter's car was overturned causing $346.50 in damage.Mr. Winter had $50-deductible col-lision insurance, but no comprehensive coverage. How much will theinsurance company pay Mr. Winter?","['$296.50' '$50' 'Two-thirds of the cost of the damages' '$150'
 'not pay him anything' '$200' '$346.50' '$246.50'
 'full coverage of damage' 'Half the cost of the damages']",E,4,,business,stemez-Business,"During a riot, Mr. Winter's car was overturned causing $346.50 in damage.Mr. Winter had $50-deductible col-lision insurance, but no comprehensive coverage. How much will theinsurance company pay Mr. Winter?
A) $296.50
B) $50
C) Two-thirds of the cost of the damages
D) $150
E) not pay him anything
F) $200
G) $346.50
H) $246.50
I) full coverage of damage
J) Half the cost of the damages","A) $296.50 - Since Mr. Winter has a $50 deductible collision insurance, the insurance company will pay the total damage of $346.50 minus the $50 deductible, which equals $296.50.",0.7384324669837952,INCORRECT
93,"Janet Firestone purchased an option on a stock for $175 giving her the right to buy 100 shares at 14(1/2) within 90 days. One month later, she exercised her option and then sold the stock on the same day for 17. What was her profit on the stock?",['$200' '$50' '$250' '$65' '$125' '$95' '$150' '$75' '$85' '$100'],H,7,,business,stemez-Business,"Janet Firestone purchased an option on a stock for $175 giving her the right to buy 100 shares at 14(1/2) within 90 days. One month later, she exercised her option and then sold the stock on the same day for 17. What was her profit on the stock?
A) $200
B) $50
C) $250
D) $65
E) $125
F) $95
G) $150
H) $75
I) $85
J) $100","Janet's profit is $250, calculated by selling 100 shares at $17 per share after paying $175 for the option and exercising at $14.50 per share, resulting in a total profit of (($17 - $14.50) × 100) - $175 = $250.",0.8643980622291565,INCORRECT
94,"Margaret Denault recently rented a truck to drive 516 miles in days and 17 hours, using 54 gallons of gasoline. The rental company charged her $32 per day, $.22 per mile, and $.445 per gal-lon of gas. Extra hours were charged $2.75 per hour. Find the total cost of the rental.","['$308.25' '$142.75' '$199.99' '$225.85' '$113.52' '$162.47' '$346.10'
 '$24.03' '$253.40' '$280.30']",J,9,,business,stemez-Business,"Margaret Denault recently rented a truck to drive 516 miles in days and 17 hours, using 54 gallons of gasoline. The rental company charged her $32 per day, $.22 per mile, and $.445 per gal-lon of gas. Extra hours were charged $2.75 per hour. Find the total cost of the rental.
A) $308.25
B) $142.75
C) $199.99
D) $225.85
E) $113.52
F) $162.47
G) $346.10
H) $24.03
I) $253.40
J) $280.30","The total cost of the rental is calculated by adding daily rental charges ($32 × 2 days = $64), mileage charges ($0.22 × 516 miles = $113.52), gas charges ($0.445 × 54 gallons = $24.03), and extra hours charges ($2.75 × 17 hours = $46.75), which sums to $248.30.",0.8194858431816101,INCORRECT
95,Where in the balance sheet does each of the following belong? (A) Taxes payable (B) Capital stock (C) Retailed earnings (D) Administrative expense (E) Prepaid expenses,"[""(A) Liability section, (B) Asset side, (C) Owner's Equity section, (D) Asset side, (E) Owner's Equity section""
 ""(A) Owner's Equity section, (B) Asset side, (C) Income Statement, (D) Liability section, (E) Liability section""
 ""(A) Asset side, (B) Liability section, (C) Income Statement, (D) Owner's Equity section, (E) Income Statement""
 ""(A) Owner's Equity section, (B) Liability section, (C) Asset side, (D) Asset side, (E) Income Statement""
 ""(A) Income Statement, (B) Liability section, (C) Asset side, (D) Owner's Equity section, (E) Owner's Equity section""
 ""(A) Owner's Equity section, (B) Income Statement, (C) Asset side, (D) Asset side, (E) Liability section""
 '(A) Liability section, (B) Asset side, (C) Liability section, (D) Income Statement, (E) Income Statement'
 ""(A) Income Statement, (B) Owner's Equity section, (C) Income Statement, (D) Liability section, (E) Asset side""
 ""(A) Asset side, (B) Income Statement, (C) Liability section, (D) Owner's Equity section, (E) Liability section""
 ""(A) Liability section, (B) Owner's Equity section, (C) Owner's Equity section, (D) Income Statement, (E) Asset side""]",J,9,,business,stemez-Business,"Where in the balance sheet does each of the following belong? (A) Taxes payable (B) Capital stock (C) Retailed earnings (D) Administrative expense (E) Prepaid expenses
A) (A) Liability section, (B) Asset side, (C) Owner's Equity section, (D) Asset side, (E) Owner's Equity section
B) (A) Owner's Equity section, (B) Asset side, (C) Income Statement, (D) Liability section, (E) Liability section
C) (A) Asset side, (B) Liability section, (C) Income Statement, (D) Owner's Equity section, (E) Income Statement
D) (A) Owner's Equity section, (B) Liability section, (C) Asset side, (D) Asset side, (E) Income Statement
E) (A) Income Statement, (B) Liability section, (C) Asset side, (D) Owner's Equity section, (E) Owner's Equity section
F) (A) Owner's Equity section, (B) Income Statement, (C) Asset side, (D) Asset side, (E) Liability section
G) (A) Liability section, (B) Asset side, (C) Liability section, (D) Income Statement, (E) Income Statement
H) (A) Income Statement, (B) Owner's Equity section, (C) Income Statement, (D) Liability section, (E) Asset side
I) (A) Asset side, (B) Income Statement, (C) Liability section, (D) Owner's Equity section, (E) Liability section
J) (A) Liability section, (B) Owner's Equity section, (C) Owner's Equity section, (D) Income Statement, (E) Asset side","The correct answer is (J): (A) Taxes payable belongs in the Liability section, (B) Capital stock belongs in the Owner's Equity section, (C) Retained earnings belongs in the Owner's Equity section, (D) Administrative expense belongs in the Income Statement, and (E) Prepaid expenses belongs in the Asset side.",0.7119671702384949,CORRECT
