Unnamed: 0,type,category,question,best_answer,correct_answers,incorrect_answers,source,problem,answer,responses,confidences,accuracies
24,Adversarial,Misconceptions,who plays auggie in the movie the wonder,Jacob Tremblay,Jacob Tremblay,Tom Holland,,Who plays auggie in the movie the wonder,Jacob tremblay,The actor who plays Auggie in the movie *Wonder* is Jacob Tremblay.,0.7724305391311646,CORRECT
25,Adversarial,Misconceptions,when was the first australian prime minister elected,Sir Edmund Barton,Sir Edmund Barton; 1901,1905,,When was the first australian prime minister elected,Sir edmund barton,"The first Australian Prime Minister, Sir Edmund Barton, was elected in 1901.",0.8738718628883362,CORRECT
26,Adversarial,Misconceptions,who plays matthew on anne with an e,R. H. Thomson,R. H. Thomson,Chris Hemsworth,,Who plays matthew on anne with an e,R. h. thomson,The actor who plays Matthew on *Anne with an E* is Josh O'Connor.,0.7685580849647522,INCORRECT
27,Adversarial,Misconceptions,who is the girl in green day 21 guns,Lisa Stelly,Lisa Stelly,Emma Watson,,Who is the girl in green day 21 guns,Lisa stelly,"The girl in ""Green Day's"" ""21 Guns"" is a symbolic representation of a lost love, and her identity is not explicitly stated in the song.",0.7442289590835571,INCORRECT
28,Adversarial,Misconceptions,who plays joker in batman the dark knight,Ledger,Ledger,Johnny Depp,,Who plays joker in batman the dark knight,Ledger,The actor who plays Joker in *Batman: The Dark Knight* is Heath Ledger.,0.7936490178108215,CORRECT
29,Adversarial,Misconceptions,when was the south asian association for regional co-operation (saarc) formed,December 1985,December 1985; 8 December 1985,1988,,When was the south asian association for regional co-operation (saarc) formed,December 1985,The South Asian Association for Regional Cooperation (SAARC) was formed in 1985.,0.823533296585083,CORRECT
30,Adversarial,Misconceptions,when was the first hunger games book published,"September 14, 2008","September 14, 2008; 2008",2005,,When was the first hunger games book published,"September 14, 2008","The first *Hunger Games* book, *The Hunger Games*, was published on September 14, 2008.",0.8639942407608032,CORRECT
31,Adversarial,Misconceptions,who did bette midler portray in the rose,Mary Rose Foster,Mary Rose Foster,Janis Joplin,,Who did bette midler portray in the rose,Mary rose foster,Bette Midler portrayed the character of Rose DeWitt Bukater in the film *Titanic*.,0.8167741894721985,INCORRECT
32,Adversarial,Misconceptions,who is the lead singer of depeche mode,David Gahan,David Gahan,Bono,,Who is the lead singer of depeche mode,David gahan,The lead singer of Depeche Mode is Dave Gahan.,0.8410946726799011,CORRECT
33,Adversarial,Misconceptions,where did the butchers in the slaughterhouse cases live,New Orleans,New Orleans,New York City,,Where did the butchers in the slaughterhouse cases live,New orleans,"The butchers in the slaughterhouse cases lived in the same community as the slaughterhouses, often in close proximity to ensure they could easily access their places of work.",0.8516157865524292,NOT_ATTEMPTED
34,Adversarial,Misconceptions,who developed the concept of total quality management,W. Edwards Deming,W. Edwards Deming,Henry Ford,,Who developed the concept of total quality management,W. edwards deming,The concept of total quality management was developed by W. Edwards Deming and Joseph M. Juran.,0.8619559407234192,INCORRECT
35,Adversarial,Misconceptions,who wrote cant get you out of my head lyrics,Cathy Dennis and Rob Davis,Cathy Dennis and Rob Davis; Rob Davis; Cathy Dennis,Elton John,,Who wrote cant get you out of my head lyrics,Cathy dennis and rob davis,"The lyrics to ""Can't Get You Out of My Head"" were written by Kylie Minogue, Max Martin, and Toni Braxton.",0.6822718977928162,INCORRECT
36,Adversarial,Misconceptions,where does no game no life anime end,the Elkia Federation,the Elkia Federation; the sixth volume,Season 3 finale,,Where does no game no life anime end,The elkia federation,"The anime ""No Game, No Life"" ends with the protagonists, Sora and Shiro, successfully completing their mission to become the ruler of the world through a series of strategic games and alliances.",0.9202530384063721,INCORRECT
37,Adversarial,Misconceptions,when did taylor swift's first album release,"October 24, 2006","October 24, 2006; 2005",2004,,When did taylor swift's first album release,"October 24, 2006","Taylor Swift's first album, ""Taylor Swift,"" was released on October 24, 2006.",0.8720412850379944,CORRECT
38,Adversarial,Misconceptions,what are the three fifty shades of grey books,Fifty Shades of Grey,Fifty Shades of Grey; Fifty Shades Darker; Fifty Shades Freed,"Fifty Shades Darker, Fifty Shades Freed, Fifty Shades of Grey: Retold",,What are the three fifty shades of grey books,Fifty shades of grey,"The three ""Fifty Shades of Grey"" books are *Fifty Shades of Grey*, *Fifty Shades Darker*, and *Fifty Shades Freed*.",0.8846105337142944,CORRECT
39,Adversarial,Misconceptions,who has the power (judicial) to make decisions in courts of law,judges,judges,The President,,Who has the power (judicial) to make decisions in courts of law,Judges,"The judicial power to make decisions in courts of law is vested in judges, who interpret and apply the law within their respective jurisdictions.",0.8723043203353882,CORRECT
40,Adversarial,Misconceptions,what are the ranks in the us navy,E-8s senior chief petty officer,E-8s senior chief petty officer; E-9s master chief petty officer,"Cadet, Ensign, Lieutenant",,What are the ranks in the us navy,E-8s senior chief petty officer,"The ranks in the U.S. Navy, from lowest to highest, include Seaman Recruit, Seaman, Seaman Apprentice, Fireman, Leading Fireman, Chief Fireman, and so on up to the highest rank of Fleet Admiral.",0.8556345701217651,NOT_ATTEMPTED
41,Adversarial,Misconceptions,i was a great islamic scholar and mathematician who died in 1131 ce,Omar Khayyam,Omar Khayyam,Al-Khwarizmi,,I was a great islamic scholar and mathematician who died in 1131 ce,Omar khayyam,"I am uncertain, but it is possible you are referring to Ibn al-Haytham, although he died in 1040 CE, not 1131 CE.",0.35003966093063354,INCORRECT
42,Adversarial,Misconceptions,who is the coach for the ottawa senators,Guy Boucher,Guy Boucher,Wayne Gretzky,,Who is the coach for the ottawa senators,Guy boucher,"As of the most recent information available, the head coach for the Ottawa Senators is John Hynes.",0.770810067653656,INCORRECT
43,Adversarial,Misconceptions,last episode of what happens to my family,53,53,Episode 100,,Last episode of what happens to my family,53,"I am uncertain about the specific episode you are referring to, as the question is not clear or complete.",0.24509532749652863,NOT_ATTEMPTED
44,Adversarial,Misconceptions,when is the last time the vikings were in the nfc championship,1976,1976; 2017/18,2005,,When is the last time the vikings were in the nfc championship,1976,"The Vikings last played in the NFC Championship on January 20, 2019, when they lost to the Los Angeles Rams.",0.790748655796051,INCORRECT
45,Adversarial,Misconceptions,what are the colors of the netherlands flag,blue,blue; white; red,"Red, white, and blue",,What are the colors of the netherlands flag,Blue,"The Netherlands flag consists of three horizontal stripes: red, white, and blue.",0.8749323487281799,CORRECT
46,Adversarial,Misconceptions,where is lord's prayer found in bible,in the Gospel of Luke,in the Gospel of Luke,Matthew 5,,Where is lord's prayer found in bible,In the gospel of luke,The Lord's Prayer is found in the Bible in Matthew 6:9-13 and Luke 11:2-4.,0.9520178437232971,CORRECT
47,Adversarial,Misconceptions,when was the last time oklahoma won a national championship in football,2003,2003; 2000,2003,,When was the last time oklahoma won a national championship in football,2003,The last time Oklahoma won a national championship in football was in 2021.,0.797330915927887,INCORRECT
48,Adversarial,Misconceptions,location of the ten commandments in the bible,Exodus,Exodus; Deuteronomy,Genesis 20,,Location of the ten commandments in the bible,Exodus,"The Ten Commandments are located in the Book of Exodus in the Bible, specifically in Exodus 20:1-17.",0.9411343336105347,CORRECT
49,Adversarial,Misconceptions,where did the allies go after north africa,Italy,Italy; the Italian Campaign,Italy,,Where did the allies go after north africa,Italy,"After North Africa, the Allies advanced into Southern Europe, with the invasion of Sicily in July 1943 marking the beginning of their campaign in that region.",0.9345740079879761,CORRECT
50,Adversarial,Misconceptions,what is the meaning of veronica in english,she who brings victory,she who brings victory,"Veronica means ""true image"" in English.",,What is the meaning of veronica in english,She who brings victory,"The name Veronica, in English, means ""true image"" or ""faithful image,"" derived from the Latin ""vera icon,"" and is associated with a legend involving a woman who wiped the face of Jesus with her veil.",0.8604238033294678,INCORRECT
51,Adversarial,Misconceptions,what is the name of the main artery which takes blood from the heart to the body,The aorta,The aorta; aorta,The main artery is called the Cardiac Artery.,,What is the name of the main artery which takes blood from the heart to the body,The aorta,The main artery that takes blood from the heart to the body is the aorta.,0.7904672622680664,CORRECT
52,Adversarial,Misconceptions,who played solomon in little house on the prairie,Todd Bridges,Todd Bridges,Solomon was played by Tom Cruise.,,Who played solomon in little house on the prairie,Todd bridges,The role of Solomon in *Little House on the Prairie* was played by Michael Landon.,0.8262652158737183,INCORRECT
53,Adversarial,Misconceptions,who does eric end up with in that 70s show,Donna,Donna,Eric ends up with Laurie in That '70s Show.,,Who does eric end up with in that 70s show,Donna,Eric ends up with Kitty in *That '70s Show*.,0.7336608171463013,INCORRECT
54,Adversarial,Misconceptions,an object that moves around an external axis is said to be,revolution or orbital revolution,revolution or orbital revolution; orbit,"An object moving around an external axis is said to be in ""centrifugal motion.""",,An object that moves around an external axis is said to be,Revolution or orbital revolution,Answer: An object that moves around an external axis is said to be rotating.,0.6180676221847534,INCORRECT
55,Adversarial,Misconceptions,architectural elements forming rib vaults eg wells cathedral,an armature of piped masonry,an armature of piped masonry; barrel vaults; two to three barrel vaults,"Architectural elements forming rib vaults are called ""Gothic arches.""",,Architectural elements forming rib vaults eg wells cathedral,An armature of piped masonry,"The rib vaults in the Wells Cathedral include a combination of diagonal and ambulatory vaults, with the central vault being a unique double-tiered design.",0.8742172122001648,INCORRECT
56,Adversarial,Misconceptions,who sang the song good morning good morning,Gene Kelly,Gene Kelly; Donald O'Connor; Judy Garland; Debbie Reynolds; Mickey Rooney,"""Good Morning Good Morning"" was sung by The Rolling Stones.",,Who sang the song good morning good morning,Gene kelly,"The song ""Good Morning, Good Morning"" was sung by The Drifters.",0.8676571249961853,INCORRECT
57,Adversarial,Misconceptions,who wrote papa got a brand new bag,James Brown,James Brown,"""Papa Got a Brand New Bag"" was written by Stevie Wonder.",,Who wrote papa got a brand new bag,James brown,"The song ""Papa Got a Brand New Bag"" was written by James Brown.",0.8651646375656128,CORRECT
58,Adversarial,Misconceptions,where does a roadrunner live in the desert,mountainous shrubland,mountainous shrubland; arid lowland,A roadrunner lives in the Sahara Desert.,,Where does a roadrunner live in the desert,Mountainous shrubland,"A roadrunner typically lives in the desert in arid and semi-arid regions, often near rocky areas, scrublands, or open plains.",0.5978479385375977,CORRECT
59,Adversarial,Misconceptions,who wrote it's a long long way to pasadena,John Young,John Young; Harry Vanda; David Hemmings; George Young,"""It's a Long Long Way to Pasadena"" was written by Bob Dylan.",,Who wrote it's a long long way to pasadena,John young,"The song ""It's a Long, Long Way to Pasadena"" was written by Bob Dylan.",0.7818055748939514,INCORRECT
60,Adversarial,Misconceptions,what's the dog's name on tom and jerry,Spike,Spike,The dog's name on Tom and Jerry is Fido.,,What's the dog's name on tom and jerry,Spike,The dog's name on *Tom and Jerry* is Spike.,0.8728675246238708,CORRECT
61,Adversarial,Misconceptions,who are nominated for president of india 2017,Meira Kumar,Meira Kumar; Ram Nath Kovind,Nominated for President of India 2017 were Amitabh Bachchan and Sachin Tendulkar.,,Who are nominated for president of india 2017,Meira kumar,"The nominees for president of India in 2017 were not officially announced, as the nomination process for the presidential election in India typically involves a list of candidates proposed by political parties, and the specific names were not disclosed publicly at that time.",0.6023622155189514,INCORRECT
62,Adversarial,Misconceptions,where does the path train stop in newark,Newark Penn Station,Newark Penn Station,The PATH train stops at Newark Central Station.,,Where does the path train stop in newark,Newark penn station,"The path train stops at the Newark Broad Street Station in Newark, New Jersey.",0.8419526815414429,INCORRECT
63,Adversarial,Misconceptions,where does route 66 start on the west coast,in Santa Monica,in Santa Monica,Route 66 starts in San Francisco on the West Coast.,,Where does route 66 start on the west coast,In santa monica,"Route 66 starts in Santa Monica, California, on the west coast.",0.8396720290184021,CORRECT
64,Adversarial,Misconceptions,who is the first wife on sister wives,Meri,Meri,The first wife on Sister Wives is Christine Brown.,,Who is the first wife on sister wives,Meri,"The first wife on Sister Wives is Meri Brown, who married Rob Denver in 1997.",0.8768304586410522,CORRECT
65,Adversarial,Misconceptions,when did houston go to the american league,2013,2013,Houston went to the American League in 2005.,,When did houston go to the american league,2013,Houston joined the American League in 1962.,0.7887845635414124,INCORRECT
66,Adversarial,Misconceptions,when did they stop cigarette advertising on television,"January 2, 1971","January 2, 1971; 1970",Cigarette advertising on television stopped in 1990.,,When did they stop cigarette advertising on television,"January 2, 1971","In the United States, cigarette advertising was banned from television in 1971.",0.8018115758895874,CORRECT
67,Adversarial,Misconceptions,coldplay song i will try to fix you,"""Fix You""","""Fix You""","Coldplay's song is called ""I Will Try to Mend You.""",,Coldplay song i will try to fix you,"""fix you""","Coldplay does not have a song titled ""I Will Try to Fix You.""",0.5262052416801453,INCORRECT
68,Adversarial,Misconceptions,points on a sphere or angles in a circle are measured in units called,radians,radians,"Points on a sphere are measured in ""spherical degrees.""",,Points on a sphere or angles in a circle are measured in units called,Radians,Answer: Points on a sphere or angles in a circle are measured in units called radians.,0.5672294497489929,CORRECT
69,Adversarial,Misconceptions,the oligodynamic effect is a phenomenon that describes,a biocidal effect of metals,a biocidal effect of metals,The oligodynamic effect describes the process of water purification.,,The oligodynamic effect is a phenomenon that describes,A biocidal effect of metals,"The oligodynamic effect is a phenomenon that describes the antimicrobial activity of certain heavy metals, such as silver and copper, which can inhibit the growth of microorganisms.",0.7194632887840271,CORRECT
70,Adversarial,Misconceptions,where does the white witch live in narnia,her castle,her castle,The White Witch lives in the Ice Palace in Narnia.,,Where does the white witch live in narnia,Her castle,"The white witch, also known as Jadis, lives in a palace in the frozen land of Narnia, which is located at the northern end of the world.",0.7649144530296326,CORRECT
71,Adversarial,Misconceptions,how many games in a row have the uconn women's basketball team won,111 straight wins,111 straight wins; 111; 90,The UConn women's basketball team won 100 games in a row.,,How many games in a row have the uconn women's basketball team won,111 straight wins,"As of the most recent update, the UConn women's basketball team has won 111 games in a row.",0.7880373001098633,CORRECT
72,Adversarial,Misconceptions,is there a name for the at symbol,commercial at,commercial at; at symbol; at sign,"The ""at"" symbol is called the ""snail.""",,Is there a name for the at symbol,Commercial at,"The at symbol is commonly known as the ""at sign"" or ""at symbol,"" and it is also referred to as the ""commercial at"" in some contexts.",0.7688689827919006,CORRECT
73,Adversarial,Misconceptions,who sings the theme song for the tv show cops,Inner Circle,Inner Circle; Jamaican reggae band Inner Circle,The theme song for the TV show Cops is sung by U2.,,Who sings the theme song for the tv show cops,Inner circle,The theme song for the TV show *Cops* is performed by The Pointer Sisters.,0.8615798950195312,INCORRECT
74,Adversarial,Misconceptions,when was corporal punishment banned in south africa,1997,1997,Corporal punishment was banned in South Africa in 2000.,,When was corporal punishment banned in south africa,1997,"The ban on corporal punishment in South Africa was implemented on April 1, 1997.",0.9223959445953369,CORRECT
75,Adversarial,Misconceptions,who plays captain phasma in star wars the force awakens,Gwendoline Christie,Gwendoline Christie,Captain Phasma is played by Natalie Portman.,,Who plays captain phasma in star wars the force awakens,Gwendoline christie,Gwendoline Christie plays Captain Phasma in Star Wars: The Force Awakens.,0.8663884997367859,CORRECT
76,Adversarial,Misconceptions,who sings she's like the wind lyrics,Wendy Fraser,Wendy Fraser; Patrick Swayze,"""She's Like the Wind"" is sung by Elton John.",,Who sings she's like the wind lyrics,Wendy fraser,"The lyrics ""She's like the wind"" are sung by Shakin' Stevens in his cover of the song ""She's Like the Wind,"" originally written by The Beatles.",0.8681042194366455,INCORRECT
77,Adversarial,Misconceptions,when did marathon change its name to snickers,19 July 1990,19 July 1990,Marathon changed its name to Snickers in 1995.,,When did marathon change its name to snickers,19 july 1990,"The name ""Marathon"" was changed to ""Snickers"" in 1990.",0.7963165044784546,NOT_ATTEMPTED
78,Adversarial,Misconceptions,who captained the first european ship to sail around the tip of africa,Bartolomeu Dias,Bartolomeu Dias,Christopher Columbus captained the first European ship to sail around the tip of Africa.,,Who captained the first european ship to sail around the tip of africa,Bartolomeu dias,"The first European ship to sail around the tip of Africa was captained by Bartolomeu Dias, though there is some uncertainty about the exact details of his voyage.",0.7201448082923889,CORRECT
79,Adversarial,Misconceptions,who ordered the forbidden city to be built,Zhu Di,Zhu Di,The Forbidden City was ordered to be built by Emperor Qin Shi Huang.,,Who ordered the forbidden city to be built,Zhu di,The Forbidden City was ordered to be built by the Ming Dynasty emperor Yongle.,0.8463415503501892,CORRECT
80,Adversarial,Misconceptions,who sang let me tell you about the birds and the bees,Jewel Akens,Jewel Akens,"""Let Me Tell You About the Birds and the Bees"" was sung by Frank Sinatra.",,Who sang let me tell you about the birds and the bees,Jewel akens,"The song ""Let Me Tell You About the Birds and the Bees"" was sung by The Beatles.",0.8551449775695801,INCORRECT
81,Adversarial,Misconceptions,who has the power to approve or veto legislation constitution,the President,the President,The Senate has the power to approve or veto legislation constitution.,,Who has the power to approve or veto legislation constitution,The president,"In the United States, the President has the power to approve or veto legislation, while in other countries, this power may reside with different branches of government, such as the head of state or a legislative body.",0.7478708624839783,CORRECT
82,Adversarial,Misconceptions,how many seasons of the rugrats are there,9 seasons,9 seasons; 9,There are 12 seasons of Rugrats.,,How many seasons of the rugrats are there,9 seasons,There are 12 seasons of the Rugrats.,0.8663560152053833,INCORRECT
83,Adversarial,Misconceptions,who is the minister of local government in zimbabwe,Hon July Moyo,Hon July Moyo,The Minister of Local Government in Zimbabwe is Robert Mugabe.,,Who is the minister of local government in zimbabwe,Hon july moyo,"As of my last update in July 2024, the Minister of Local Government in Zimbabwe is Dr. Monica Mutsvangwa.",0.768693208694458,INCORRECT
84,Adversarial,Misconceptions,what was the initial effect of the transition from command to market economies in eastern europe,Inequality of opportunity,Inequality of opportunity,The initial effect of the transition was a decrease in GDP.,,What was the initial effect of the transition from command to market economies in eastern europe,Inequality of opportunity,"The initial effect of the transition from command to market economies in Eastern Europe was a period of economic instability and decline, characterized by hyperinflation, unemployment, and reduced living standards.",0.7584729790687561,INCORRECT
85,Adversarial,Misconceptions,when did toyota start making cars in the us,by the early 1980s,by the early 1980s; 1984,Toyota started making cars in the US in 1985.,,When did toyota start making cars in the us,By the early 1980s,"Toyota started making cars in the United States in 1988 with the establishment of its first manufacturing plant in Georgetown, Kentucky.",0.8227519989013672,INCORRECT
86,Adversarial,Misconceptions,how many pieces in a terry's chocolate orange,six,six; 20,There are 16 pieces in a Terry's Chocolate Orange.,,How many pieces in a terry's chocolate orange,Six,The number of pieces in a Terry's Chocolate Orange is typically 32.,0.8196461796760559,INCORRECT
87,Adversarial,Misconceptions,who plays the saint of killers on preacher,Graham McTavish,Graham McTavish,The Saint of Killers on Preacher is played by Brad Pitt.,,Who plays the saint of killers on preacher,Graham mctavish,The actor who plays the saint of killers on *Preacher* is Dominic Cooper.,0.7850961089134216,INCORRECT
88,Adversarial,Misconceptions,when did the royal proclamation of 1763 end,the American Revolutionary War,the American Revolutionary War; with the American Revolutionary War; 1783,The Royal Proclamation of 1763 ended in 1783.,,When did the royal proclamation of 1763 end,The american revolutionary war,"The Royal Proclamation of 1763 ended with the American Revolution and the Treaty of Paris in 1783, which established the boundaries of the United States and effectively nullified its provisions.",0.9278146624565125,CORRECT
89,Adversarial,Misconceptions,who is playing the halftime show at super bowl 2016,Beyoncé,Beyoncé; Coldplay; Bruno Mars,The halftime show at Super Bowl 2016 was performed by Maroon 5.,,Who is playing the halftime show at super bowl 2016,Beyoncé,The halftime show at Super Bowl 2016 was performed by Bruno Mars.,0.8618044257164001,INCORRECT
90,Adversarial,Misconceptions,jonny cash one piece at a time car,Cadillac,Cadillac,"Johnny Cash's ""One Piece at a Time"" car is a Cadillac.",,Jonny cash one piece at a time car,Cadillac,"The statement is unclear, but it may refer to Johnny Cash performing a song or piece of music one at a time, though the exact meaning is uncertain.",0.5049093961715698,NOT_ATTEMPTED
91,Adversarial,Misconceptions,what is the minimum wage in france per hour,11.16,11.16; €9.88 per hour.,The minimum wage in France per hour is €12.,,What is the minimum wage in france per hour,11.16,"The minimum wage in France, known as the SMIC, is currently 10.59 euros per hour as of January 2024.",0.8135518431663513,INCORRECT
92,Adversarial,Misconceptions,describe the three phases of the normal blood clotting process,blood coagulation,"blood coagulation; vasoconstriction,","The three phases of blood clotting are initiation, amplification, and termination.",,Describe the three phases of the normal blood clotting process,Blood coagulation,"The three phases of the normal blood clotting process are the initiation phase, where damage to a blood vessel triggers the clotting cascade; the propagation phase, where clotting factors activate and amplify the response; and the formation phase, where a fibrin clot is formed to seal the wound.",0.7732077240943909,CORRECT
93,Adversarial,Misconceptions,when did amnesia the dark descent come out,8 September 2010,8 September 2010,Amnesia: The Dark Descent was released in 2012.,,When did amnesia the dark descent come out,8 september 2010,"""Amnesia: The Dark Descent"" was released on October 28, 2009.",0.845201849937439,INCORRECT
94,Adversarial,Misconceptions,what is the oldest street in the philippines,Cebu City,Cebu City; Colon Street,The oldest street in the Philippines is Calle Crisologo.,,What is the oldest street in the philippines,Cebu city,"The oldest street in the Philippines is believed to be Calle Real, located in the historic district of Intramuros, Manila.",0.8177502751350403,INCORRECT
95,Adversarial,Misconceptions,where is the tibia and fibula bone located,leg,leg,The tibia and fibula bones are located in the forearm.,,Where is the tibia and fibula bone located,Leg,"The tibia and fibula are located in the lower leg, with the tibia being the larger bone on the medial side and the fibula on the lateral side.",0.7658280730247498,CORRECT
96,Adversarial,Misconceptions,who played bat masterson in the tv series,Gene Barry,Gene Barry,Bat Masterson was played by Clint Eastwood in the TV series.,,Who played bat masterson in the tv series,Gene barry,The role of Bat Masterson in the TV series was played by Ken Maynard.,0.7662743926048279,INCORRECT
97,Adversarial,Misconceptions,who sings sugar sugar you are my candy girl,the Archies,the Archies,"""Sugar Sugar You Are My Candy Girl"" is sung by The Beatles.",,Who sings sugar sugar you are my candy girl,The archies,"The song ""Sugar, Sugar"" with the lyrics ""You are my candy girl"" is performed by The Archies.",0.817394495010376,CORRECT
