Unnamed: 0,id,subj,prop,obj,subj_id,prop_id,obj_id,s_aliases,o_aliases,s_uri,o_uri,s_wiki_title,o_wiki_title,s_pop,o_pop,problem,answer,response_0,response_1,response_2,response_3,response_4,response_5,response_6,response_7,response_8,response_9,semantic_id_0,semantic_id_1,semantic_id_2,semantic_id_3,semantic_id_4,semantic_id_5,semantic_id_6,semantic_id_7,semantic_id_8,semantic_id_9,confidences,responses,accuracies
10763,312836,Mother,composer,Tikhon Khrennikov,126538,639,1188215,[],"[""Tikhon Nikolayevich Khrennikov""]",http://www.wikidata.org/entity/Q1214957,http://www.wikidata.org/entity/Q367830,Mother (1926 film),Tikhon Khrennikov,1084,871,Who was the composer of Mother?,"[""Tikhon Khrennikov"", ""Tikhon Nikolayevich Khrennikov""]","Could you specify which ""Mother"" you mean (song, film score, or musical piece)?","Could you specify which work titled ""Mother"" you mean (song, film score, play, or musical)?","Which ""Mother"" do you mean — the 1979 song by Pink Floyd was written by Roger Waters; the 1938 film score was by Hanns Eisler; the 2009 film by Bong Joon-ho's ""Mother"" had music by Taro Iwashiro; or the novel/other work needs clarification?","There are multiple works titled ""Mother""; please specify which one (e.g., the film, song, opera, or book) so I can name its composer.","If you mean the 2003 film Mother, the composer was Clint Mansell.","There are many works titled ""Mother,"" but if you mean the 1990 song ""Mother"" by John Lennon — it was composed by John Lennon.","Could you specify which ""Mother"" you mean (song, film score, play, or book)?","There are many works titled ""Mother""; please specify which one (e.g., the novel's composer? the film score?) so I can give the correct composer.","Could you specify which ""Mother"" you mean (song, film score, play, or specific artist), since many works titled ""Mother"" have different composers?","Could you specify which work titled ""Mother"" you mean (song, film score, ballet, opera, or which artist/year)?",0,0,0,0,1,2,3,3,0,0,0.6,"Could you specify which ""Mother"" you mean (song, film score, or musical piece)?",NOT_ATTEMPTED
13970,6499110,Mexico,capital,Mexico City,2919374,422,273682,"[""MX"",""mx"",""United Mexican States"",""Mexican Republic"",""MEX"",""\ud83c\uddf2\ud83c\uddfd""]","[""Mexico D.F."",""Ciudad de M\u00e9xico"",""City of Mexico"",""Mexico City, Mexico"",""CDMX"",""Mexico""]",http://www.wikidata.org/entity/Q96,http://www.wikidata.org/entity/Q1489,Mexico,Mexico City,367408,156078,What is the capital of Mexico?,"[""Mexico City"", ""Mexico D.F."", ""Ciudad de México"", ""City of Mexico"", ""Mexico City, Mexico"", ""CDMX"", ""Mexico""]",Mexico City.,The capital of Mexico is Mexico City.,The capital of Mexico is Mexico City.,The capital of Mexico is Mexico City.,The capital of Mexico is Mexico City.,The capital of Mexico is Mexico City.,The capital of Mexico is Mexico City.,Mexico City.,Mexico City.,Mexico City.,0,0,0,0,0,0,0,0,0,0,1.0,Mexico City.,CORRECT
2668,780319,Dex,genre,action role-playing game,332681,91,231165,[],"[""action role-playing video game"",""action RPG"",""ARPG"",""action\/RPG""]",http://www.wikidata.org/entity/Q15710454,http://www.wikidata.org/entity/Q1422746,Dex (video game),Action role-playing game,1491,40299,What genre is Dex?,"[""action role-playing game"", ""action role-playing video game"", ""action RPG"", ""ARPG"", ""action/RPG""]",Dex is a science fiction film (cyberpunk/social science fiction).,Dex is a rhythm-based action platformer video game.,Dex is an action role-playing game.,Dex is an action role-playing game.,"""Dex"" is a drama television series with elements of crime and mystery.","Insufficient context to determine which ""Dex"" is meant (it could be a film, TV series, video game, musician, or comic); please specify which Dex you mean.",Dex is a platformer game.,Dex is a 2008 comedic drama (dramedy) film blending comedy and dramatic elements.,Dex is a cyberpunk action role-playing game.,Dex is a science fiction television series.,0,1,2,2,3,4,1,5,2,6,0.3,Dex is an action role-playing game.,CORRECT
4295,604577,Young Adult,producer,Diablo Cody,247371,164,790310,[],[],http://www.wikidata.org/entity/Q1460394,http://www.wikidata.org/entity/Q230795,Young Adult (film),Diablo Cody,17774,30370,Who was the producer of Young Adult?,"[""Diablo Cody""]",The producer of Young Adult was Mason Novick.,"The producer of ""Young Adult"" was Sarah Green (produced by Sarah Green, with producers Gloria Sanchez Productions and others including Jon Kilik as executive producer).",The producer of Young Adult was Gavin O'Connor.,The producer of Young Adult was Mason Novick.,The producer of Young Adult was Mason Novick (among producers; principal producer credited is Mason Novick).,"The producer of Young Adult was Jason Reitman (producer) and Grand Am production also lists Mason Novick, John Malkovich wasn't producer—main producers include Jason Reitman and Mason Novick.",The producer of Young Adult was Jason Reitman (produced by Jason Reitman and Mason Novick; Reitman is the film's primary producer).,"The producer of Young Adult was Joshua Astrachan (the film was produced by Joshua Astrachan, with Megan Ellison as one of the main producers).","The producer of Young Adult (2011) was Charlize Theron, who produced the film through her company Denver and Delilah Productions.",The producer of Young Adult was Jason Reitman (produced by Jason Reitman and Jordan Horowitz).,0,1,2,0,0,3,3,4,5,6,0.3,The producer of Young Adult was Mason Novick.,INCORRECT
5959,2358241,Green Tea,director,Zhang Yuan,1027423,526,694210,[],"[""Yuan Zhang""]",http://www.wikidata.org/entity/Q3116114,http://www.wikidata.org/entity/Q197331,Green Tea (film),Zhang Yuan (director),300,659,Who was the director of Green Tea?,"[""Zhang Yuan"", ""Yuan Zhang""]",The director of Green Tea is Zhang Yuan.,The director of Green Tea (2003 South Korean film) is Park Jin-pyo.,The director of Green Tea is Zhang Yuan.,The director of Green Tea is Zhang Yuan.,The director of Green Tea is Zhang Yuan.,The director of Green Tea was Zhang Yuan.,The director of Green Tea is Zhang Yuan.,The director of the film Green Tea (2003) is Zhang Yuan.,The director of the film Green Tea (2003) is Zhang Yimou.,The director of the film Green Tea (2003) is Zhang Yuan.,0,1,0,0,0,0,0,0,2,0,0.8,The director of Green Tea is Zhang Yuan.,CORRECT
7170,3558671,Outbreak,director,Wolfgang Petersen,1538574,526,2184798,"[""Outbreak (film)""]",[],http://www.wikidata.org/entity/Q495513,http://www.wikidata.org/entity/Q65321,Outbreak (film),Wolfgang Petersen,27608,18634,Who was the director of Outbreak?,"[""Wolfgang Petersen""]",Wolfgang Petersen.,The director of Outbreak (1995) was Wolfgang Petersen.,The director of Outbreak (1995) was Wolfgang Petersen.,The director of Outbreak was Wolfgang Petersen.,The director of Outbreak (1995) was Wolfgang Petersen.,Wolfgang Petersen.,Wolfgang Petersen.,The director of Outbreak (1995) was Wolfgang Petersen.,The director of Outbreak (1995) was Wolfgang Petersen.,The director of Outbreak was Wolfgang Petersen.,0,0,0,0,0,0,0,0,0,0,1.0,Wolfgang Petersen.,CORRECT
1935,2953719,Evil Dead: Hail to the King,genre,survival horror,1264710,91,1096850,[],"[""survival horror video game""]",http://www.wikidata.org/entity/Q4038405,http://www.wikidata.org/entity/Q333967,Evil Dead: Hail to the King,Survival horror,3618,44973,What genre is Evil Dead: Hail to the King?,"[""survival horror"", ""survival horror video game""]",Evil Dead: Hail to the King is a survival horror video game.,Evil Dead: Hail to the King is a third-person survival horror video game.,Evil Dead: Hail to the King is a third-person survival horror/action video game.,Evil Dead: Hail to the King is a third-person survival horror video game.,Evil Dead: Hail to the King is an action-adventure survival horror video game.,Evil Dead: Hail to the King is a third-person survival horror action-adventure video game.,Evil Dead: Hail to the King is an action-adventure survival horror video game.,Evil Dead: Hail to the King is a third-person action-adventure survival horror video game.,Evil Dead: Hail to the King is a third-person survival horror video game.,Evil Dead: Hail to the King is an action-adventure video game with survival horror elements.,0,0,0,0,0,0,0,0,0,1,0.9,Evil Dead: Hail to the King is a survival horror video game.,CORRECT
190,503998,Ivan Mládek,occupation,composer,207169,22,1189033,"[""Ivan Mladek""]",[],http://www.wikidata.org/entity/Q1369539,http://www.wikidata.org/entity/Q36834,Ivan Mládek,Composer,990,28389,What is Ivan Mládek's occupation?,"[""composer"", ""songwriter"", ""song writer""]","Ivan Mládek is a Czech musician, comedian, actor, and songwriter, best known as a singer and banjo player.","Ivan Mládek is a Czech singer, songwriter, musician, comedian and television presenter.","Ivan Mládek is a Czech musician, comedian, composer, singer, songwriter and television presenter.","Ivan Mládek is a Czech musician, comedian, composer, singer, songwriter and television presenter.","Ivan Mládek is a Czech musician, comedian, songwriter and television presenter.","Ivan Mládek is a Czech musician, comedian, singer-songwriter, and composer.","Ivan Mládek is a Czech comedian, singer-songwriter, musician and composer, best known for his comedic songs and performances.","Ivan Mládek is a Czech musician, comedian, singer-songwriter and composer (best known as a guitarist and entertainer).","Ivan Mládek is a Czech musician, comedian, songwriter and television personality.","Ivan Mládek is a Czech singer, songwriter, comedian, composer and musician.",0,1,1,1,1,1,2,3,1,3,0.6,"Ivan Mládek is a Czech singer, songwriter, musician, comedian and television presenter.",INCORRECT
12424,5325447,Odds On,author,Michael Crichton,2365028,484,534524,[],"[""John Michael Crichton"",""Michael Douglas"",""Jeffery Hudson"",""John Lange""]",http://www.wikidata.org/entity/Q7077532,http://www.wikidata.org/entity/Q172140,Odds On,Michael Crichton,739,77167,Who is the author of Odds On?,"[""Michael Crichton"", ""John Michael Crichton"", ""Michael Douglas"", ""Jeffery Hudson"", ""John Lange""]",Laura Lippman.,The author of Odds On is Michael Crichton (writing under the pseudonym John Lange).,The author of Odds On is Larry Bond.,The author of Odds On is Michael Marshall Smith (published under the name Michael Marshall).,Tom Clancy and Jack Higgins co-wrote the novel Odds On.,The author of Odds On is Michael Marshall Smith.,The author of Odds On is Michael Crichton (writing under the pseudonym John Lange).,The author of Odds On is Michael Crichton (writing under the pseudonym John Lange).,The author of Odds On is Michael Crichton (writing as John Lange).,The author of Odds On is Michael Crichton.,0,1,2,3,4,3,1,1,1,1,0.5,The author of Odds On is Michael Crichton (writing under the pseudonym John Lange).,CORRECT
9808,2933561,The Garden,screenwriter,Sam Bozzo,1256489,533,2530491,"[""River to Havilah"",""Garden""]",[],http://www.wikidata.org/entity/Q3987179,http://www.wikidata.org/entity/Q7407251,The Garden (2006 film),Sam Bozzo,371,98,Who was the screenwriter for The Garden?,"[""Sam Bozzo""]",The screenwriter for The Garden (1990 British film) was Derek Jarman.,The screenwriter for The Garden (1990) was Derek Jarman.,"If you mean the 1990 British film The Garden, the screenwriter was Derek Jarman.",The screenwriter for The Garden (1990 British film) was Andrew Birkin.,"Which ""The Garden"" do you mean? If you mean the 1990 film The Garden, the screenwriter was Derek Jarman; if you mean the 2008 Israeli film The Garden (Ha-Gan), the screenwriter was Keren Yedaya (co-written with Shlomi Elkabetz).","If you mean the 2008 documentary The Garden, the screenwriter (writer) was Scott Hamilton Kennedy.","Which ""The Garden"" do you mean — the 1990 British film directed by Derek Jarman (screenwriter: Derek Jarman) or the 2008 Israeli film directed by Dalia Hager (screenwriter: Shimon Dotan)?","If you mean the 1990 British film The Garden, the screenwriter was Derek Jarman.","Which ""The Garden"" do you mean — the 1990 British film (screenwriter: Derek Jarman), the 2008 Palestinian film (screenwriter: Mohammed Bakri), the 2008 documentary (screenwriter/director: Scott Hamilton Kennedy), or another version?",The screenwriter for The Garden (1990 short film by Derek Jarman) was Derek Jarman.,0,0,0,1,0,2,0,0,2,3,0.6,The screenwriter for The Garden (1990 British film) was Derek Jarman.,INCORRECT
7529,643465,Into the Woods,director,Rob Marshall,270854,526,1155958,[],[],http://www.wikidata.org/entity/Q14847067,http://www.wikidata.org/entity/Q353501,Into the Woods (film),Rob Marshall,39224,16786,Who was the director of Into the Woods?,"[""Rob Marshall""]",Rob Marshall.,Rob Marshall.,Rob Marshall.,Rob Marshall directed the 2014 film adaptation of Into the Woods.,Rob Marshall.,Rob Marshall.,Rob Marshall.,Rob Marshall.,Rob Marshall.,Rob Marshall directed the 2014 film adaptation of Into the Woods.,0,0,0,0,0,0,0,0,0,0,1.0,Rob Marshall.,CORRECT
13479,1726487,Esau,mother,Rebecca,762977,292,1267809,"[""Edom"",""Esav"",""Eisav""]","[""Rivka"",""Rivkah"",""Rebecka"",""Rebeccah""]",http://www.wikidata.org/entity/Q220822,http://www.wikidata.org/entity/Q40520,Esau,Rebecca,29079,20300,Who is the mother of Esau?,"[""Rebecca"", ""Rivka"", ""Rivkah"", ""Rebecka"", ""Rebeccah""]",Rebekah.,The mother of Esau is Rebekah.,The mother of Esau is Rebekah.,The mother of Esau is Rebekah.,The mother of Esau is Rebekah.,The mother of Esau is Rebekah.,The mother of Esau is Rebekah.,"The mother of Esau is Rebekah (also spelled Rebecca), wife of Isaac.",The mother of Esau is Rebekah.,The mother of Esau is Rebekah.,0,0,0,0,0,0,0,0,0,0,1.0,Rebekah.,INCORRECT
2005,4042471,Epidemic,genre,thrash metal,1767409,91,1473789,[],"[""trash metal"",""thrash"",""Thrash Metal"",""Best early thrash metal""]",http://www.wikidata.org/entity/Q5382695,http://www.wikidata.org/entity/Q483352,Epidemic (band),Thrash metal,292,34872,What genre is Epidemic?,"[""thrash metal"", ""trash metal"", ""thrash"", ""Thrash Metal"", ""Best early thrash metal""]","If you mean the 1987 Italian film Epidemic (original title: Epidemia) directed by Luca Guadagnino—actually that’s 2019; wait—more likely Epidemic (1987) by Lars von Trier is a Danish horror film; therefore, Epidemic is a horror film.","If you mean the 1987 film ""Epidemic"" directed by Lars von Trier, its genre is a horror drama.","If you mean the 1987 film ""Epidemic"" directed by Lars von Trier, it is a horror film (specifically a satirical horror/meta-horror).","If you mean the 1987 film ""Epidemic"" directed by Lars von Trier, its genre is satirical horror (a horror drama with satirical/metafictional elements).","If you mean the 1987 film Epidemic directed by Lars von Trier, it is a Danish experimental horror film.",Epidemic is a 1987 Italian drama film with elements of horror and political allegory.,Epidemic is a 1987 Polish drama film (medical/political drama) directed by Krzysztof Kieślowski.,Epidemic is a 1987 Italian drama film with elements of horror and science fiction (often described as a horror-drama or sci-fi horror).,"If you mean the 1987 film Epidemic directed by Lars von Trier, its genre is psychological horror/drama.",Epidemic is a 2018 survival horror film.,0,1,2,2,0,3,4,5,1,6,0.2,"If you mean the 1987 Italian film Epidemic (original title: Epidemia) directed by Luca Guadagnino—actually that’s 2019; wait—more likely Epidemic (1987) by Lars von Trier is a Danish horror film; therefore, Epidemic is a horror film.",INCORRECT
5042,6427649,The Detective,producer,Aaron Rosenberg,2892707,164,997667,"[""Detective""]",[],http://www.wikidata.org/entity/Q925809,http://www.wikidata.org/entity/Q302605,The Detective (1968 film),Aaron Rosenberg,6208,589,Who was the producer of The Detective?,"[""Aaron Rosenberg""]",Producer: Paul Junger Witt.,The producer of The Detective (1968 film) was Joseph E. Levine.,"The producer of the 1968 film ""The Detective"" was Hal B. Wallis.",Producer: Martin Ransohoff.,The producer of The Detective was Ray Stark.,The producer of The Detective (1968 film) was Robert Fellows.,The producer of The Detective (1968 film) was Ross Hunter.,The producer of The Detective (1968) was Hal B. Wallis.,Robert Mulligan produced the 1968 film The Detective.,The producer of The Detective was Jules Bricken.,0,1,2,3,4,5,6,2,7,8,0.2,"The producer of the 1968 film ""The Detective"" was Hal B. Wallis.",INCORRECT
14155,5407282,Polkowice County,capital,Polkowice,2403912,422,836383,[],[],http://www.wikidata.org/entity/Q715538,http://www.wikidata.org/entity/Q246685,Polkowice County,Polkowice,386,776,What is the capital of Polkowice County?,"[""Polkowice""]",The capital (seat) of Polkowice County is the town of Polkowice.,The capital (seat) of Polkowice County is the town of Polkowice.,The capital (seat) of Polkowice County is the town of Polkowice.,The capital (seat) of Polkowice County is the town of Polkowice.,The capital (seat) of Polkowice County is the town of Polkowice.,The capital (administrative seat) of Polkowice County is the town of Polkowice.,The capital (seat) of Polkowice County is the town of Polkowice.,The capital (seat) of Polkowice County is the town of Polkowice.,The capital (county seat) of Polkowice County is the town of Polkowice.,The capital (seat) of Polkowice County is the town of Polkowice.,0,0,0,0,0,0,0,0,0,0,1.0,The capital (seat) of Polkowice County is the town of Polkowice.,CORRECT
7768,4912247,Lille,capital of,Nord,2165757,97,145424,"[""Rijsel"",""Lile"",""Rysel""]","[""Northern Department"",""North"",""D\u00e9partement du Nord"",""59""]",http://www.wikidata.org/entity/Q648,http://www.wikidata.org/entity/Q12661,Lille,Nord (French department),30367,5603,What is Lille the capital of?,"[""Nord"", ""Northern Department"", ""North"", ""Département du Nord"", ""59""]",Lille is the capital of the Hauts-de-France region and the prefecture of the Nord department in northern France.,Lille is the capital of the Hauts-de-France region in northern France.,Lille is the capital of the Hauts-de-France region in northern France.,Lille is the capital of the Hauts-de-France region in northern France and the prefecture of the Nord department.,Lille is the capital of the Hauts-de-France region and the prefecture of the Nord department in northern France.,Lille is the capital of the Hauts-de-France region in northern France.,Lille is the capital of the Hauts-de-France region in northern France.,Lille is the capital of the Hauts-de-France region and the prefecture (capital) of the Nord department in northern France.,Lille is the capital of the Hauts-de-France region in northern France.,Lille is the capital of the Hauts-de-France region in northern France.,0,0,0,0,0,0,0,0,0,0,1.0,Lille is the capital of the Hauts-de-France region and the prefecture of the Nord department in northern France.,CORRECT
