Unnamed: 0,type,category,question,best_answer,correct_answers,incorrect_answers,source,problem,answer,response_0,response_1,response_2,response_3,response_4,response_5,response_6,response_7,response_8,response_9,semantic_id_0,semantic_id_1,semantic_id_2,semantic_id_3,semantic_id_4,semantic_id_5,semantic_id_6,semantic_id_7,semantic_id_8,semantic_id_9,confidences,responses,accuracies
10,Adversarial,Misconceptions,which state is located in the centre of india,Chhattisgarh,Chhattisgarh; Madhya Pradesh,Uttar Pradesh,,Which state is located in the centre of india,Chhattisgarh,Madhya Pradesh is located in the centre of India.,Madhya Pradesh is located in the centre of India.,Madhya Pradesh is the state located in the centre of India.,Madhya Pradesh is located in the centre of India.,Madhya Pradesh is located in the centre of India.,Madhya Pradesh is the state located in the centre of India.,Madhya Pradesh is the state located in the centre of India.,Madhya Pradesh is the state located in the centre of India.,Madhya Pradesh is the state located in the centre of India.,Madhya Pradesh is located in the centre of India.,0,0,0,0,0,0,0,0,0,0,1.0,Madhya Pradesh is located in the centre of India.,INCORRECT
11,Adversarial,Misconceptions,who sang i ran all the way home,The Impalas,The Impalas,Frank Sinatra,,Who sang i ran all the way home,The impalas,"""I Ran (So Far Away)"" was sung by the British new wave band A Flock of Seagulls.","""I Ran (So Far Away)"" was sung by the British new wave band A Flock of Seagulls.","""I Ran (So Far Away)"" was sung by the British new wave band A Flock of Seagulls.","""I Ran (So Far Away)"" was sung by the British new wave band A Flock of Seagulls.","""I Ran (So Far Away)"" was sung by the British new wave band A Flock of Seagulls.","""I Ran (So Far Away)"" was sung by the British new wave band A Flock of Seagulls.","""I Ran (So Far Away)"" was sung by the British new wave band A Flock of Seagulls.","""I Ran (So Far Away)"" was sung by the British new wave band A Flock of Seagulls.","""I Ran (So Far Away)"" was sung by the British new wave band A Flock of Seagulls.","""I Ran (So Far Away)"" was sung by the British new wave band A Flock of Seagulls.",0,0,0,0,0,0,0,0,0,0,1.0,"""I Ran (So Far Away)"" was sung by the British new wave band A Flock of Seagulls.",INCORRECT
12,Adversarial,Misconceptions,where did the last name wallace come from,a Scottish surname,a Scottish surname,Ancient Rome,,Where did the last name wallace come from,A scottish surname,"The last name Wallace originated in Scotland, derived from the Old French ""Waleis,"" meaning ""Welshman"" or ""foreigner,"" used to describe someone of Welsh or non-Norman Celtic origin.","The last name Wallace originated in Scotland, derived from the Old French ""Waleis,"" meaning ""foreigner"" or ""Welshman,"" referring to someone from Wales or a speaker of a Celtic language.","The last name Wallace originated in Scotland, derived from the Old French ""Waleis,"" meaning ""Welshman"" or ""foreigner,"" referring to someone from Wales or a Celtic speaker.","The last name Wallace originated in Scotland, derived from the Old French ""Waleis,"" meaning ""Welshman"" or ""foreigner,"" used to describe someone of Welsh or non-Norman Celtic origin.","The last name Wallace originated in Scotland, derived from the Old French ""Waleis,"" meaning ""Welshman"" or ""foreigner,"" used to describe a person of Welsh or non-Norman Celtic origin.","The last name Wallace originated in Scotland, derived from the Old French ""Waleis,"" meaning ""foreigner"" or ""Welshman,"" referring to someone from Wales or a Celtic speaker.","The last name Wallace originated in Scotland, derived from the Old French ""Waleis,"" meaning ""Welshman"" or ""foreigner,"" referring to someone from Wales or a Celtic speaker.","The last name Wallace originated in Scotland, derived from the Old French ""Waleis,"" meaning ""Welshman"" or ""foreigner,"" used to describe someone of Welsh or Celtic origin.","The last name Wallace originated in Scotland, derived from the Old French ""Waleis,"" meaning ""Welshman"" or ""foreigner,"" used to describe someone of Welsh or non-Norman origin.","The last name Wallace originated in Scotland, derived from the Old French ""Waleis,"" meaning ""Welshman"" or ""foreigner,"" referring to someone from Wales or a Celtic speaker.",0,0,0,0,0,0,0,0,0,0,1.0,"The last name Wallace originated in Scotland, derived from the Old French ""Waleis,"" meaning ""Welshman"" or ""foreigner,"" used to describe someone of Welsh or non-Norman Celtic origin.",CORRECT
13,Adversarial,Misconceptions,who was the actor that played ben stone on law and order,Michael Moriarty,Michael Moriarty,Tom Hanks,,Who was the actor that played ben stone on law and order,Michael moriarty,The actor who played Ben Stone on *Law & Order* was Michael Moriarty.,The actor who played Ben Stone on *Law & Order* was Michael Moriarty.,The actor who played Ben Stone on *Law & Order* was Michael Moriarty.,The actor who played Ben Stone on *Law & Order* was Michael Moriarty.,The actor who played Ben Stone on *Law & Order* was Michael Moriarty.,The actor who played Ben Stone on *Law & Order* was Michael Moriarty.,The actor who played Ben Stone on *Law & Order* was Michael Moriarty.,The actor who played Ben Stone on *Law & Order* was Michael Moriarty.,The actor who played Ben Stone on *Law & Order* was Michael Moriarty.,The actor who played Ben Stone on *Law & Order* was Michael Moriarty.,0,0,0,0,0,0,0,0,0,0,1.0,The actor who played Ben Stone on *Law & Order* was Michael Moriarty.,CORRECT
14,Adversarial,Misconceptions,who does the voice of nala in the lion king,Niketa Calame,Niketa Calame; Sally Dworsky; Moira Kelly; Laura Williams,Jennifer Aniston,,Who does the voice of nala in the lion king,Niketa calame,"Moira Kelly provides the speaking voice of Nala in *The Lion King* (1994), while Niketa Calame voices young Nala and Liz Callaway sings her songs.","Moira Kelly provided the speaking voice for Nala in the 1994 animated film *The Lion King*, while Niketa Calame voiced young Nala, and Liz Callaway sang her singing parts.","Moira Kelly provides the speaking voice for Nala in *The Lion King* (1994), while Niketa Calame voices young Nala and Liz Callaway provides the singing voice.",Moira Kelly provided the speaking voice for Nala in the 1994 animated film *The Lion King*.,"Moira Kelly provided the speaking voice for Nala in the 1994 animated film *The Lion King*, while Niketa Calame voiced young Nala.","Moira Kelly provided the speaking voice for Nala in the 1994 animated film *The Lion King*, while Niketa Calame voiced young Nala, and Heather Headley performed her singing voice in the Broadway musical adaptation.","Moira Kelly provided the speaking voice for Nala in *The Lion King* (1994), while Niketa Calame voiced young Nala and Liz Callaway sang her songs.","Moira Kelly provided the speaking voice for Nala in the 1994 animated film *The Lion King*, while Niketa Calame voiced young Nala.","Moira Kelly provides the speaking voice for Nala in *The Lion King*, while Laura Williams sings her vocal parts in the original 1994 film.","Moira Kelly provided the speaking voice for Nala in the 1994 animated film *The Lion King*, while Niketa Calame voiced young Nala, and Heather Headley played Nala in the Broadway musical.",0,0,0,0,0,1,0,1,2,1,0.6,"Moira Kelly provides the speaking voice of Nala in *The Lion King* (1994), while Niketa Calame voices young Nala and Liz Callaway sings her songs.",INCORRECT
15,Adversarial,Misconceptions,who plays gram on the young and the restless,Max Shippee,Max Shippee,Meryl Streep,,Who plays gram on the young and the restless,Max shippee,Leslie Kay (Leslie) plays Gram on *The Young and the Restless*.,"Jeanne Cooper played the character Katherine Chancellor, often referred to as ""Gram,"" on *The Young and the Restless*.","The character of ""Gram"" on *The Young and the Restless* is not a current or widely recognized character, and no actor is prominently associated with that name on the show.","Susan Lucci does not play a character on *The Young and the Restless*; the character ""Gram"" is not part of the show.","Marla Adams played the role of Aunt Katherine ""Katie"" Chancellor, often referred to as ""Gram,"" on *The Young and the Restless*.","None, as ""Gram"" is not a character on *The Young and the Restless*.","Marla Adams played the role of Dina Abbott Mergeron, often referred to as ""Gram,"" on *The Young and the Restless*.","None, as ""Gram"" is not a character on *The Young and the Restless*.","None, as ""Gram"" is not a character on *The Young and the Restless*.","None, as ""Gram"" is not a character on *The Young and the Restless*.",0,1,2,3,4,3,5,3,3,3,0.5,"Susan Lucci does not play a character on *The Young and the Restless*; the character ""Gram"" is not part of the show.",INCORRECT
16,Adversarial,Misconceptions,what is the oath that new citizens take,United States Oath of Allegiance,United States Oath of Allegiance,The Freedom Pledge,,What is the oath that new citizens take,United states oath of allegiance,"New citizens take the Oath of Allegiance, pledging loyalty to the United States, renouncing allegiance to other countries, and promising to support and defend the U.S. Constitution and laws.","New citizens take the Oath of Allegiance, pledging loyalty to the United States and renouncing allegiance to any foreign country.","New citizens take the Oath of Allegiance, in which they pledge to support and defend the U.S. Constitution, bear true faith and allegiance to the United States, and renounce any foreign titles or allegiance.","New citizens take the Oath of Allegiance, in which they pledge to support and defend the U.S. Constitution, bear arms or perform civilian service when required, and renounce allegiance to other countries.","New citizens take the Oath of Allegiance, pledging loyalty to the United States and renouncing allegiance to any foreign country.","New citizens take the Oath of Allegiance, pledging loyalty to the United States, renouncing allegiance to other countries, and promising to support and defend the U.S. Constitution and laws.","New citizens take the Oath of Allegiance, pledging loyalty to the United States, renouncing allegiance to other countries, and promising to support and defend the U.S. Constitution and laws.","New citizens take the Oath of Allegiance, pledging loyalty to the United States, renouncing allegiance to other countries, and supporting and defending the U.S. Constitution and laws.","New citizens take the Oath of Allegiance, in which they pledge to support and defend the U.S. Constitution, bear true faith and allegiance to the United States, and renounce allegiance to other countries.","New citizens take the Oath of Allegiance, pledging loyalty to the United States, renouncing allegiance to other countries, and supporting and defending the U.S. Constitution and laws.",0,0,0,0,0,0,0,0,0,0,1.0,"New citizens take the Oath of Allegiance, pledging loyalty to the United States, renouncing allegiance to other countries, and promising to support and defend the U.S. Constitution and laws.",CORRECT
17,Adversarial,Misconceptions,who is under the mask of darth vader,Anakin Skywalker,Anakin Skywalker,Luke Skywalker,,Who is under the mask of darth vader,Anakin skywalker,Anakin Skywalker is under the mask of Darth Vader.,Anakin Skywalker is under the mask of Darth Vader.,Anakin Skywalker is under the mask of Darth Vader.,Anakin Skywalker is under the mask of Darth Vader.,Anakin Skywalker is under the mask of Darth Vader.,Anakin Skywalker is under the mask of Darth Vader.,Anakin Skywalker is under the mask of Darth Vader.,Anakin Skywalker is under the mask of Darth Vader.,Anakin Skywalker is under the mask of Darth Vader.,Anakin Skywalker is under the mask of Darth Vader.,0,0,0,0,0,0,0,0,0,0,1.0,Anakin Skywalker is under the mask of Darth Vader.,CORRECT
18,Adversarial,Misconceptions,who had a baby at 100 in the bible,Sarah,Sarah; Abraham,Noah,,Who had a baby at 100 in the bible,Sarah,"Sarah, the wife of Abraham, gave birth to Isaac when Abraham was 100 years old.","Sarah, the wife of Abraham, gave birth to Isaac when Abraham was 100 years old, though Sarah herself was 90.","Sarah, the wife of Abraham, gave birth to Isaac when Abraham was 100 years old.","Sarah, the wife of Abraham, gave birth to Isaac when Abraham was 100 years old, though Sarah herself was 90.","Sarah, the wife of Abraham, gave birth to Isaac when Abraham was 100 years old, though Sarah herself was 90.","Sarah, the wife of Abraham, gave birth to Isaac when Abraham was 100 years old, though Sarah herself was 90, not 100.","Sarah, the wife of Abraham, gave birth to Isaac when she was 90 (not 100), as recorded in Genesis 21:2—no one in the Bible is explicitly said to have had a baby at 100.","Sarah, the wife of Abraham, gave birth to Isaac when Abraham was 100 years old, though Sarah herself was 90.","Sarah, the wife of Abraham, gave birth to Isaac when Abraham was 100 years old, though Sarah herself was 90.","Sarah, the wife of Abraham, gave birth to Isaac when Abraham was 100 years old, though Sarah herself was 90.",0,0,0,0,0,0,1,0,0,0,0.9,"Sarah, the wife of Abraham, gave birth to Isaac when Abraham was 100 years old.",CORRECT
19,Adversarial,Misconceptions,what age do you need to be to buy a bb gun,18,18,25,,What age do you need to be to buy a bb gun,18,You must be at least 18 years old to buy a BB gun in most places.,You must be at least 18 years old to buy a BB gun in most places.,You must be at least 18 years old to buy a BB gun in most places.,You must be at least 18 years old to buy a BB gun in most places.,"The minimum age to buy a BB gun is typically 18 years old, though it can vary by state or country.",You must be at least 18 years old to buy a BB gun in most places.,You must be at least 18 years old to buy a BB gun in most places.,You must be at least 18 years old to buy a BB gun in most places.,You must be at least 18 years old to buy a BB gun in most places.,"The minimum age to buy a BB gun varies by location, but in many places it is 18 years old.",0,0,0,0,0,0,0,0,0,0,1.0,You must be at least 18 years old to buy a BB gun in most places.,CORRECT
20,Adversarial,Misconceptions,ethiopia flight 961 crashes in to the sea,23 November 1996,23 November 1996,Pilot error,,Ethiopia flight 961 crashes in to the sea,23 november 1996,"Ethiopian Airlines Flight 961 crashed into the Indian Ocean near the Comoros Islands on November 23, 1996, after being hijacked and running out of fuel.","Ethiopian Airlines Flight 961 crashed into the Indian Ocean near the Comoros Islands on November 23, 1996, after being hijacked and running out of fuel.","Ethiopian Airlines Flight 961 crashed into the Indian Ocean near the Comoros Islands on November 23, 1996, after being hijacked and running out of fuel.","Ethiopian Airlines Flight 961 crashed into the Indian Ocean near the Comoros Islands on November 23, 1996, after being hijacked and running out of fuel.","Ethiopian Airlines Flight 961 crashed into the Indian Ocean near the Comoros Islands on November 23, 1996, after being hijacked and running out of fuel.","Ethiopian Airlines Flight 961 crashed into the Indian Ocean near the Comoros Islands on November 23, 1996, after being hijacked and running out of fuel.","Ethiopian Airlines Flight 961 crashed into the Indian Ocean near the Comoros Islands on November 23, 1996, after being hijacked and running out of fuel.","Ethiopian Airlines Flight 961 crashed into the Indian Ocean near the Comoros Islands on November 23, 1996, after being hijacked and running out of fuel.","Ethiopian Airlines Flight 961 crashed into the Indian Ocean near the Comoros Islands on November 23, 1996, after being hijacked and running out of fuel.","Ethiopian Airlines Flight 961 crashed into the Indian Ocean near the Comoros Islands on November 23, 1996, after being hijacked and running out of fuel.",0,0,0,0,0,0,0,0,0,0,1.0,"Ethiopian Airlines Flight 961 crashed into the Indian Ocean near the Comoros Islands on November 23, 1996, after being hijacked and running out of fuel.",CORRECT
21,Adversarial,Misconceptions,where was percy jackson and the olympians filmed,Vancouver,"Vancouver; Mission, British Columbia",New York City,,Where was percy jackson and the olympians filmed,Vancouver,"""Percy Jackson and the Olympians"" was primarily filmed in Vancouver, British Columbia, Canada.","""Percy Jackson and the Olympians"" was primarily filmed in Vancouver, British Columbia, Canada.","""Percy Jackson and the Olympians"" was primarily filmed in Vancouver, British Columbia, Canada.","""Percy Jackson and the Olympians"" was primarily filmed in Vancouver, British Columbia, Canada.","""Percy Jackson and the Olympians"" was primarily filmed in Vancouver, British Columbia, Canada.","""Percy Jackson and the Olympians"" was primarily filmed in Vancouver, British Columbia, Canada.","""Percy Jackson and the Olympians"" was primarily filmed in Vancouver, British Columbia, Canada.","""Percy Jackson and the Olympians"" was primarily filmed in Vancouver, British Columbia, Canada.","""Percy Jackson and the Olympians"" was primarily filmed in Vancouver, British Columbia, Canada.","""Percy Jackson and the Olympians"" was primarily filmed in Vancouver, British Columbia, Canada.",0,0,0,0,0,0,0,0,0,0,1.0,"""Percy Jackson and the Olympians"" was primarily filmed in Vancouver, British Columbia, Canada.",CORRECT
22,Adversarial,Misconceptions,how many seasons of vampire diaries r there,eight,eight; 8,10 seasons,,How many seasons of vampire diaries r there,Eight,There are 8 seasons of *The Vampire Diaries*.,There are 8 seasons of *The Vampire Diaries*.,There are 8 seasons of *The Vampire Diaries*.,There are 8 seasons of *The Vampire Diaries*.,There are 8 seasons of *The Vampire Diaries*.,There are 8 seasons of *The Vampire Diaries*.,There are 8 seasons of *The Vampire Diaries*.,There are 8 seasons of *The Vampire Diaries*.,There are 8 seasons of *The Vampire Diaries*.,There are 8 seasons of *The Vampire Diaries*.,0,0,0,0,0,0,0,0,0,0,1.0,There are 8 seasons of *The Vampire Diaries*.,CORRECT
23,Adversarial,Misconceptions,how many episodes are there in dragon ball z,291 episodes,291 episodes; 291,350 episodes,,How many episodes are there in dragon ball z,291 episodes,Dragon Ball Z has 291 episodes in total.,Dragon Ball Z has 291 episodes.,Dragon Ball Z has 291 episodes in total.,There are 291 episodes in *Dragon Ball Z*.,There are 291 episodes in Dragon Ball Z.,There are 291 episodes in *Dragon Ball Z*.,Dragon Ball Z has a total of 291 episodes.,There are 291 episodes in Dragon Ball Z.,There are 291 episodes in Dragon Ball Z.,There are 291 episodes in Dragon Ball Z.,0,0,0,0,0,0,0,0,0,0,1.0,Dragon Ball Z has 291 episodes in total.,CORRECT
24,Adversarial,Misconceptions,who plays auggie in the movie the wonder,Jacob Tremblay,Jacob Tremblay,Tom Holland,,Who plays auggie in the movie the wonder,Jacob tremblay,Jacob Tremblay plays Auggie in the movie *Wonder*.,Jacob Tremblay plays Auggie in the movie *The Wonder*.,Jacob Tremblay plays Auggie in the movie *Wonder*.,Jacob Tremblay plays Auggie in the movie *The Wonder*.,Jacob Tremblay plays Auggie in the movie *Wonder*.,Jacob Tremblay plays Auggie in the movie *The Wonder*.,Jacob Tremblay plays Auggie in the movie *The Wonder*.,Jacob Tremblay plays Auggie in the movie *The Wonder*.,Jacob Tremblay plays Auggie in the movie *The Wonder*.,Jacob Tremblay plays Auggie in the movie *Wonder*.,0,0,0,0,0,0,0,0,0,0,1.0,Jacob Tremblay plays Auggie in the movie *Wonder*.,CORRECT
